,Team,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,win_target,3_win_target,5_win_target,7_win_target,10_win_target
230,ATL,67,23,45,51.1,10,21,47.6,11,12,91.7,4,20,24,10,9,7,2,7,9,True,False,False,False,False
231,CHI,47,18,40,45.0,6,16,37.5,5,8,62.5,1,20,21,12,8,4,3,7,1,False,False,False,False,False
232,CLE,56,22,47,46.8,4,15,26.7,8,9,88.9,6,22,28,8,8,1,0,7,2,False,False,False,False,False
233,DAL,72,23,50,46.0,12,27,44.4,14,16,87.5,8,14,22,10,5,1,2,9,9,True,True,True,True,False
234,IND,67,29,46,63.0,4,9,44.4,5,7,71.4,3,20,23,16,5,2,3,9,6,True,False,False,False,False
235,MEM,54,23,52,44.2,3,17,17.6,5,8,62.5,7,19,26,15,3,7,3,7,-2,True,True,False,False,False
236,MIA,61,22,44,50.0,8,16,50.0,9,10,90.0,4,20,24,13,3,1,2,10,14,True,True,True,False,False
237,MIN,61,23,45,51.1,8,17,47.1,7,9,77.8,1,14,15,13,4,1,1,6,-6,False,False,False,False,False
238,OKC,47,16,41,39.0,9,23,39.1,6,7,85.7,4,13,17,12,7,0,5,9,-14,False,False,False,False,False
239,PHI,46,18,42,42.9,3,14,21.4,7,7,100.0,3,20,23,13,6,5,3,5,-1,True,True,True,True,True
240,POR,63,24,42,57.1,5,14,35.7,10,12,83.3,2,17,19,12,4,4,2,13,-9,False,False,False,False,False
241,SAS,58,24,51,47.1,4,17,23.5,6,6,100.0,7,18,25,17,9,5,1,11,-9,False,False,False,False,False
242,TOR,65,24,43,55.8,10,21,47.6,7,8,87.5,3,17,20,16,9,8,1,11,14,True,True,True,True,True
243,WAS,51,19,46,41.3,7,22,31.8,6,8,75.0,7,16,23,11,15,4,0,8,-14,False,False,False,False,False
244,ATL,55,22,51,43.1,6,17,35.3,5,5,100.0,6,12,18,13,11,6,1,8,-16,False,False,False,False,False
245,BKN,42,14,45,31.1,5,17,29.4,9,10,90.0,3,20,23,9,10,4,3,10,-15,False,False,False,False,False
246,BOS,51,18,45,40.0,7,21,33.3,8,9,88.9,1,17,18,12,6,6,3,10,-9,False,False,False,False,False
247,CHI,56,24,44,54.5,4,12,33.3,4,6,66.7,4,6,10,12,7,7,2,12,-17,True,False,False,False,False
248,CLE,73,26,38,68.4,12,17,70.6,9,10,90.0,4,15,19,18,12,2,2,8,17,False,False,False,False,False
249,DET,71,28,44,63.6,7,16,43.8,8,11,72.7,4,13,17,17,9,7,7,6,16,True,True,True,True,True
250,GSW,53,20,52,38.5,7,23,30.4,6,6,100.0,5,17,22,14,6,5,1,6,1,True,True,True,True,True
251,HOU,65,23,45,51.1,7,17,41.2,12,15,80.0,6,20,26,12,9,4,4,11,6,False,False,False,False,False
252,LAC,72,22,43,51.2,6,15,40.0,22,27,81.5,3,12,15,17,7,5,1,15,-8,True,False,False,False,False
253,LAL,59,22,51,43.1,4,14,28.6,11,16,68.8,9,14,23,11,7,7,5,12,-6,True,True,True,True,False
254,MIL,57,23,47,48.9,8,21,38.1,3,5,60.0,3,27,30,15,10,4,4,9,15,True,True,True,True,True
255,MIN,62,20,44,45.5,7,22,31.8,15,18,83.3,4,20,24,19,7,2,4,8,4,False,False,False,False,False
256,NOP,80,28,44,63.6,11,21,52.4,13,20,65.0,5,17,22,19,11,3,2,15,8,False,False,False,False,False
257,NYK,46,17,43,39.5,4,11,36.4,8,12,66.7,7,16,23,10,8,1,2,8,-6,False,False,False,False,False
258,OKC,64,23,44,52.3,4,8,50.0,14,16,87.5,6,17,23,12,6,2,2,9,7,True,True,True,True,True
259,ORL,52,22,48,45.8,3,15,20.0,5,8,62.5,7,22,29,9,7,4,3,6,-1,False,False,False,False,False
260,PHI,52,19,39,48.7,6,15,40.0,8,12,66.7,3,18,21,11,6,6,4,10,6,True,False,False,False,False
261,PHX,60,23,47,48.9,6,17,35.3,8,11,72.7,5,25,30,13,7,3,3,8,9,True,True,False,False,False
262,POR,57,21,46,45.7,5,12,41.7,10,11,90.9,6,14,20,6,7,4,4,14,-7,False,False,False,False,False
263,SAC,49,22,44,50.0,3,10,30.0,2,5,40.0,4,15,19,12,4,2,1,11,-14,False,False,False,False,False
264,TOR,58,24,47,51.1,5,16,31.3,5,6,83.3,3,15,18,13,6,5,6,12,-4,True,True,True,True,False
265,UTA,63,21,42,50.0,7,21,33.3,14,15,93.3,6,18,24,12,4,2,1,5,14,True,True,True,True,True
266,DEN,50,20,46,43.5,1,10,10.0,9,13,69.2,5,24,29,10,4,3,4,9,6,False,False,False,False,False
267,IND,44,17,45,37.8,5,15,33.3,5,8,62.5,4,15,19,12,6,0,4,12,-6,True,True,True,True,False
268,MIA,54,20,45,44.4,8,20,40.0,6,7,85.7,3,19,22,17,4,5,1,8,-6,False,False,False,False,False
269,SAS,60,20,40,50.0,9,16,56.3,11,12,91.7,2,19,21,15,6,2,2,8,6,True,True,False,False,False
270,ATL,60,21,39,53.8,7,17,41.2,11,13,84.6,3,21,24,14,13,2,1,14,3,False,False,False,False,False
271,BKN,68,23,45,51.1,7,19,36.8,15,21,71.4,8,13,21,12,7,4,0,12,4,False,False,False,False,False
272,BOS,69,25,52,48.1,7,14,50.0,12,16,75.0,13,13,26,12,5,4,2,11,14,True,True,True,True,True
273,CHA,45,16,38,42.1,8,16,50.0,5,8,62.5,5,19,24,13,8,2,0,9,-6,False,False,False,False,False
274,CHI,52,18,46,39.1,9,22,40.9,7,9,77.8,4,14,18,10,9,6,1,10,-1,False,False,False,False,False
275,CLE,50,19,47,40.4,7,15,46.7,5,7,71.4,8,18,26,10,6,2,1,6,1,False,False,False,False,False
276,DEN,55,21,42,50.0,6,17,35.3,7,8,87.5,5,20,25,16,9,5,0,8,1,True,True,True,False,False
277,DET,58,23,44,52.3,7,17,41.2,5,7,71.4,5,17,22,11,10,5,2,11,-2,False,False,False,False,False
278,GSW,57,23,54,42.6,3,14,21.4,8,10,80.0,9,20,29,16,5,4,2,13,4,False,False,False,False,False
279,HOU,64,26,51,51.0,7,23,30.4,5,8,62.5,5,17,22,12,6,3,3,8,7,False,False,False,False,False
280,IND,44,20,47,42.6,3,14,21.4,1,1,100.0,5,13,18,11,8,7,3,5,-12,False,False,False,False,False
281,LAL,55,21,41,51.2,3,9,33.3,10,14,71.4,3,15,18,13,9,3,7,11,-14,False,False,False,False,False
282,MEM,50,21,54,38.9,4,16,25.0,4,7,57.1,9,18,27,12,8,3,1,7,-19,False,False,False,False,False
283,MIA,56,20,38,52.6,7,18,38.9,9,12,75.0,3,16,19,12,10,8,0,8,-2,True,True,False,False,False
284,MIL,53,23,37,62.2,4,12,33.3,3,10,30.0,1,23,24,18,15,4,3,9,1,True,True,True,True,True
285,MIN,54,20,46,43.5,8,22,36.4,6,9,66.7,6,15,21,13,5,5,2,6,-1,False,False,False,False,False
286,NOP,69,24,47,51.1,15,28,53.6,6,9,66.7,4,21,25,14,7,4,4,8,19,True,True,True,True,False
287,NYK,49,20,44,45.5,3,10,30.0,6,7,85.7,5,16,21,7,5,4,4,8,-1,True,True,True,True,True
288,OKC,57,20,45,44.4,7,19,36.8,10,12,83.3,2,19,21,5,7,5,3,8,-7,True,True,False,False,False
289,ORL,51,21,48,43.8,6,16,37.5,3,5,60.0,6,17,23,13,2,4,3,6,6,True,True,True,True,True
290,PHI,64,23,42,54.8,9,20,45.0,9,15,60.0,4,17,21,15,7,4,1,15,-4,True,True,True,False,False
291,PHX,51,20,43,46.5,4,13,30.8,7,7,100.0,7,16,23,14,11,1,2,6,-15,False,False,False,False,False
292,POR,53,19,46,41.3,2,15,13.3,13,16,81.3,8,21,29,8,7,3,6,9,-4,True,True,False,False,False
293,SAC,58,22,45,48.9,9,25,36.0,5,6,83.3,5,16,21,16,10,5,1,8,2,False,False,False,False,False
294,SAS,66,25,45,55.6,12,20,60.0,4,4,100.0,3,12,15,18,5,10,5,7,15,True,False,False,False,False
295,TOR,57,21,53,39.6,4,24,16.7,11,13,84.6,9,13,22,11,5,5,1,11,-3,True,True,False,False,False
296,UTA,56,23,41,56.1,7,17,41.2,3,3,100.0,3,19,22,13,11,3,2,3,12,True,True,True,True,True
297,WAS,60,23,43,53.5,6,13,46.2,8,10,80.0,3,16,19,11,8,5,2,10,2,True,True,True,False,False
298,DAL,49,18,47,38.3,5,19,26.3,8,13,61.5,6,20,26,9,8,6,4,16,-11,False,False,False,False,False
299,LAC,60,17,46,37.0,8,18,44.4,18,19,94.7,4,23,27,13,8,6,2,11,11,True,False,False,False,False
300,ATL,41,15,46,32.6,1,12,8.3,10,13,76.9,10,15,25,11,11,4,2,15,-19,True,True,True,False,False
301,BOS,58,22,46,47.8,7,21,33.3,7,10,70.0,5,17,22,16,3,7,5,6,14,True,True,True,True,True
302,CHI,59,23,47,48.9,3,14,21.4,10,13,76.9,7,18,25,12,4,6,0,9,7,True,True,True,False,False
303,DEN,43,18,44,40.9,4,12,33.3,3,5,60.0,5,16,21,11,10,6,2,12,-17,False,False,False,False,False
304,DET,57,17,35,48.6,4,13,30.8,19,23,82.6,2,27,29,7,11,3,2,8,7,True,True,True,True,True
305,GSW,43,15,41,36.6,3,12,25.0,10,12,83.3,3,15,18,9,2,1,0,10,-22,False,False,False,False,False
306,HOU,60,21,42,50.0,4,11,36.4,14,17,82.4,6,19,25,12,9,7,4,7,17,True,True,True,True,True
307,IND,54,22,45,48.9,4,11,36.4,6,9,66.7,2,18,20,11,4,5,3,11,6,True,True,True,True,True
308,LAC,60,21,42,50.0,2,6,33.3,16,19,84.2,5,19,24,15,8,5,1,11,19,False,False,False,False,False
309,LAL,48,18,40,45.0,6,14,42.9,6,11,54.5,4,14,18,8,5,4,4,4,0,True,True,True,True,False
310,MEM,44,16,42,38.1,5,16,31.3,7,8,87.5,3,21,24,11,11,2,3,8,-14,False,False,False,False,False
311,MIA,69,23,41,56.1,8,15,53.3,15,19,78.9,5,21,26,15,9,0,2,10,19,True,True,False,False,False
312,MIN,52,17,38,44.7,8,20,40.0,10,16,62.5,6,18,24,14,12,1,1,12,-7,False,False,False,False,False
313,NOP,51,17,44,38.6,4,16,25.0,13,14,92.9,5,18,23,10,10,4,1,11,-9,False,False,False,False,False
314,NYK,48,20,42,47.6,6,13,46.2,2,2,100.0,4,16,20,13,6,2,4,7,0,False,False,False,False,False
315,OKC,60,26,41,63.4,5,11,45.5,3,4,75.0,0,20,20,15,7,4,3,5,9,True,True,True,False,False
316,ORL,51,21,53,39.6,6,20,30.0,3,3,100.0,10,15,25,12,5,6,1,9,-9,False,False,False,False,False
317,PHI,50,18,44,40.9,9,23,39.1,5,7,71.4,7,20,27,13,9,4,2,11,0,False,False,False,False,False
318,PHX,48,18,44,40.9,0,7,0.0,12,14,85.7,6,20,26,8,7,3,1,11,-6,False,False,False,False,False
319,SAC,50,20,51,39.2,5,16,31.3,5,9,55.6,6,17,23,12,5,8,1,14,-7,False,False,False,False,False
320,SAS,60,22,44,50.0,7,15,46.7,9,12,75.0,4,19,23,9,7,4,2,11,9,True,True,False,False,False
321,TOR,50,20,45,44.4,5,17,29.4,5,9,55.6,4,19,23,14,6,4,1,9,0,True,True,True,True,True
322,UTA,65,25,48,52.1,7,20,35.0,8,13,61.5,9,23,32,15,2,2,2,8,22,True,True,True,True,True
323,WAS,50,20,49,40.8,4,22,18.2,6,8,75.0,4,14,18,12,6,6,4,14,-19,False,False,False,False,False
324,BKN,70,24,46,52.2,10,21,47.6,12,15,80.0,4,16,20,19,7,7,3,8,-5,False,False,False,False,False
325,CLE,61,25,52,48.1,6,16,37.5,5,6,83.3,4,11,15,11,3,5,1,7,-7,False,False,False,False,False
326,DAL,78,28,52,53.8,13,29,44.8,9,14,64.3,9,15,24,16,4,3,3,8,15,True,True,True,True,False
327,LAL,75,28,51,54.9,11,18,61.1,8,12,66.7,7,18,25,17,8,5,2,10,5,True,True,True,True,True
328,POR,63,24,43,55.8,10,18,55.6,5,6,83.3,3,15,18,13,9,2,1,11,-15,False,False,False,False,False
329,WAS,68,27,48,56.3,10,20,50.0,4,5,80.0,5,18,23,16,6,2,0,7,7,True,True,True,True,True
330,ATL,58,22,45,48.9,6,14,42.9,8,9,88.9,4,16,20,13,5,1,4,9,-8,False,False,False,False,False
331,BOS,53,21,49,42.9,8,22,36.4,3,5,60.0,6,15,21,12,3,6,3,8,-4,True,True,True,True,True
332,CHA,55,18,49,36.7,9,22,40.9,10,12,83.3,6,18,24,13,7,5,2,13,5,False,False,False,False,False
333,CHI,44,16,41,39.0,4,20,20.0,8,10,80.0,6,16,22,12,11,2,3,12,-10,False,False,False,False,False
334,DEN,63,24,59,40.7,6,19,31.6,9,9,100.0,15,16,31,14,5,7,4,9,7,True,True,True,False,False
335,DET,61,21,47,44.7,6,15,40.0,13,15,86.7,7,15,22,12,6,5,1,13,-5,False,False,False,False,False
336,GSW,51,19,40,47.5,8,16,50.0,5,8,62.5,3,16,19,15,13,3,3,7,-16,False,False,False,False,False
337,HOU,63,22,50,44.0,6,18,33.3,13,16,81.3,3,16,19,14,5,6,4,8,3,True,True,True,False,False
338,IND,67,26,46,56.5,8,13,61.5,7,7,100.0,4,17,21,19,6,11,1,10,16,True,True,True,True,True
339,LAC,63,23,49,46.9,6,15,40.0,11,14,78.6,6,20,26,19,6,3,1,9,-2,True,True,False,False,False
340,MEM,66,23,41,56.1,6,11,54.5,14,17,82.4,4,19,23,16,7,4,4,10,5,True,True,True,True,True
341,MIA,65,23,50,46.0,8,22,36.4,11,14,78.6,4,19,23,15,4,4,2,9,2,False,False,False,False,False
342,MIL,50,19,40,47.5,4,14,28.6,8,12,66.7,4,20,24,11,10,3,6,10,-5,True,True,True,True,True
343,MIN,60,23,55,41.8,6,19,31.6,8,10,80.0,10,26,36,15,10,3,4,14,-3,False,False,False,False,False
344,NOP,56,20,42,47.6,7,15,46.7,9,15,60.0,6,16,22,14,8,4,4,6,-7,False,False,False,False,False
345,NYK,53,22,49,44.9,8,22,36.4,1,2,50.0,10,17,27,14,6,1,3,6,-3,False,False,False,False,False
346,OKC,66,25,47,53.2,5,13,38.5,11,13,84.6,4,19,23,15,6,3,5,9,8,True,True,True,True,True
347,ORL,57,22,47,46.8,7,14,50.0,6,8,75.0,8,22,30,12,8,3,0,6,4,False,False,False,False,False
348,PHX,56,22,43,51.2,5,14,35.7,7,9,77.8,4,16,20,14,7,4,3,12,12,True,True,False,False,False
349,SAC,54,21,44,47.7,5,15,33.3,7,8,87.5,4,17,21,16,6,4,4,13,10,True,True,True,True,True
350,SAS,44,16,38,42.1,3,11,27.3,9,11,81.8,4,14,18,9,8,4,4,11,-12,False,False,False,False,False
351,TOR,56,22,45,48.9,7,17,41.2,5,6,83.3,5,14,19,11,2,3,5,5,3,True,True,True,False,False
352,BKN,50,18,47,38.3,9,24,37.5,5,6,83.3,5,20,25,8,5,1,4,8,-10,True,True,True,True,False
353,CHI,59,22,47,46.8,7,19,36.8,8,9,88.9,4,14,18,12,4,6,0,9,2,True,True,True,True,True
354,CLE,57,22,45,48.9,7,14,50.0,6,7,85.7,7,18,25,14,9,2,1,9,-2,False,False,False,False,False
355,DAL,58,23,53,43.4,9,19,47.4,3,5,60.0,7,16,23,10,3,5,3,13,3,False,False,False,False,False
356,DET,60,23,49,46.9,8,17,47.1,6,9,66.7,6,23,29,12,3,2,2,8,10,False,False,False,False,False
357,LAL,50,18,35,51.4,2,14,14.3,12,18,66.7,2,16,18,10,12,5,0,12,-9,False,False,False,False,False
358,MIN,48,20,47,42.6,4,19,21.1,4,10,40.0,5,19,24,15,9,5,2,10,-4,False,False,False,False,False
359,OKC,52,18,42,42.9,6,14,42.9,10,10,100.0,2,20,22,12,8,5,7,8,4,True,True,True,True,False
360,PHI,59,21,42,50.0,9,25,36.0,8,11,72.7,5,15,20,12,11,7,0,13,9,True,True,True,True,True
361,UTA,55,18,43,41.9,6,20,30.0,13,15,86.7,6,21,27,9,7,2,3,10,-3,True,True,False,False,False
362,ATL,78,29,50,58.0,7,16,43.8,13,17,76.5,6,16,22,18,5,5,1,17,6,True,True,True,True,True
363,BKN,52,20,45,44.4,8,23,34.8,4,5,80.0,4,15,19,13,8,4,1,8,-3,False,False,False,False,False
364,BOS,42,16,43,37.2,3,17,17.6,7,7,100.0,4,15,19,10,11,3,4,13,-20,False,False,False,False,False
365,DEN,57,23,49,46.9,5,16,31.3,6,7,85.7,7,14,21,13,8,5,1,14,-2,True,True,True,False,False
366,HOU,59,19,45,42.2,6,20,30.0,15,19,78.9,11,13,24,10,7,4,6,9,2,False,False,False,False,False
367,IND,56,23,46,50.0,4,15,26.7,6,6,100.0,2,13,15,12,6,3,1,9,-10,False,False,False,False,False
368,LAC,54,18,42,42.9,7,19,36.8,11,12,91.7,8,20,28,9,10,0,2,12,2,True,True,True,True,True
369,MEM,56,24,45,53.3,4,12,33.3,4,4,100.0,3,22,25,16,13,6,4,10,11,True,True,False,False,False
370,NOP,62,22,48,45.8,10,21,47.6,8,13,61.5,10,21,31,17,10,4,2,10,20,True,True,True,True,True
371,NYK,55,23,41,56.1,4,8,50.0,5,10,50.0,4,18,22,7,10,3,3,9,3,True,True,True,True,True
372,ORL,52,20,44,45.5,3,11,27.3,9,15,60.0,4,13,17,16,4,6,2,10,-2,False,False,False,False,False
373,PHX,45,16,46,34.8,5,11,45.5,8,11,72.7,4,13,17,11,10,7,2,9,-11,False,False,False,False,False
374,POR,66,25,47,53.2,6,13,46.2,10,12,83.3,7,17,24,14,9,1,2,10,10,True,True,True,True,False
375,SAS,51,16,40,40.0,6,19,31.6,13,13,100.0,1,17,18,13,8,4,1,8,-12,False,False,False,False,False
376,TOR,63,23,47,48.9,11,27,40.7,6,8,75.0,6,20,26,21,7,4,1,12,12,True,True,False,False,False
377,WAS,72,22,43,51.2,4,13,30.8,24,26,92.3,5,16,21,8,7,2,4,14,-6,False,False,False,False,False
378,CHI,50,20,48,41.7,5,18,27.8,5,7,71.4,7,18,25,14,5,6,0,7,2,True,False,False,False,False
379,CLE,53,21,48,43.8,6,15,40.0,5,6,83.3,7,19,26,10,11,5,3,10,8,True,True,True,True,True
380,DAL,59,22,49,44.9,10,23,43.5,5,7,71.4,6,25,31,10,7,0,3,9,12,True,True,True,True,False
381,DET,45,19,49,38.8,5,18,27.8,2,3,66.7,6,14,20,10,11,6,3,10,-8,False,False,False,False,False
382,HOU,59,20,43,46.5,7,19,36.8,12,19,63.2,3,20,23,5,9,6,1,13,13,True,True,True,True,False
383,MIA,54,21,41,51.2,7,14,50.0,5,5,100.0,1,18,19,17,4,1,5,6,6,True,True,True,True,True
384,MIN,68,24,42,57.1,14,23,60.9,6,10,60.0,3,15,18,20,6,4,4,8,18,False,False,False,False,False
385,OKC,47,15,47,31.9,6,16,37.5,11,11,100.0,5,19,24,10,6,2,0,9,-12,False,False,False,False,False
386,ORL,48,18,45,40.0,6,19,31.6,6,7,85.7,5,17,22,15,4,3,4,6,-6,False,False,False,False,False
387,SAC,50,18,38,47.4,7,16,43.8,7,8,87.5,4,13,17,14,8,1,2,10,-18,True,True,False,False,False
388,SAS,48,18,41,43.9,6,17,35.3,6,8,75.0,5,22,27,13,8,1,4,6,-2,False,False,False,False,False
389,UTA,46,18,42,42.9,3,22,13.6,7,11,63.6,1,18,19,8,10,3,1,13,-13,False,False,False,False,False
390,ATL,56,20,44,45.5,6,24,25.0,10,11,90.9,4,19,23,13,9,1,1,12,-12,False,False,False,False,False
391,BOS,53,20,44,45.5,6,17,35.3,7,10,70.0,5,17,22,13,7,4,3,9,5,True,True,True,True,False
392,CHA,47,18,48,37.5,3,15,20.0,8,12,66.7,10,16,26,9,7,3,0,5,-3,True,True,False,False,False
393,CLE,65,22,50,44.0,6,18,33.3,15,16,93.8,10,13,23,14,6,4,1,11,-9,False,False,False,False,False
394,DAL,55,19,41,46.3,4,18,22.2,13,14,92.9,6,15,21,8,10,4,0,9,-5,False,False,False,False,False
395,DEN,50,17,45,37.8,9,24,37.5,7,7,100.0,6,13,19,10,10,5,1,9,-13,False,False,False,False,False
396,GSW,54,21,44,47.7,7,14,50.0,5,7,71.4,4,16,20,16,8,2,1,10,-5,False,False,False,False,False
397,MEM,63,28,45,62.2,4,8,50.0,3,6,50.0,4,20,24,20,8,8,6,8,13,True,True,True,True,False
398,MIA,48,16,45,35.6,4,16,25.0,12,12,100.0,5,18,23,7,8,5,0,11,-5,False,False,False,False,False
399,MIL,88,30,49,61.2,14,24,58.3,14,14,100.0,7,23,30,16,10,1,3,15,25,True,True,True,True,True
400,NOP,74,27,47,57.4,9,19,47.4,11,14,78.6,4,16,20,16,10,4,5,11,9,True,True,True,True,True
401,NYK,50,22,43,51.2,3,13,23.1,3,4,75.0,4,18,22,9,7,3,3,11,3,False,False,False,False,False
402,PHI,59,23,42,54.8,6,18,33.3,7,9,77.8,1,17,18,13,7,2,3,7,5,True,True,True,True,True
403,PHX,60,24,42,57.1,2,10,20.0,10,12,83.3,3,14,17,17,7,6,1,11,5,True,True,True,True,True
404,TOR,68,25,49,51.0,8,23,34.8,10,13,76.9,4,20,24,14,2,5,6,12,12,True,True,True,True,True
405,WAS,63,19,47,40.4,7,15,46.7,18,20,90.0,4,9,13,13,5,3,2,13,-25,False,False,False,False,False
406,BKN,70,24,42,57.1,8,19,42.1,14,16,87.5,2,14,16,15,5,4,3,12,2,True,True,True,True,False
407,CHI,51,23,40,57.5,2,11,18.2,3,4,75.0,2,13,15,14,8,4,2,5,-4,False,False,False,False,False
408,DET,68,24,47,51.1,4,12,33.3,16,17,94.1,6,17,23,15,7,3,1,10,-2,False,False,False,False,False
409,HOU,60,24,50,48.0,11,27,40.7,1,3,33.3,4,16,20,13,8,2,3,14,-11,False,False,False,False,False
410,IND,55,23,47,48.9,3,15,20.0,6,7,85.7,10,14,24,13,8,4,1,4,4,True,True,True,True,False
411,MEM,59,23,44,52.3,6,16,37.5,7,8,87.5,2,20,22,13,7,2,2,7,7,True,True,True,True,True
412,NYK,52,22,50,44.0,5,14,35.7,3,7,42.9,5,16,21,14,7,5,5,7,-7,False,False,False,False,False
413,OKC,59,20,42,47.6,8,20,40.0,11,13,84.6,5,17,22,15,6,4,2,8,12,True,True,True,True,True
414,POR,71,25,45,55.6,7,18,38.9,14,18,77.8,3,19,22,13,8,4,5,6,11,True,True,True,True,True
415,SAC,47,20,45,44.4,4,17,23.5,3,5,60.0,5,13,18,10,6,2,1,13,-12,False,False,False,False,False
416,SAS,70,27,42,64.3,4,12,33.3,12,13,92.3,0,18,18,15,4,3,1,14,8,True,True,True,False,False
417,UTA,62,17,40,42.5,10,21,47.6,18,26,69.2,6,14,20,7,7,2,0,9,-8,False,False,False,False,False
418,ATL,74,25,48,52.1,7,18,38.9,17,18,94.4,5,19,24,16,7,2,2,14,7,True,True,True,True,False
419,BOS,60,21,47,44.7,4,14,28.6,14,16,87.5,10,18,28,13,10,6,1,13,10,True,True,True,True,True
420,CHA,60,26,51,51.0,3,10,30.0,5,7,71.4,8,15,23,20,5,5,2,13,5,False,False,False,False,False
421,CLE,52,20,45,44.4,5,20,25.0,7,7,100.0,7,24,31,12,13,2,1,9,-4,False,False,False,False,False
422,DEN,43,20,43,46.5,2,10,20.0,1,2,50.0,5,17,22,13,9,6,4,7,-5,True,True,True,False,False
423,GSW,50,16,39,41.0,7,22,31.8,11,13,84.6,2,13,15,8,10,4,2,12,-10,False,False,False,False,False
424,LAC,47,19,53,35.8,5,12,41.7,4,4,100.0,7,15,22,14,5,2,0,9,-17,False,False,False,False,False
425,PHI,67,23,42,54.8,5,11,45.5,16,24,66.7,4,16,20,12,6,6,1,10,-7,False,False,False,False,False
426,SAC,64,22,44,50.0,15,25,60.0,5,8,62.5,6,19,25,15,5,3,6,6,17,True,True,True,True,True
427,TOR,56,21,45,46.7,4,14,28.6,10,14,71.4,2,13,15,12,3,8,2,8,4,True,True,True,False,False
428,UTA,48,17,36,47.2,9,19,47.4,5,8,62.5,3,14,17,13,11,4,4,6,5,False,False,False,False,False
429,WAS,55,17,48,35.4,5,20,25.0,16,17,94.1,13,17,30,9,8,1,3,11,-5,True,True,True,True,True
430,BKN,73,29,43,67.4,8,15,53.3,7,9,77.8,3,18,21,18,9,4,4,9,16,True,True,True,True,True
431,CHI,57,21,47,44.7,8,22,36.4,7,8,87.5,8,10,18,16,7,3,2,9,-16,False,False,False,False,False
432,DAL,60,20,45,44.4,7,19,36.8,13,17,76.5,5,21,26,12,7,2,6,9,-5,False,False,False,False,False
433,DEN,60,23,51,45.1,11,24,45.8,3,3,100.0,2,25,27,18,7,1,6,9,-7,True,True,True,True,True
434,DET,47,13,37,35.1,9,23,39.1,12,13,92.3,5,14,19,10,10,4,5,3,-13,False,False,False,False,False
435,HOU,65,22,51,43.1,12,23,52.2,9,11,81.8,4,17,21,11,4,5,2,12,5,True,True,True,False,False
436,LAL,62,25,44,56.8,3,9,33.3,9,12,75.0,8,23,31,16,13,2,6,11,2,False,False,False,False,False
437,MEM,59,24,50,48.0,4,18,22.2,7,11,63.6,6,9,15,8,7,6,2,9,-7,False,False,False,False,False
438,MIL,67,25,55,45.5,9,25,36.0,8,12,66.7,5,20,25,17,4,5,2,7,7,False,False,False,False,False
439,NOP,66,26,45,57.8,6,15,40.0,8,10,80.0,8,19,27,16,13,5,1,9,7,True,True,True,True,True
440,OKC,53,21,51,41.2,4,18,22.2,7,9,77.8,10,14,24,14,6,7,3,12,1,True,True,False,False,False
441,PHX,52,18,36,50.0,3,8,37.5,13,14,92.9,3,15,18,9,8,3,2,10,-1,False,False,False,False,False
442,POR,60,23,47,48.9,5,17,29.4,9,12,75.0,2,13,15,12,4,8,3,12,-2,True,True,True,True,False
443,TOR,60,26,47,55.3,7,16,43.8,1,3,33.3,5,17,22,15,7,4,4,9,13,True,True,True,True,True
444,ATL,49,20,50,40.0,6,19,31.6,3,6,50.0,4,21,25,11,3,2,2,6,-13,False,False,False,False,False
445,BKN,61,24,47,51.1,12,24,50.0,1,2,50.0,2,21,23,15,8,2,3,8,2,False,False,False,False,False
446,BOS,59,17,39,43.6,5,18,27.8,20,25,80.0,3,15,18,7,3,5,0,9,8,True,True,True,True,True
447,CHA,63,25,44,56.8,6,15,40.0,7,8,87.5,3,16,19,21,4,3,6,4,13,False,False,False,False,False
448,CLE,59,23,50,46.0,9,19,47.4,4,4,100.0,6,20,26,15,8,6,2,8,-2,False,False,False,False,False
449,DAL,62,23,52,44.2,9,20,45.0,7,8,87.5,8,24,32,11,3,0,6,4,13,True,True,True,True,True
450,GSW,61,24,50,48.0,7,17,41.2,6,7,85.7,7,18,25,19,6,5,4,6,2,True,True,True,True,True
451,IND,39,15,39,38.5,0,8,0.0,9,16,56.3,4,15,19,9,7,3,1,12,-11,False,False,False,False,False
452,LAC,62,21,43,48.8,4,14,28.6,16,18,88.9,3,21,24,7,8,4,3,15,7,True,True,True,True,True
453,LAL,81,29,48,60.4,14,24,58.3,9,11,81.8,6,14,20,26,5,7,2,9,17,True,True,True,True,True
454,MIA,57,20,38,52.6,8,15,53.3,9,11,81.8,6,16,22,13,8,4,5,6,8,True,True,True,True,True
455,MIN,55,18,42,42.9,3,16,18.8,16,21,76.2,3,17,20,13,7,5,2,14,-7,False,False,False,False,False
456,NYK,50,17,40,42.5,5,14,35.7,11,14,78.6,7,22,29,11,8,3,0,13,11,True,True,True,False,False
457,ORL,49,20,44,45.5,6,18,33.3,3,4,75.0,6,12,18,12,8,5,2,10,-8,False,False,False,False,False
458,PHI,51,18,45,40.0,3,14,21.4,12,13,92.3,7,19,26,8,8,2,1,12,-8,False,False,False,False,False
459,POR,63,25,46,54.3,5,11,45.5,8,8,100.0,5,22,27,10,5,2,4,9,10,True,True,True,True,True
