,Team,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,Team1,Team2,win_target,3_win_target,5_win_target,7_win_target,10_win_target
697,TOR,88,34,85,40.0,11,30,36.7,9,15,60.0,5,33,38,25,15,9,8,24,TOR,LAC,False,False,False,False,False
698,MIL,121,47,83,56.6,11,28,39.3,16,18,88.9,5,43,48,27,22,9,4,21,MIL,OKC,True,False,False,False,False
699,ATL,113,42,104,40.4,11,41,26.8,18,25,72.0,11,37,48,21,16,11,8,26,ATL,POR,False,False,False,False,False
700,DEN,100,39,101,38.6,11,28,39.3,11,17,64.7,14,43,57,26,20,6,4,30,DEN,MIN,True,False,False,False,False
701,MEM,86,32,86,37.2,11,29,37.9,11,13,84.6,4,32,36,23,18,3,5,22,MEM,ORL,False,False,False,False,False
702,POR,115,40,97,41.2,11,30,36.7,24,25,96.0,13,35,48,11,11,3,9,24,POR,BKN,False,False,False,False,False
703,POR,101,39,104,37.5,11,39,28.2,12,16,75.0,17,34,51,18,14,7,4,27,POR,LAC,False,False,False,False,False
704,PHX,108,37,84,44.0,11,32,34.4,23,31,74.2,10,30,40,22,15,4,3,21,PHX,MIA,False,False,False,False,False
705,NYK,102,39,80,48.8,11,25,44.0,13,21,61.9,5,25,30,24,14,9,4,20,NYK,DET,False,False,False,False,False
706,DAL,107,36,84,42.9,11,31,35.5,24,30,80.0,12,31,43,20,17,4,1,23,DAL,ORL,True,False,False,False,False
707,LAL,118,45,92,48.9,11,33,33.3,17,24,70.8,12,37,49,26,16,10,10,18,LAL,CHI,True,True,True,False,False
708,ATL,108,43,90,47.8,11,30,36.7,11,16,68.8,9,39,48,22,18,9,5,20,ATL,SAS,True,True,True,True,False
709,PHX,114,41,77,53.2,11,28,39.3,21,27,77.8,5,35,40,24,20,6,5,24,PHX,PHI,True,True,False,False,False
710,NOP,104,40,94,42.6,11,32,34.4,13,22,59.1,17,39,56,25,16,7,5,25,NOP,OKC,False,False,False,False,False
711,PHI,129,54,107,50.5,11,33,33.3,10,12,83.3,13,33,46,36,11,11,8,23,PHI,POR,True,False,False,False,False
712,BOS,104,33,74,44.6,11,34,32.4,27,29,93.1,3,41,44,21,14,7,4,16,BOS,NYK,True,False,False,False,False
713,UTA,101,35,73,47.9,11,28,39.3,20,27,74.1,6,30,36,18,17,12,5,18,UTA,SAC,False,False,False,False,False
714,CLE,95,32,87,36.8,11,32,34.4,20,25,80.0,3,42,45,20,16,9,1,21,CLE,IND,False,False,False,False,False
715,IND,118,45,96,46.9,11,26,42.3,17,20,85.0,11,30,41,25,9,9,2,24,IND,BKN,True,True,True,True,False
716,UTA,110,44,80,55.0,11,24,45.8,11,16,68.8,3,33,36,23,15,12,5,18,UTA,LAC,True,True,True,True,True
717,ATL,97,35,83,42.2,11,39,28.2,16,24,66.7,9,24,33,28,20,14,7,29,ATL,MIA,False,False,False,False,False
718,DEN,106,43,91,47.3,11,32,34.4,9,13,69.2,14,36,50,24,11,6,1,24,DEN,DAL,False,False,False,False,False
719,PHI,105,37,88,42.0,11,41,26.8,20,25,80.0,12,37,49,22,22,12,11,29,PHI,ATL,True,False,False,False,False
720,LAL,120,49,93,52.7,11,31,35.5,11,14,78.6,10,37,47,30,14,7,8,22,LAL,CHA,True,True,True,True,True
721,LAC,122,40,87,46.0,11,32,34.4,31,39,79.5,10,31,41,20,12,8,4,32,LAC,PHX,False,False,False,False,False
722,CLE,110,40,80,50.0,11,31,35.5,19,29,65.5,12,32,44,23,19,9,7,20,CLE,IND,True,True,True,True,True
723,WAS,97,39,97,40.2,11,41,26.8,8,10,80.0,8,39,47,21,15,9,6,21,WAS,OKC,True,True,True,True,True
724,POR,122,46,85,54.1,11,30,36.7,19,22,86.4,5,35,40,23,16,8,5,23,POR,SAC,True,True,True,True,False
725,ATL,117,44,86,51.2,11,31,35.5,18,21,85.7,8,34,42,27,13,9,2,15,ATL,DET,True,True,True,True,True
726,PHX,124,49,98,50.0,11,33,33.3,15,18,83.3,9,35,44,31,14,13,9,25,PHX,SAC,True,True,True,True,True
727,DAL,108,35,76,46.1,11,36,30.6,27,33,81.8,5,41,46,17,20,6,5,22,DAL,WAS,True,True,True,True,False
728,WAS,100,37,93,39.8,11,41,26.8,15,18,83.3,11,36,47,26,17,6,3,32,WAS,DAL,False,False,False,False,False
729,DET,119,41,78,52.6,11,24,45.8,26,33,78.8,10,35,45,26,18,5,6,21,DET,IND,True,True,True,True,False
730,LAC,112,42,81,51.9,11,31,35.5,17,24,70.8,11,34,45,24,14,8,5,25,LAC,LAL,True,True,True,True,False
731,MIL,112,44,94,46.8,12,37,32.4,12,18,66.7,9,51,60,19,14,3,8,18,MIL,PHI,True,True,True,True,True
732,PHX,108,42,77,54.5,12,26,46.2,12,15,80.0,7,30,37,29,16,4,5,21,PHX,DET,False,False,False,False,False
733,DET,116,46,95,48.4,12,28,42.9,12,16,75.0,14,28,42,31,9,9,2,15,DET,PHX,True,True,True,True,False
734,TOR,119,43,86,50.0,12,32,37.5,21,24,87.5,7,30,37,27,10,12,0,17,TOR,IND,True,False,False,False,False
735,MEM,121,47,89,52.8,12,25,48.0,15,20,75.0,10,42,52,27,11,6,4,24,MEM,DAL,True,True,True,True,True
736,LAL,129,50,85,58.8,12,28,42.9,17,25,68.0,12,46,58,28,14,5,4,15,LAL,SAS,True,True,True,True,True
737,SAS,105,40,95,42.1,12,37,32.4,13,16,81.3,6,40,46,21,8,5,9,20,SAS,LAC,False,False,False,False,False
738,ATL,115,42,84,50.0,12,30,40.0,19,21,90.5,6,26,32,22,17,9,6,19,ATL,BOS,False,False,False,False,False
739,BOS,123,48,90,53.3,12,29,41.4,15,17,88.2,11,33,44,21,15,10,5,22,BOS,ATL,True,True,True,True,False
740,LAC,118,45,98,45.9,12,34,35.3,16,18,88.9,12,38,50,20,13,8,7,30,LAC,MIN,True,True,True,True,True
741,CHI,118,42,86,48.8,12,34,35.3,22,26,84.6,11,27,38,27,14,7,3,21,CHI,BKN,False,False,False,False,False
742,MIL,115,43,95,45.3,12,40,30.0,17,26,65.4,7,39,46,29,13,7,5,14,MIL,DEN,False,False,False,False,False
743,GSW,104,33,77,42.9,12,39,30.8,26,30,86.7,3,27,30,24,17,11,6,19,GSW,BOS,False,False,False,False,False
744,TOR,115,41,84,48.8,12,32,37.5,21,28,75.0,9,28,37,23,14,13,3,20,TOR,CLE,True,True,True,False,False
745,ATL,114,41,92,44.6,12,47,25.5,20,25,80.0,10,34,44,28,18,10,2,23,ATL,TOR,False,False,False,False,False
746,PHX,133,51,86,59.3,12,28,42.9,19,21,90.5,8,31,39,34,13,10,4,25,PHX,DAL,True,True,True,True,True
747,DET,100,38,84,45.2,12,35,34.3,12,17,70.6,9,28,37,18,18,8,7,20,DET,CLE,False,False,False,False,False
748,UTA,117,43,85,50.6,12,42,28.6,19,26,73.1,2,36,38,24,18,7,3,33,UTA,HOU,False,False,False,False,False
749,OKC,97,34,86,39.5,12,30,40.0,17,19,89.5,6,42,48,23,10,2,4,11,OKC,DAL,False,False,False,False,False
750,CHI,118,44,85,51.8,12,33,36.4,18,24,75.0,7,29,36,24,11,15,2,16,CHI,CLE,True,True,True,True,True
751,MIN,104,40,90,44.4,12,43,27.9,12,18,66.7,7,34,41,33,13,9,4,21,MIN,OKC,False,False,False,False,False
752,NOP,106,38,82,46.3,12,27,44.4,18,30,60.0,12,33,45,24,17,8,7,17,NOP,DEN,False,False,False,False,False
753,ORL,98,36,90,40.0,12,37,32.4,14,19,73.7,13,33,46,18,14,5,1,14,ORL,BOS,False,False,False,False,False
754,DET,127,39,73,53.4,12,29,41.4,37,44,84.1,3,45,48,19,17,9,4,19,DET,SAC,True,True,True,True,True
755,DAL,107,39,91,42.9,12,43,27.9,17,24,70.8,12,37,49,23,13,7,8,28,DAL,LAC,False,False,False,False,False
756,LAC,110,36,97,37.1,12,38,31.6,26,33,78.8,20,37,57,19,11,9,3,21,LAC,DAL,True,False,False,False,False
757,UTA,118,47,87,54.0,12,31,38.7,12,12,100.0,11,42,53,22,21,5,4,11,UTA,IND,True,True,True,True,True
758,OKC,112,40,92,43.5,12,32,37.5,20,26,76.9,7,40,47,14,13,8,6,18,OKC,HOU,True,True,False,False,False
759,ATL,117,41,83,49.4,12,33,36.4,23,33,69.7,9,41,50,26,24,9,8,34,ATL,TOR,False,False,False,False,False
760,SAS,107,36,85,42.4,12,33,36.4,23,24,95.8,9,34,43,27,11,5,4,18,SAS,MIA,True,True,False,False,False
761,POR,106,39,91,42.9,12,32,37.5,16,21,76.2,12,28,40,11,12,7,7,28,POR,OKC,False,False,False,False,False
762,HOU,115,40,90,44.4,12,37,32.4,23,29,79.3,11,35,46,20,20,8,4,26,HOU,LAL,False,False,False,False,False
763,GSW,109,43,94,45.7,12,40,30.0,11,11,100.0,7,37,44,25,11,9,2,13,GSW,ORL,True,True,True,True,True
764,PHX,121,47,92,51.1,12,30,40.0,15,18,83.3,14,39,53,31,19,11,4,22,PHX,NYK,True,True,True,True,True
765,CHA,86,33,81,40.7,12,35,34.3,8,14,57.1,9,33,42,28,15,4,6,24,CHA,DEN,False,False,False,False,False
766,SAC,123,50,96,52.1,12,33,36.4,11,20,55.0,11,31,42,28,8,5,0,22,SAC,DAL,False,False,False,False,False
767,DET,116,47,78,60.3,12,32,37.5,10,19,52.6,3,31,34,30,13,8,4,19,DET,BOS,True,True,True,True,True
768,BKN,106,38,87,43.7,12,25,48.0,18,30,60.0,11,33,44,20,15,9,1,22,BKN,PHI,False,False,False,False,False
769,MIN,104,38,91,41.8,12,35,34.3,16,21,76.2,9,28,37,23,10,10,6,21,MIN,OKC,False,False,False,False,False
770,SAC,112,45,87,51.7,12,31,38.7,10,11,90.9,4,40,44,25,12,6,4,21,SAC,ORL,False,False,False,False,False
771,OKC,117,41,82,50.0,12,30,40.0,23,26,88.5,7,44,51,25,15,4,6,16,OKC,MIN,True,True,True,True,True
772,ATL,86,32,97,33.0,12,48,25.0,10,11,90.9,4,29,33,23,12,16,4,23,ATL,BKN,False,False,False,False,False
773,CLE,111,44,89,49.4,12,37,32.4,11,13,84.6,12,43,55,22,15,5,1,19,CLE,DEN,True,True,True,True,False
774,DAL,106,39,77,50.6,12,35,34.3,16,24,66.7,6,32,38,27,13,8,6,18,DAL,DEN,False,False,False,False,False
775,OKC,113,40,89,44.9,12,29,41.4,21,31,67.7,14,33,47,17,13,3,3,22,OKC,PHI,False,False,False,False,False
776,NOP,126,45,94,47.9,12,31,38.7,24,30,80.0,13,35,48,23,6,4,5,20,NOP,UTA,False,False,False,False,False
777,NYK,132,48,84,57.1,12,23,52.2,24,37,64.9,8,29,37,22,16,11,4,26,NYK,LAC,False,False,False,False,False
778,SAC,115,38,85,44.7,12,21,57.1,27,36,75.0,14,37,51,20,21,9,3,24,SAC,NOP,False,False,False,False,False
779,HOU,118,41,86,47.7,12,32,37.5,24,32,75.0,8,38,46,22,14,6,3,24,HOU,PHI,True,True,True,True,False
780,IND,116,43,82,52.4,12,26,46.2,18,25,72.0,9,25,34,32,9,7,3,21,IND,DEN,False,False,False,False,False
781,MIA,84,33,81,40.7,12,37,32.4,6,11,54.5,9,41,50,23,16,6,4,13,MIA,TOR,True,True,True,True,False
782,BKN,111,42,91,46.2,12,37,32.4,15,17,88.2,12,32,44,29,12,5,1,21,BKN,DAL,False,False,False,False,False
783,ORL,122,45,95,47.4,12,32,37.5,20,27,74.1,11,41,52,25,9,11,6,21,ORL,WAS,True,True,True,True,True
784,GSW,113,44,96,45.8,12,27,44.4,13,18,72.2,9,35,44,31,9,5,6,14,GSW,SAS,False,False,False,False,False
785,CHA,92,34,86,39.5,12,34,35.3,12,16,75.0,8,33,41,25,17,7,4,16,CHA,BOS,False,False,False,False,False
786,LAC,105,36,88,40.9,12,36,33.3,21,22,95.5,14,37,51,21,12,9,2,17,LAC,SAC,True,True,True,True,True
787,SAC,110,41,84,48.8,12,31,38.7,16,24,66.7,7,29,36,19,12,3,4,16,SAC,PHX,False,False,False,False,False
788,DET,109,40,90,44.4,12,36,33.3,17,30,56.7,10,30,40,20,11,9,5,15,DET,SAS,False,False,False,False,False
789,LAC,107,35,95,36.8,12,40,30.0,25,27,92.6,16,30,46,22,8,9,4,18,LAC,UTA,False,False,False,False,False
790,ATL,86,33,91,36.3,12,41,29.3,8,14,57.1,8,38,46,20,18,10,8,18,ATL,MIL,False,False,False,False,False
791,LAL,106,39,96,40.6,12,45,26.7,16,21,76.2,12,30,42,24,13,11,10,23,LAL,LAC,False,False,False,False,False
792,DEN,100,37,92,40.2,12,37,32.4,14,18,77.8,13,27,40,24,12,10,4,15,DEN,NOP,False,False,False,False,False
793,GSW,113,38,87,43.7,12,30,40.0,25,30,83.3,13,42,55,27,20,11,6,27,GSW,MIN,True,True,True,True,False
794,PHI,125,52,95,54.7,12,30,40.0,9,11,81.8,17,31,48,33,12,8,8,21,PHI,DET,True,True,True,True,True
795,UTA,104,39,90,43.3,12,36,33.3,14,18,77.8,10,35,45,17,12,10,6,21,UTA,MIA,False,False,False,False,False
796,IND,89,37,100,37.0,12,40,30.0,3,5,60.0,10,38,48,27,13,7,5,15,IND,MIL,False,False,False,False,False
797,CHA,107,39,85,45.9,12,29,41.4,17,22,77.3,11,25,36,20,14,13,4,25,CHA,UTA,False,False,False,False,False
798,LAC,134,54,99,54.5,12,36,33.3,14,19,73.7,13,30,43,32,12,11,2,19,LAC,SAS,True,True,True,True,True
799,TOR,122,38,78,48.7,12,30,40.0,34,44,77.3,6,36,42,26,17,6,3,25,TOR,WAS,True,True,False,False,False
800,LAL,104,37,80,46.3,12,35,34.3,18,23,78.3,7,31,38,24,19,4,6,24,LAL,MIL,False,False,False,False,False
801,PHI,104,38,90,42.2,12,39,30.8,16,18,88.9,15,26,41,24,13,9,5,17,PHI,MIA,False,False,False,False,False
802,MIA,108,40,85,47.1,12,31,38.7,16,20,80.0,11,36,47,26,16,6,4,14,MIA,PHI,True,True,False,False,False
803,BOS,109,35,86,40.7,12,38,31.6,27,30,90.0,14,40,54,13,16,3,4,21,BOS,DAL,True,True,True,False,False
804,SAS,107,39,91,42.9,12,33,36.4,17,20,85.0,8,45,53,23,18,5,4,22,SAS,HOU,False,False,False,False,False
805,CLE,113,44,90,48.9,12,35,34.3,13,17,76.5,9,30,39,30,11,6,1,15,CLE,TOR,False,False,False,False,False
806,PHX,110,41,90,45.6,12,34,35.3,16,19,84.2,11,33,44,31,21,11,5,21,PHX,POR,False,False,False,False,False
807,ATL,96,31,86,36.0,12,42,28.6,22,25,88.0,8,34,42,18,20,8,5,27,ATL,LAL,False,False,False,False,False
808,DET,115,41,92,44.6,12,37,32.4,21,25,84.0,11,44,55,27,14,6,6,15,DET,HOU,True,True,True,True,False
809,BKN,102,39,101,38.6,12,46,26.1,12,17,70.6,13,46,59,24,20,4,7,20,BKN,TOR,False,False,False,False,False
810,LAL,113,43,87,49.4,12,37,32.4,15,23,65.2,14,36,50,26,19,5,9,23,LAL,MIA,True,False,False,False,False
811,LAL,96,37,87,42.5,12,31,38.7,10,19,52.6,12,37,49,20,14,10,4,17,LAL,ORL,True,True,True,True,False
812,LAC,112,38,86,44.2,12,40,30.0,24,27,88.9,12,38,50,29,18,8,5,21,LAC,TOR,True,True,True,True,True
813,NYK,124,43,90,47.8,12,29,41.4,26,34,76.5,12,46,58,25,19,5,7,24,NYK,GSW,True,False,False,False,False
814,PHI,97,37,89,41.6,12,36,33.3,11,16,68.8,12,37,49,24,17,9,3,15,PHI,DEN,True,True,False,False,False
815,CHI,92,35,89,39.3,12,46,26.1,10,14,71.4,9,36,45,30,17,6,4,20,CHI,TOR,False,False,False,False,False
816,IND,104,41,85,48.2,12,28,42.9,10,13,76.9,5,37,42,26,17,7,9,17,IND,NYK,True,False,False,False,False
817,WAS,103,39,91,42.9,12,39,30.8,13,14,92.9,9,30,39,29,11,6,4,20,WAS,MIA,False,False,False,False,False
818,TOR,109,38,88,43.2,12,39,30.8,21,24,87.5,12,33,45,27,18,14,5,21,TOR,HOU,False,False,False,False,False
819,WAS,120,45,89,50.6,12,35,34.3,18,23,78.3,5,33,38,22,10,9,3,23,WAS,ORL,False,False,False,False,False
820,MIA,109,37,95,38.9,12,37,32.4,23,28,82.1,16,35,51,16,9,3,2,17,MIA,BKN,True,False,False,False,False
821,UTA,103,38,95,40.0,12,35,34.3,15,19,78.9,11,41,52,18,7,8,2,15,UTA,MEM,True,True,True,True,False
822,MIL,119,45,88,51.1,12,34,35.3,17,23,73.9,11,36,47,28,13,7,4,15,MIL,CLE,True,True,True,True,False
823,LAC,97,36,92,39.1,12,33,36.4,13,13,100.0,9,39,48,23,15,6,5,17,LAC,SAS,False,False,False,False,False
824,ORL,116,45,93,48.4,12,33,36.4,14,17,82.4,6,28,34,23,11,13,6,22,ORL,CLE,True,True,True,True,True
825,NYK,98,33,88,37.5,12,41,29.3,20,24,83.3,15,30,45,19,18,6,4,17,NYK,TOR,False,False,False,False,False
826,PHX,104,41,82,50.0,12,35,34.3,10,12,83.3,7,29,36,25,12,4,2,18,PHX,DEN,False,False,False,False,False
827,MIN,98,38,91,41.8,12,42,28.6,10,17,58.8,9,48,57,26,14,2,10,23,MIN,PHX,False,False,False,False,False
828,SAS,111,40,75,53.3,12,23,52.2,19,28,67.9,9,38,47,26,22,7,3,17,SAS,NYK,True,True,True,False,False
829,CHA,115,44,80,55.0,12,28,42.9,15,22,68.2,10,33,43,26,20,5,7,17,CHA,CHI,False,False,False,False,False
830,CLE,101,37,86,43.0,12,29,41.4,15,17,88.2,8,26,34,23,10,3,3,15,CLE,DAL,False,False,False,False,False
831,BKN,116,41,81,50.6,12,34,35.3,22,31,71.0,13,35,48,22,18,9,3,18,BKN,SAC,True,True,True,True,True
832,GSW,109,43,94,45.7,12,28,42.9,11,12,91.7,6,31,37,28,9,11,3,18,GSW,UTA,False,False,False,False,False
833,HOU,95,32,76,42.1,12,38,31.6,19,25,76.0,9,34,43,19,21,9,2,22,HOU,DEN,False,False,False,False,False
834,CLE,100,37,87,42.5,12,38,31.6,14,16,87.5,10,24,34,19,19,13,2,23,CLE,MIA,False,False,False,False,False
835,BOS,104,41,104,39.4,12,45,26.7,10,14,71.4,18,35,53,26,18,11,2,22,BOS,LAC,False,False,False,False,False
836,SAS,132,49,93,52.7,12,32,37.5,22,29,75.9,12,29,41,32,12,8,8,13,SAS,WAS,False,False,False,False,False
837,PHX,116,38,89,42.7,12,36,33.3,28,34,82.4,14,25,39,24,12,11,4,20,PHX,SAC,False,False,False,False,False
838,CHI,101,39,97,40.2,12,34,35.3,11,14,78.6,13,37,50,25,15,6,6,25,CHI,MIL,False,False,False,False,False
839,BOS,99,37,89,41.6,12,41,29.3,13,17,76.5,11,41,52,22,17,12,5,21,BOS,PHX,True,True,True,True,True
840,UTA,102,35,96,36.5,12,31,38.7,20,26,76.9,12,41,53,20,14,5,5,23,UTA,MIN,False,False,False,False,False
841,MIN,105,38,84,45.2,12,38,31.6,17,23,73.9,13,33,46,23,19,7,5,20,MIN,HOU,False,False,False,False,False
842,IND,83,32,100,32.0,12,34,35.3,7,9,77.8,14,40,54,19,15,8,7,10,IND,MIL,False,False,False,False,False
843,ORL,111,36,87,41.4,12,29,41.4,27,34,79.4,14,34,48,22,10,6,5,13,ORL,SAS,True,False,False,False,False
844,MIA,108,43,79,54.4,12,30,40.0,10,11,90.9,4,37,41,31,19,10,7,21,MIA,CLE,True,True,True,True,True
845,HOU,122,44,85,51.8,12,41,29.3,22,32,68.8,7,40,47,16,19,9,6,22,HOU,NOP,True,True,True,False,False
846,SAS,109,42,90,46.7,12,30,40.0,13,17,76.5,7,35,42,29,14,4,4,17,SAS,MEM,False,False,False,False,False
847,TOR,113,43,89,48.3,12,36,33.3,15,22,68.2,7,36,43,26,15,6,8,17,TOR,LAL,True,True,True,True,False
848,POR,124,45,104,43.3,12,36,33.3,22,28,78.6,16,45,61,19,17,10,9,22,POR,ATL,True,True,True,True,True
849,CHA,110,36,88,40.9,12,35,34.3,26,34,76.5,13,29,42,27,22,10,2,27,CHA,NOP,False,False,False,False,False
850,MEM,122,50,95,52.6,12,36,33.3,10,14,71.4,10,29,39,31,16,10,6,22,MEM,DAL,False,False,False,False,False
851,IND,121,44,94,46.8,12,30,40.0,21,26,80.8,13,35,48,35,13,8,3,25,IND,WAS,True,True,True,True,True
852,MEM,137,50,88,56.8,12,23,52.2,25,30,83.3,8,41,49,34,17,4,3,22,MEM,MIN,True,True,True,True,True
853,IND,120,51,94,54.3,12,30,40.0,6,7,85.7,7,36,43,27,18,5,7,34,IND,CHA,False,False,False,False,False
854,OKC,102,37,86,43.0,12,33,36.4,16,20,80.0,7,31,38,21,9,9,5,23,OKC,ORL,True,True,True,True,False
855,BOS,119,48,85,56.5,12,30,40.0,11,15,73.3,4,41,45,24,14,5,12,23,BOS,CLE,True,True,True,False,False
856,WAS,109,37,95,38.9,12,35,34.3,23,27,85.2,8,31,39,21,17,11,4,18,WAS,MIN,False,False,False,False,False
857,ORL,91,34,91,37.4,12,37,32.4,11,17,64.7,10,30,40,21,16,8,3,16,ORL,MIL,False,False,False,False,False
858,HOU,116,41,99,41.4,12,48,25.0,22,27,81.5,9,31,40,21,12,13,4,21,HOU,BKN,False,False,False,False,False
859,ORL,95,37,88,42.0,12,32,37.5,9,12,75.0,14,38,52,24,9,5,6,17,ORL,NYK,True,True,True,True,True
860,ORL,95,34,89,38.2,12,39,30.8,15,18,83.3,8,39,47,22,16,9,6,20,ORL,TOR,False,False,False,False,False
861,LAC,111,40,83,48.2,12,33,36.4,19,21,90.5,9,35,44,23,22,11,8,24,LAC,CHA,True,True,True,True,True
862,CLE,112,45,100,45.0,12,39,30.8,10,12,83.3,10,38,48,19,12,2,3,22,CLE,MIL,False,False,False,False,False
863,SAC,94,36,91,39.6,12,37,32.4,10,16,62.5,15,33,48,25,13,6,8,21,SAC,DEN,False,False,False,False,False
864,CHA,99,37,84,44.0,12,29,41.4,13,26,50.0,9,33,42,26,20,6,5,29,CHA,MIN,False,False,False,False,False
865,MIN,121,43,91,47.3,12,38,31.6,23,31,74.2,13,39,52,30,17,11,6,21,MIN,CHA,True,True,True,True,True
866,CHI,110,40,93,43.0,12,42,28.6,18,24,75.0,9,36,45,18,14,14,7,21,CHI,MEM,True,True,True,True,False
867,CHI,119,46,93,49.5,13,29,44.8,14,23,60.9,11,29,40,25,16,11,1,16,CHI,NOP,False,False,False,False,False
868,ATL,127,43,82,52.4,13,32,40.6,28,30,93.3,7,37,44,23,21,7,4,22,ATL,MIN,True,True,True,False,False
869,BOS,116,46,86,53.5,13,23,56.5,11,16,68.8,6,35,41,23,13,10,6,19,BOS,ORL,True,True,True,True,True
870,ORL,100,32,75,42.7,13,31,41.9,23,30,76.7,9,30,39,20,17,10,6,13,ORL,BOS,False,False,False,False,False
871,SAS,102,40,91,44.0,13,27,48.1,9,15,60.0,7,21,28,21,6,6,2,16,SAS,LAL,False,False,False,False,False
872,CHA,110,39,83,47.0,13,33,39.4,19,24,79.2,12,41,53,22,17,2,2,18,CHA,HOU,False,False,False,False,False
873,PHI,106,36,83,43.4,13,38,34.2,21,25,84.0,14,30,44,24,14,3,1,21,PHI,MIA,False,False,False,False,False
874,MIN,109,37,85,43.5,13,38,34.2,22,28,78.6,14,31,45,25,16,12,6,25,MIN,SAC,False,False,False,False,False
875,POR,127,49,97,50.5,13,36,36.1,16,21,76.2,6,34,40,25,7,10,8,22,POR,LAL,True,True,True,True,False
876,LAC,103,35,92,38.0,13,31,41.9,20,25,80.0,11,28,39,26,15,6,6,20,LAC,SAC,False,False,False,False,False
877,CLE,109,42,90,46.7,13,36,36.1,12,14,85.7,15,37,52,23,23,7,3,21,CLE,TOR,False,False,False,False,False
878,POR,125,46,89,51.7,13,36,36.1,20,27,74.1,10,40,50,24,19,8,8,20,POR,HOU,True,True,True,True,True
879,MEM,127,43,86,50.0,13,28,46.4,28,33,84.8,7,37,44,25,12,7,3,22,MEM,NYK,True,True,True,True,True
880,NOP,125,47,88,53.4,13,34,38.2,18,24,75.0,7,34,41,29,18,9,11,16,NOP,CLE,True,True,True,True,True
881,TOR,130,48,97,49.5,13,43,30.2,21,27,77.8,10,42,52,26,13,10,6,26,TOR,ATL,True,True,True,True,True
882,BOS,109,39,83,47.0,13,36,36.1,18,24,75.0,11,37,48,24,14,5,8,22,BOS,MIA,True,True,True,True,False
883,IND,129,48,93,51.6,13,28,46.4,20,21,95.2,6,25,31,31,7,5,2,19,IND,POR,False,False,False,False,False
884,LAC,112,37,79,46.8,13,30,43.3,25,29,86.2,12,41,53,20,18,2,7,26,LAC,ORL,True,True,True,True,True
885,BKN,97,34,81,42.0,13,39,33.3,16,23,69.6,7,27,34,21,16,6,4,14,BKN,NYK,False,False,False,False,False
886,CLE,106,42,84,50.0,13,30,43.3,9,11,81.8,11,32,43,30,21,5,1,20,CLE,CHI,False,False,False,False,False
887,DET,111,43,104,41.3,13,35,37.1,12,18,66.7,14,38,52,20,8,5,3,25,DET,BKN,False,False,False,False,False
888,PHI,108,41,78,52.6,13,37,35.1,13,19,68.4,8,33,41,19,23,12,3,18,PHI,LAL,True,True,True,True,True
889,MIA,117,40,93,43.0,13,44,29.5,24,29,82.8,9,36,45,25,9,4,4,19,MIA,LAC,False,False,False,False,False
890,DEN,113,40,106,37.7,13,41,31.7,20,20,100.0,24,32,56,26,15,14,6,19,DEN,NOP,True,True,True,False,False
891,NYK,112,42,85,49.4,13,36,36.1,15,21,71.4,14,32,46,26,16,5,4,21,NYK,TOR,False,False,False,False,False
892,WAS,129,50,99,50.5,13,42,31.0,16,20,80.0,7,34,41,30,11,10,5,29,WAS,MIA,False,False,False,False,False
893,TOR,107,40,86,46.5,13,33,39.4,14,21,66.7,8,45,53,27,12,6,2,19,TOR,PHI,True,True,True,True,True
894,HOU,121,42,89,47.2,13,29,44.8,24,28,85.7,18,35,53,26,19,10,7,16,HOU,DEN,True,True,True,True,True
895,TOR,122,38,92,41.3,13,42,31.0,33,43,76.7,12,33,45,25,14,13,3,25,TOR,ATL,True,True,False,False,False
896,MIN,100,38,91,41.8,13,42,31.0,11,14,78.6,11,31,42,26,9,7,5,11,MIN,DEN,False,False,False,False,False
897,PHI,117,42,94,44.7,13,39,33.3,20,27,74.1,12,31,43,30,13,12,6,24,PHI,BKN,True,True,True,False,False
898,SAC,113,44,106,41.5,13,51,25.5,12,15,80.0,16,33,49,27,15,11,3,21,SAC,MIA,False,False,False,False,False
899,IND,115,43,86,50.0,13,29,44.8,16,19,84.2,11,27,38,31,15,1,4,25,IND,DEN,True,True,True,True,False
900,TOR,122,47,91,51.6,13,35,37.1,15,17,88.2,7,35,42,25,14,13,9,23,TOR,MIN,True,True,True,True,False
901,PHX,123,42,89,47.2,13,31,41.9,26,30,86.7,10,42,52,27,15,6,6,16,PHX,BOS,True,True,False,False,False
902,DAL,127,47,92,51.1,13,40,32.5,20,24,83.3,13,34,47,24,11,4,2,18,DAL,SAC,True,True,False,False,False
903,DAL,124,49,96,51.0,13,37,35.1,13,21,61.9,15,38,53,23,8,5,2,17,DAL,GSW,True,True,True,True,True
904,MEM,121,46,91,50.5,13,37,35.1,16,19,84.2,7,35,42,29,9,6,9,19,MEM,HOU,True,True,True,True,True
905,UTA,118,46,92,50.0,13,36,36.1,13,15,86.7,7,34,41,19,9,8,3,15,UTA,BKN,True,True,True,True,True
906,MIN,109,36,95,37.9,13,48,27.1,24,36,66.7,13,31,44,28,18,12,4,18,MIN,HOU,False,False,False,False,False
907,MIN,116,44,89,49.4,13,32,40.6,15,21,71.4,15,41,56,25,15,7,9,28,MIN,POR,True,True,True,True,True
