,Team,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,Team1,Team2,win_target,3_win_target,5_win_target,7_win_target,10_win_target
1117,SAC,100,38,89,42.7,14,35,40.0,10,12,83.3,10,35,45,22,12,8,7,24,SAC,BOS,True,False,False,False,False
1118,HOU,111,36,89,40.4,14,46,30.4,25,29,86.2,10,34,44,12,8,11,3,23,HOU,IND,True,True,True,True,False
1119,PHI,119,45,90,50.0,14,32,43.8,15,22,68.2,13,30,43,24,16,6,0,32,PHI,OKC,False,False,False,False,False
1120,HOU,102,33,86,38.4,14,42,33.3,22,27,81.5,9,44,53,12,10,7,6,17,HOU,LAC,True,True,True,True,False
1121,TOR,114,42,92,45.7,14,32,43.8,16,17,94.1,14,36,50,20,14,4,9,20,TOR,POR,True,True,True,True,False
1122,CHI,120,41,81,50.6,14,33,42.4,24,31,77.4,9,37,46,22,20,9,2,25,CHI,NYK,True,True,True,True,True
1123,MIA,117,41,77,53.2,14,32,43.8,21,27,77.8,8,34,42,34,20,6,1,30,MIA,DET,True,True,True,True,False
1124,NOP,116,41,95,43.2,14,45,31.1,20,27,74.1,12,34,46,26,17,8,3,23,NOP,HOU,False,False,False,False,False
1125,CHA,106,38,84,45.2,14,33,42.4,16,22,72.7,6,25,31,22,13,9,1,19,CHA,PHI,False,False,False,False,False
1126,SAS,115,39,99,39.4,14,30,46.7,23,30,76.7,21,36,57,24,15,1,8,22,SAS,BOS,False,False,False,False,False
1127,OKC,114,43,79,54.4,14,30,46.7,14,17,82.4,7,35,42,30,19,7,5,17,OKC,GSW,True,True,True,False,False
1128,NOP,115,40,75,53.3,14,33,42.4,21,30,70.0,9,36,45,25,26,13,6,28,NOP,CHA,True,True,False,False,False
1129,BOS,135,48,94,51.1,14,37,37.8,25,28,89.3,7,36,43,28,9,11,11,25,BOS,SAS,True,True,True,True,True
1130,NYK,106,37,89,41.6,14,28,50.0,18,31,58.1,14,42,56,19,12,9,3,20,NYK,DAL,True,True,False,False,False
1131,DAL,102,37,90,41.1,14,44,31.8,14,17,82.4,7,40,47,18,13,4,6,21,DAL,NYK,False,False,False,False,False
1132,TOR,124,43,78,55.1,14,29,48.3,24,29,82.8,2,35,37,28,14,10,4,20,TOR,SAC,True,True,False,False,False
1133,CHI,112,43,85,50.6,14,32,43.8,12,23,52.2,7,35,42,22,16,11,4,21,CHI,LAL,False,False,False,False,False
1134,MIL,134,50,93,53.8,14,39,35.9,20,30,66.7,11,46,57,24,17,8,6,20,MIL,MIN,True,True,True,True,True
1135,HOU,100,31,79,39.2,14,48,29.2,24,31,77.4,4,34,38,19,22,6,5,24,HOU,MIA,False,False,False,False,False
1136,PHX,114,44,88,50.0,14,34,41.2,12,16,75.0,4,28,32,26,17,9,2,20,PHX,MEM,True,True,True,True,False
1137,DAL,110,40,102,39.2,14,36,38.9,16,23,69.6,18,43,61,23,23,5,1,21,DAL,LAL,False,False,False,False,False
1138,NYK,102,37,93,39.8,14,38,36.8,14,21,66.7,16,35,51,22,13,9,4,23,NYK,BOS,False,False,False,False,False
1139,MIA,106,40,84,47.6,14,37,37.8,12,19,63.2,9,32,41,29,14,12,9,18,MIA,ATL,True,True,True,True,False
1140,DET,113,41,88,46.6,14,30,46.7,17,23,73.9,11,31,42,30,20,5,1,15,DET,TOR,False,False,False,False,False
1141,CHI,111,39,90,43.3,14,39,35.9,19,23,82.6,9,23,32,25,7,6,5,24,CHI,CLE,False,False,False,False,False
1142,MIL,105,38,82,46.3,14,45,31.1,15,24,62.5,5,40,45,21,15,3,4,21,MIL,BOS,False,False,False,False,False
1143,SAC,111,44,96,45.8,14,46,30.4,9,12,75.0,10,29,39,26,15,11,5,19,SAC,CHA,False,False,False,False,False
1144,GSW,134,51,104,49.0,14,35,40.0,18,24,75.0,19,42,61,37,18,8,2,22,GSW,NOP,True,True,True,True,True
1145,CHA,96,36,83,43.4,14,39,35.9,10,14,71.4,9,29,38,24,22,5,3,23,CHA,LAC,False,False,False,False,False
1146,MEM,134,50,103,48.5,14,33,42.4,20,25,80.0,8,41,49,33,12,9,10,29,MEM,BKN,True,False,False,False,False
1147,DAL,123,45,93,48.4,14,40,35.0,19,26,73.1,12,37,49,23,11,8,7,19,DAL,NOP,True,True,True,False,False
1148,TOR,130,42,103,40.8,14,40,35.0,32,38,84.2,16,41,57,23,17,7,3,24,TOR,NOP,True,True,True,True,False
1149,CLE,103,41,89,46.1,15,38,39.5,6,11,54.5,9,36,45,31,20,4,2,24,CLE,OKC,False,False,False,False,False
1150,BKN,119,43,89,48.3,15,34,44.1,18,21,85.7,10,34,44,28,17,8,4,26,BKN,PHX,True,True,True,True,True
1151,GSW,125,43,87,49.4,15,30,50.0,24,31,77.4,12,32,44,31,14,8,6,25,GSW,WAS,True,True,True,True,False
1152,MIL,129,48,97,49.5,15,38,39.5,18,27,66.7,16,44,60,30,17,4,12,25,MIL,PHX,True,True,True,True,True
1153,CHI,102,35,90,38.9,15,48,31.3,17,26,65.4,17,24,41,25,16,10,0,21,CHI,TOR,False,False,False,False,False
1154,MIA,102,33,77,42.9,15,33,45.5,21,26,80.8,10,38,48,24,13,6,8,16,MIA,ORL,True,True,True,True,True
1155,POR,124,47,92,51.1,15,29,51.7,15,18,83.3,14,37,51,20,12,4,5,19,POR,UTA,True,True,True,True,True
1156,NOP,139,51,95,53.7,15,34,44.1,22,26,84.6,16,41,57,30,19,8,4,22,NOP,MEM,True,True,True,True,True
1157,BKN,133,50,80,62.5,15,31,48.4,18,25,72.0,5,32,37,31,20,8,5,21,BKN,CHI,True,True,True,True,True
1158,BOS,119,42,88,47.7,15,35,42.9,20,22,90.9,14,37,51,27,23,12,4,24,BOS,GSW,True,True,True,True,True
1159,OKC,120,44,88,50.0,15,34,44.1,17,20,85.0,10,35,45,32,13,9,5,17,OKC,SAC,True,True,True,True,True
1160,BKN,125,43,85,50.6,15,39,38.5,24,30,80.0,8,29,37,26,10,8,7,19,BKN,DET,True,True,True,True,False
1161,GSW,104,37,87,42.5,15,40,37.5,15,21,71.4,6,34,40,29,14,6,3,24,GSW,PHI,False,False,False,False,False
1162,HOU,126,38,81,46.9,15,40,37.5,35,49,71.4,6,34,40,14,17,11,4,25,HOU,UTA,True,True,True,True,False
1163,ATL,152,54,93,58.1,15,35,42.9,29,34,85.3,12,36,48,30,15,7,3,35,ATL,WAS,True,True,True,True,True
1164,BKN,121,42,94,44.7,15,42,35.7,22,25,88.0,11,44,55,19,11,3,5,17,BKN,DET,True,True,True,True,False
1165,UTA,112,40,91,44.0,15,43,34.9,17,22,77.3,12,42,54,22,13,5,6,21,UTA,DAL,True,True,False,False,False
1166,MIN,110,41,86,47.7,15,44,34.1,13,24,54.2,10,33,43,27,18,7,3,25,MIN,CHI,False,False,False,False,False
1167,BOS,119,42,96,43.8,15,42,35.7,20,22,90.9,4,35,39,26,11,11,6,24,BOS,PHX,False,False,False,False,False
1168,BKN,97,33,99,33.3,15,49,30.6,16,17,94.1,12,35,47,23,17,11,7,19,BKN,MIL,False,False,False,False,False
1169,NOP,130,46,86,53.5,15,41,36.6,23,36,63.9,12,36,48,32,21,7,4,26,NOP,LAC,False,False,False,False,False
1170,CLE,116,40,73,54.8,15,29,51.7,21,23,91.3,7,29,36,27,27,5,5,18,CLE,CHI,False,False,False,False,False
1171,DET,136,51,86,59.3,15,32,46.9,19,25,76.0,11,30,41,31,18,12,8,18,DET,ATL,True,True,True,True,True
1172,WAS,111,40,89,44.9,15,35,42.9,16,23,69.6,13,30,43,19,28,9,3,16,WAS,TOR,False,False,False,False,False
1173,UTA,132,46,100,46.0,15,39,38.5,25,32,78.1,11,32,43,23,13,9,6,29,UTA,NOP,False,False,False,False,False
1174,BOS,123,43,98,43.9,15,49,30.6,22,27,81.5,10,33,43,16,8,4,7,25,BOS,MIL,False,False,False,False,False
1175,TOR,130,52,85,61.2,15,27,55.6,11,15,73.3,5,31,36,33,19,13,1,23,TOR,OKC,True,True,True,True,False
1176,LAL,118,48,97,49.5,15,38,39.5,7,11,63.6,13,35,48,34,16,7,6,20,LAL,ORL,False,False,False,False,False
1177,LAC,128,49,94,52.1,15,38,39.5,15,21,71.4,14,39,53,29,11,7,8,12,LAC,CLE,True,True,True,True,True
1178,MIL,128,45,92,48.9,15,36,41.7,23,28,82.1,8,51,59,27,14,4,8,22,MIL,NYK,True,True,True,True,True
1179,LAL,125,51,99,51.5,15,32,46.9,8,10,80.0,12,42,54,21,12,3,4,17,LAL,OKC,True,True,True,True,True
1180,BKN,117,45,93,48.4,15,44,34.1,12,19,63.2,14,37,51,31,10,5,4,15,BKN,MIA,True,True,False,False,False
1181,NOP,123,41,87,47.1,15,44,34.1,26,32,81.3,12,38,50,31,15,7,8,16,NOP,CHI,True,True,True,True,True
1182,CHA,110,38,86,44.2,15,37,40.5,19,26,73.1,13,37,50,30,20,6,6,21,CHA,TOR,False,False,False,False,False
1183,GSW,98,33,87,37.9,15,38,39.5,17,20,85.0,12,40,52,29,19,7,4,30,GSW,MIL,False,False,False,False,False
1184,TOR,99,35,96,36.5,15,42,35.7,14,19,73.7,17,40,57,21,13,5,7,21,TOR,POR,False,False,False,False,False
1185,MIN,112,40,90,44.4,15,47,31.9,17,21,81.0,10,30,40,23,20,10,1,23,MIN,MEM,False,False,False,False,False
1186,SAC,114,37,84,44.0,15,36,41.7,25,28,89.3,8,33,41,18,16,8,1,22,SAC,PHX,True,True,True,True,True
1187,SAC,111,39,81,48.1,15,30,50.0,18,23,78.3,6,37,43,27,23,10,3,23,SAC,GSW,True,True,True,True,True
1188,MIL,104,38,95,40.0,15,45,33.3,13,14,92.9,10,28,38,24,8,5,5,15,MIL,SAS,False,False,False,False,False
1189,DAL,120,47,100,47.0,15,50,30.0,11,13,84.6,14,27,41,28,10,7,4,25,DAL,CHA,False,False,False,False,False
1190,CHA,109,37,83,44.6,15,38,39.5,20,24,83.3,10,29,39,25,11,5,0,15,CHA,CLE,True,False,False,False,False
1191,MIN,104,34,91,37.4,15,46,32.6,21,28,75.0,6,42,48,18,12,7,8,25,MIN,MIL,False,False,False,False,False
1192,DAL,101,33,93,35.5,15,51,29.4,20,27,74.1,17,32,49,19,11,5,4,24,DAL,OKC,False,False,False,False,False
1193,BKN,115,40,99,40.4,15,41,36.6,20,27,74.1,7,51,58,22,17,4,6,25,BKN,MIN,False,False,False,False,False
1194,TOR,97,35,83,42.2,15,40,37.5,12,12,100.0,8,34,42,21,17,7,2,20,TOR,OKC,False,False,False,False,False
1195,HOU,112,42,81,51.9,15,39,38.5,13,20,65.0,8,33,41,29,17,5,3,16,HOU,NOP,False,False,False,False,False
1196,CHI,116,43,87,49.4,15,31,48.4,15,19,78.9,13,38,51,22,17,13,5,15,CHI,ATL,True,True,True,True,True
1197,POR,120,41,86,47.7,15,35,42.9,23,27,85.2,9,30,39,18,16,4,8,22,POR,LAL,False,False,False,False,False
1198,POR,115,43,89,48.3,15,34,44.1,14,19,73.7,11,32,43,14,12,4,1,21,POR,UTA,False,False,False,False,False
1199,MEM,115,45,96,46.9,15,37,40.5,10,16,62.5,11,24,35,28,13,7,0,19,MEM,SAS,False,False,False,False,False
1200,ATL,118,45,95,47.4,15,42,35.7,13,17,76.5,5,32,37,23,16,11,7,20,ATL,CLE,False,False,False,False,False
1201,HOU,113,39,87,44.8,15,39,38.5,20,23,87.0,6,33,39,18,11,10,3,22,HOU,SAC,True,True,True,True,False
1202,NYK,115,44,93,47.3,15,36,41.7,12,15,80.0,11,33,44,29,14,4,10,25,NYK,WAS,False,False,False,False,False
1203,DEN,113,43,78,55.1,15,28,53.6,12,15,80.0,6,33,39,31,21,10,1,24,DEN,PHX,True,False,False,False,False
1204,NOP,102,38,93,40.9,15,35,42.9,11,16,68.8,13,42,55,23,13,6,6,19,NOP,POR,True,True,True,True,False
1205,SAS,145,60,89,67.4,15,24,62.5,10,14,71.4,4,42,46,36,12,9,4,14,SAS,MEM,True,True,True,True,True
1206,DAL,107,35,90,38.9,15,46,32.6,22,27,81.5,14,39,53,27,17,6,4,22,DAL,TOR,False,False,False,False,False
1207,MIL,117,44,104,42.3,15,44,34.1,14,17,82.4,16,45,61,31,10,10,9,7,MIL,IND,True,True,True,True,True
1208,MIN,106,38,87,43.7,15,37,40.5,15,16,93.8,7,32,39,16,17,8,8,18,MIN,POR,False,False,False,False,False
1209,MEM,119,40,83,48.2,15,35,42.9,24,29,82.8,8,36,44,32,14,8,6,16,MEM,SAC,True,True,False,False,False
1210,DAL,103,34,87,39.1,15,43,34.9,20,25,80.0,10,32,42,23,8,7,10,20,DAL,BOS,False,False,False,False,False
1211,UTA,109,42,90,46.7,15,36,41.7,10,16,62.5,10,48,58,27,14,3,3,16,UTA,ORL,True,True,True,False,False
1212,ATL,120,45,99,45.5,15,43,34.9,15,20,75.0,9,27,36,20,11,7,3,21,ATL,NYK,False,False,False,False,False
1213,CLE,108,41,90,45.6,15,35,42.9,11,15,73.3,12,33,45,27,18,10,3,19,CLE,MIL,False,False,False,False,False
1214,ORL,107,40,91,44.0,15,37,40.5,12,16,75.0,13,24,37,24,7,3,6,15,ORL,HOU,False,False,False,False,False
1215,DET,111,40,89,44.9,15,42,35.7,16,23,69.6,5,29,34,23,8,8,2,16,DET,DAL,False,False,False,False,False
1216,CLE,117,44,96,45.8,15,45,33.3,14,20,70.0,11,39,50,22,19,6,3,22,CLE,SAS,True,True,True,True,False
1217,MIN,116,40,91,44.0,15,41,36.6,21,26,80.8,15,27,42,18,12,9,3,19,MIN,UTA,False,False,False,False,False
1218,CHA,113,36,88,40.9,15,35,42.9,26,32,81.3,15,32,47,20,8,2,6,23,CHA,BKN,True,True,False,False,False
1219,MEM,110,41,82,50.0,15,40,37.5,13,17,76.5,1,41,42,29,20,13,6,20,MEM,GSW,True,True,True,True,False
1220,BOS,110,45,78,57.7,15,27,55.6,5,8,62.5,5,34,39,22,18,8,9,19,BOS,CLE,True,True,True,True,True
1221,MIN,125,44,84,52.4,15,37,40.5,22,26,84.6,6,25,31,27,16,5,6,18,MIN,LAL,False,False,False,False,False
1222,LAC,135,50,96,52.1,15,40,37.5,20,27,74.1,9,36,45,27,12,8,4,26,LAC,WAS,True,True,True,True,True
1223,BKN,111,42,88,47.7,15,38,39.5,12,15,80.0,15,34,49,35,18,12,5,21,BKN,CHA,True,True,True,False,False
1224,PHX,114,43,88,48.9,15,33,45.5,13,20,65.0,8,21,29,36,13,10,0,20,PHX,ORL,False,False,False,False,False
1225,HOU,133,42,111,37.8,15,51,29.4,34,36,94.4,18,42,60,22,17,11,7,30,HOU,SAS,False,False,False,False,False
1226,MIA,121,45,99,45.5,15,38,39.5,16,21,76.2,10,45,55,29,14,4,7,27,MIA,TOR,True,True,True,True,True
1227,ORL,127,46,90,51.1,15,31,48.4,20,27,74.1,8,40,48,26,13,3,4,18,ORL,WAS,True,True,True,False,False
1228,DET,132,52,88,59.1,15,31,48.4,13,18,72.2,11,39,50,33,17,5,5,14,DET,SAS,True,True,True,True,True
1229,BOS,113,41,93,44.1,15,41,36.6,16,22,72.7,16,28,44,25,14,5,7,28,BOS,NYK,True,True,True,True,False
1230,ATL,111,38,89,42.7,15,46,32.6,20,25,80.0,8,21,29,26,14,5,2,23,ATL,HOU,False,False,False,False,False
1231,CHA,96,37,101,36.6,15,45,33.3,7,8,87.5,15,38,53,21,12,4,1,18,CHA,MIL,False,False,False,False,False
1232,DET,107,41,83,49.4,15,35,42.9,10,20,50.0,14,31,45,27,14,5,4,16,DET,CHA,False,False,False,False,False
1233,HOU,117,38,83,45.8,15,44,34.1,26,33,78.8,9,34,43,19,15,11,2,22,HOU,MIA,True,True,True,True,False
1234,PHX,132,48,93,51.6,15,38,39.5,21,24,87.5,12,28,40,29,15,7,6,21,PHX,WAS,False,False,False,False,False
1235,PHI,96,36,88,40.9,15,40,37.5,9,16,56.3,14,37,51,25,16,7,3,20,PHI,TOR,False,False,False,False,False
1236,MIN,125,41,90,45.6,15,35,42.9,28,36,77.8,14,33,47,27,14,10,6,25,MIN,ATL,True,True,True,True,True
1237,UTA,128,42,82,51.2,15,36,41.7,29,33,87.9,7,42,49,29,18,2,4,21,UTA,NOP,True,True,True,True,False
1238,NYK,104,40,93,43.0,15,40,37.5,9,15,60.0,10,27,37,30,11,12,3,22,NYK,SAS,False,False,False,False,False
1239,HOU,119,39,84,46.4,15,43,34.9,26,38,68.4,11,32,43,22,15,11,2,27,HOU,LAC,False,False,False,False,False
1240,MIL,115,38,82,46.3,15,41,36.6,24,35,68.6,8,40,48,24,15,12,9,16,MIL,CHI,True,True,True,True,True
1241,CHA,96,33,78,42.3,15,45,33.3,15,24,62.5,9,28,37,26,20,3,8,19,CHA,TOR,False,False,False,False,False
1242,ORL,125,43,87,49.4,15,38,39.5,24,26,92.3,11,41,52,25,14,5,3,15,ORL,WAS,True,True,False,False,False
1243,LAL,122,47,89,52.8,15,35,42.9,13,16,81.3,10,32,42,26,17,10,14,19,LAL,ATL,True,True,True,True,True
1244,DET,106,40,81,49.4,15,35,42.9,11,11,100.0,7,35,42,25,21,3,3,19,DET,CHA,False,False,False,False,False
1245,PHX,128,41,85,48.2,15,39,38.5,31,38,81.6,7,32,39,32,20,6,2,24,PHX,ATL,True,True,True,True,True
1246,DET,108,34,78,43.6,15,41,36.6,25,37,67.6,8,24,32,27,16,9,9,28,DET,MIA,False,False,False,False,False
1247,ATL,125,44,83,53.0,15,34,44.1,22,34,64.7,10,35,45,30,15,1,5,21,ATL,DEN,True,True,False,False,False
1248,MIN,120,45,89,50.6,15,34,44.1,15,19,78.9,11,34,45,25,17,7,6,23,MIN,DET,True,True,True,False,False
1249,BOS,116,41,86,47.7,15,35,42.9,19,25,76.0,10,36,46,25,9,4,5,27,BOS,DAL,True,True,True,True,False
1250,ORL,102,41,89,46.1,15,36,41.7,5,6,83.3,7,30,37,27,11,5,11,10,ORL,IND,False,False,False,False,False
1251,UTA,103,34,84,40.5,15,36,41.7,20,29,69.0,11,45,56,15,20,3,1,27,UTA,MIL,True,False,False,False,False
1252,MIA,124,45,82,54.9,15,28,53.6,19,24,79.2,5,36,41,22,15,9,5,28,MIA,PHX,True,True,True,True,True
1253,DET,122,44,79,55.7,15,30,50.0,19,24,79.2,8,35,43,37,17,7,1,17,DET,NYK,True,True,True,True,True
1254,SAC,113,41,85,48.2,15,39,38.5,16,25,64.0,10,40,50,25,14,7,5,29,SAC,NYK,True,True,True,True,True
1255,OKC,115,41,90,45.6,15,37,40.5,18,23,78.3,8,36,44,20,12,8,11,20,OKC,NOP,True,True,True,True,True
1256,TOR,105,34,84,40.5,15,36,41.7,22,25,88.0,7,35,42,24,14,5,6,22,TOR,MIL,False,False,False,False,False
1257,NOP,122,41,77,53.2,15,33,45.5,25,32,78.1,2,35,37,30,16,7,4,21,NOP,DEN,True,True,True,True,True
1258,PHX,121,44,96,45.8,15,36,41.7,18,21,85.7,13,32,45,33,17,12,4,22,PHX,GSW,True,True,True,True,True
1259,NOP,123,48,103,46.6,15,47,31.9,12,22,54.5,11,30,41,36,15,13,7,20,NOP,GSW,False,False,False,False,False
1260,OKC,120,44,78,56.4,15,32,46.9,17,22,77.3,8,42,50,24,24,8,5,26,OKC,GSW,True,True,True,True,True
1261,BKN,133,44,101,43.6,15,45,33.3,30,37,81.1,11,42,53,28,17,6,5,22,BKN,MEM,False,False,False,False,False
1262,MIA,109,42,85,49.4,15,36,41.7,10,15,66.7,7,34,41,25,23,7,9,23,MIA,MIN,False,False,False,False,False
1263,TOR,108,38,82,46.3,15,42,35.7,17,18,94.4,10,49,59,27,24,9,12,25,TOR,CHI,True,True,True,True,True
1264,BOS,118,42,93,45.2,15,41,36.6,19,29,65.5,13,33,46,24,13,14,9,26,BOS,NYK,True,True,True,True,True
1265,NOP,116,45,98,45.9,15,41,36.6,11,15,73.3,12,36,48,30,14,6,3,22,NOP,DAL,False,False,False,False,False
1266,SAC,112,37,87,42.5,15,37,40.5,23,27,85.2,13,30,43,17,17,10,2,26,SAC,POR,False,False,False,False,False
1267,GSW,122,39,99,39.4,15,42,35.7,29,30,96.7,15,27,42,27,13,7,0,21,GSW,LAC,False,False,False,False,False
1268,BKN,126,48,101,47.5,15,34,44.1,15,26,57.7,10,38,48,19,16,8,9,30,BKN,MIN,False,False,False,False,False
1269,NOP,125,49,87,56.3,16,38,42.1,11,19,57.9,9,36,45,38,21,12,7,20,NOP,CHI,True,True,True,False,False
1270,MIA,111,40,93,43.0,16,42,38.1,15,21,71.4,10,36,46,29,9,7,2,16,MIA,LAC,False,False,False,False,False
1271,ORL,112,43,80,53.8,16,34,47.1,10,17,58.8,8,29,37,35,10,7,3,12,ORL,CHA,True,True,True,True,True
1272,MIA,137,48,85,56.5,16,32,50.0,25,30,83.3,6,29,35,27,3,8,1,18,MIA,PHI,True,True,True,True,True
1273,HOU,117,41,105,39.0,16,51,31.4,19,22,86.4,11,32,43,22,8,14,3,18,HOU,NOP,True,True,True,True,False
1274,TOR,129,47,84,56.0,16,34,47.1,19,23,82.6,12,34,46,28,15,6,5,18,TOR,CHI,True,True,True,True,True
1275,CLE,112,41,95,43.2,16,44,36.4,14,14,100.0,13,33,46,26,16,8,3,15,CLE,GSW,False,False,False,False,False
1276,BKN,107,39,94,41.5,16,47,34.0,13,21,61.9,12,41,53,25,16,5,7,22,BKN,WAS,False,False,False,False,False
1277,NOP,123,44,92,47.8,16,36,44.4,19,29,65.5,18,36,54,31,20,7,5,21,NOP,BOS,True,True,True,True,True
1278,SAS,106,34,82,41.5,16,37,43.2,22,24,91.7,7,41,48,27,17,5,8,15,SAS,TOR,False,False,False,False,False
1279,TOR,110,41,99,41.4,16,50,32.0,12,15,80.0,14,36,50,31,9,11,2,22,TOR,SAS,True,True,False,False,False
1280,DAL,107,42,97,43.3,16,41,39.0,7,13,53.8,10,34,44,19,9,6,3,24,DAL,UTA,False,False,False,False,False
1281,LAC,122,43,94,45.7,16,35,45.7,20,23,87.0,11,37,48,33,9,5,3,21,LAC,MIA,True,True,False,False,False
1282,WAS,124,47,85,55.3,16,36,44.4,14,18,77.8,7,34,41,28,10,3,3,18,WAS,CLE,True,True,True,True,True
1283,BOS,139,52,93,55.9,16,34,47.1,19,29,65.5,14,34,48,31,12,10,5,26,BOS,LAL,True,True,True,True,True
1284,MIA,118,42,83,50.6,16,42,38.1,18,22,81.8,5,37,42,26,21,9,3,20,MIA,SAC,True,True,False,False,False
1285,MIL,128,43,87,49.4,16,31,51.6,26,37,70.3,7,43,50,21,10,6,6,22,MIL,BOS,True,True,False,False,False
1286,OKC,121,43,85,50.6,16,42,38.1,19,20,95.0,4,27,31,32,20,14,3,17,OKC,TOR,False,False,False,False,False
1287,HOU,107,38,96,39.6,16,49,32.7,15,23,65.2,12,38,50,24,12,4,4,22,HOU,POR,False,False,False,False,False
1288,POR,115,42,83,50.6,16,37,43.2,15,19,78.9,9,38,47,26,13,4,5,21,POR,CHA,True,False,False,False,False
1289,MEM,134,52,100,52.0,16,38,42.1,14,16,87.5,11,38,49,39,8,5,6,20,MEM,SAS,True,True,True,True,True
1290,MIA,122,43,81,53.1,16,38,42.1,20,25,80.0,3,38,41,28,11,8,4,22,MIA,IND,True,True,True,True,True
1291,UTA,128,49,90,54.4,16,43,37.2,14,23,60.9,12,38,50,29,7,6,6,15,UTA,NYK,True,True,True,True,True
1292,UTA,128,46,90,51.1,16,33,48.5,20,24,83.3,7,36,43,19,8,3,3,25,UTA,NOP,True,False,False,False,False
1293,DAL,118,44,84,52.4,16,41,39.0,14,19,73.7,11,32,43,25,15,5,6,12,DAL,CHI,True,True,True,True,False
1294,NOP,117,38,87,43.7,16,45,35.6,25,33,75.8,9,35,44,28,15,11,3,25,NOP,SAC,True,False,False,False,False
1295,UTA,109,42,93,45.2,16,40,40.0,9,14,64.3,14,37,51,22,8,3,3,10,UTA,ORL,True,True,True,True,True
1296,ATL,106,39,93,41.9,16,45,35.6,12,15,80.0,6,36,42,26,14,6,5,24,ATL,BOS,False,False,False,False,False
1297,HOU,130,46,87,52.9,16,34,47.1,22,31,71.0,13,30,43,20,15,6,7,17,HOU,DEN,True,True,True,True,True
1298,MIA,113,40,89,44.9,16,38,42.1,17,19,89.5,14,42,56,29,13,3,2,12,MIA,IND,True,False,False,False,False
1299,DAL,102,38,90,42.2,16,40,40.0,10,15,66.7,13,39,52,22,14,7,3,11,DAL,SAS,True,True,False,False,False
1300,HOU,104,37,100,37.0,16,51,31.4,14,16,87.5,14,35,49,19,12,8,3,25,HOU,GSW,False,False,False,False,False
1301,DET,107,40,87,46.0,16,35,45.7,11,12,91.7,6,23,29,30,16,14,4,20,DET,CHI,False,False,False,False,False
1302,LAC,117,43,86,50.0,16,37,43.2,15,19,78.9,7,31,38,23,18,10,7,24,LAC,HOU,False,False,False,False,False
1303,MIL,111,36,77,46.8,16,39,41.0,23,32,71.9,8,32,40,22,14,14,7,25,MIL,LAL,True,True,True,False,False
1304,GSW,112,41,103,39.8,16,38,42.1,14,23,60.9,17,33,50,24,8,7,7,23,GSW,POR,False,False,False,False,False
1305,DAL,120,41,88,46.6,16,41,39.0,22,27,81.5,8,44,52,27,14,5,6,23,DAL,MIL,True,True,False,False,False
1306,OKC,109,35,69,50.7,16,34,47.1,23,28,82.1,9,33,42,21,26,8,6,15,OKC,CHI,True,False,False,False,False
1307,TOR,133,52,89,58.4,16,32,50.0,13,17,76.5,6,35,41,31,7,7,2,19,TOR,CLE,True,True,True,True,True
1308,MIA,122,39,91,42.9,16,40,40.0,28,34,82.4,5,44,49,27,10,8,3,18,MIA,DAL,True,True,False,False,False
1309,UTA,114,37,79,46.8,16,38,42.1,24,31,77.4,7,36,43,22,13,5,3,20,UTA,GSW,True,True,True,True,False
1310,DAL,122,45,88,51.1,16,44,36.4,16,23,69.6,11,41,52,25,11,4,5,21,DAL,DET,True,True,True,True,True
1311,UTA,127,47,83,56.6,16,35,45.7,17,22,77.3,11,34,45,23,16,4,7,22,UTA,MIN,True,True,True,True,True
1312,NOP,112,39,88,44.3,16,45,35.6,18,22,81.8,7,35,42,29,21,8,5,17,NOP,MIL,False,False,False,False,False
1313,CHA,114,38,85,44.7,16,41,39.0,22,28,78.6,11,37,48,22,13,4,4,26,CHA,WAS,True,True,True,False,False
1314,MIL,110,43,92,46.7,16,41,39.0,8,15,53.3,10,44,54,30,15,7,4,19,MIL,ORL,True,True,True,True,False
1315,PHX,125,47,95,49.5,16,40,40.0,15,19,78.9,12,30,42,31,9,5,5,23,PHX,MIN,True,True,True,True,True
1316,POR,127,47,84,56.0,16,32,50.0,17,21,81.0,6,37,43,28,12,6,10,18,POR,SAC,True,True,True,True,True
1317,BOS,112,35,79,44.3,16,41,39.0,26,32,81.3,10,36,46,21,11,8,8,20,BOS,MIA,True,True,True,True,True
1318,IND,117,44,88,50.0,16,38,42.1,13,15,86.7,8,36,44,31,15,4,2,22,IND,MEM,True,True,True,True,True
1319,CHI,113,36,75,48.0,16,37,43.2,25,29,86.2,3,29,32,20,18,9,0,20,CHI,SAC,True,True,True,False,False
1320,MIL,132,48,86,55.8,16,35,45.7,20,32,62.5,10,47,57,30,14,7,4,23,MIL,NYK,True,True,True,True,True
1321,MEM,115,41,100,41.0,16,40,40.0,17,21,81.0,12,38,50,27,11,8,3,26,MEM,MIN,True,True,True,True,False
1322,LAC,134,46,98,46.9,16,43,37.2,26,33,78.8,16,40,56,27,8,4,5,21,LAC,NOP,True,True,True,True,True
1323,NOP,124,47,88,53.4,16,35,45.7,14,22,63.6,8,36,44,28,18,8,6,25,NOP,PHX,True,False,False,False,False
1324,MIL,137,50,106,47.2,16,43,37.2,21,26,80.8,18,40,58,32,12,7,3,20,MIL,POR,True,True,True,True,False
