,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
1067,POR,POR vs. LAL,12/06/2019,,L,24,51,17,40,42.5,4,19,21.1,13,17,76.5,1,15,16,7,5,4,3,12,-8
1068,CHI,CHI vs. GSW,12/06/2019,,L,24,47,18,42,42.9,9,22,40.9,2,4,50.0,4,14,18,9,7,5,1,11,-3
1069,LAC,LAC @ MIL,12/06/2019,,L,24,48,17,51,33.3,2,14,14.3,12,12,100.0,8,15,23,7,10,6,2,11,-19
1070,MIL,MIL vs. LAC,12/06/2019,,W,24,67,26,46,56.5,6,17,35.3,9,12,75.0,4,21,25,16,9,7,4,11,19
1071,LAL,LAL @ POR,12/06/2019,,W,24,59,20,43,46.5,8,23,34.8,11,15,73.3,3,23,26,10,10,3,4,11,8
1072,PHX,PHX @ NOP,12/05/2019,,W,24,51,18,52,34.6,6,21,28.6,9,9,100.0,14,12,26,7,8,7,2,12,-4
1073,TOR,TOR vs. HOU,12/05/2019,,L,24,54,18,41,43.9,4,13,30.8,14,16,87.5,6,19,25,11,8,6,2,13,-2
1074,HOU,HOU @ TOR,12/05/2019,,W,24,56,17,49,34.7,11,31,35.5,11,12,91.7,11,17,28,13,10,4,1,14,2
1075,PHI,PHI @ WAS,12/05/2019,,L,24,58,21,39,53.8,5,14,35.7,11,12,91.7,5,17,22,9,9,4,4,16,4
1076,NOP,NOP vs. PHX,12/05/2019,,L,24,55,18,38,47.4,8,21,38.1,11,13,84.6,3,18,21,10,11,5,5,13,4
1077,WAS,WAS vs. PHI,12/05/2019,,W,24,54,17,44,38.6,2,9,22.2,18,22,81.8,10,13,23,7,5,4,0,12,-4
1078,NYK,NYK vs. DEN,12/05/2019,,L,24,47,18,43,41.9,3,13,23.1,8,14,57.1,2,14,16,12,6,6,4,9,-15
1079,DEN,DEN @ NYK,12/05/2019,,W,24,62,23,44,52.3,10,21,47.6,6,9,66.7,5,21,26,16,9,4,1,11,15
1080,BKN,BKN @ ATL,12/04/2019,,W,24,74,29,46,63.0,7,12,58.3,9,11,81.8,4,17,21,16,7,6,5,14,3
1081,SAC,SAC @ POR,12/04/2019,,L,24,52,18,43,41.9,1,13,7.7,15,18,83.3,5,15,20,13,4,5,3,13,-9
1082,DAL,DAL vs. MIN,12/04/2019,,W,24,68,23,46,50.0,8,18,44.4,14,16,87.5,9,13,22,11,4,2,2,3,10
1083,MIL,MIL @ DET,12/04/2019,,W,24,68,22,45,48.9,8,18,44.4,16,16,100.0,3,22,25,13,7,2,4,10,13
1084,DET,DET vs. MIL,12/04/2019,,L,24,55,21,48,43.8,5,18,27.8,8,10,80.0,4,17,21,15,6,2,1,10,-13
1085,MIN,MIN @ DAL,12/04/2019,,L,24,58,21,42,50.0,10,21,47.6,6,7,85.7,5,14,19,12,7,2,6,12,-10
1086,BOS,BOS vs. MIA,12/04/2019,,W,24,60,19,41,46.3,9,21,42.9,13,14,92.9,8,16,24,11,5,2,4,13,11
1087,LAL,LAL @ UTA,12/04/2019,,W,24,56,23,43,53.5,5,12,41.7,5,12,41.7,1,15,16,13,2,11,8,9,7
1088,MIA,MIA @ BOS,12/04/2019,,L,24,49,15,33,45.5,8,21,38.1,11,16,68.8,3,12,15,10,9,2,0,13,-11
1089,UTA,UTA vs. LAL,12/04/2019,,L,24,49,17,36,47.2,5,12,41.7,10,12,83.3,4,19,23,8,14,1,3,9,-7
1090,CHA,CHA vs. GSW,12/04/2019,,W,24,48,18,44,40.9,10,26,38.5,2,2,100.0,6,22,28,16,9,5,4,11,11
1091,GSW,GSW @ CHA,12/04/2019,,L,24,37,15,40,37.5,2,10,20.0,5,9,55.6,3,16,19,9,6,5,1,5,-11
1092,MEM,MEM @ CHI,12/04/2019,,L,24,64,23,47,48.9,7,15,46.7,11,13,84.6,5,19,24,14,6,5,2,21,8
1093,PHX,PHX @ ORL,12/04/2019,,L,24,56,20,39,51.3,9,14,64.3,7,13,53.8,3,9,12,19,9,6,0,10,-7
1094,POR,POR vs. SAC,12/04/2019,,W,24,61,19,37,51.4,10,19,52.6,13,15,86.7,2,18,20,12,9,4,3,13,9
1095,IND,IND @ OKC,12/04/2019,,W,24,58,21,44,47.7,4,12,33.3,12,14,85.7,10,14,24,10,5,4,0,13,8
1096,ORL,ORL vs. PHX,12/04/2019,,W,24,63,23,37,62.2,8,12,66.7,9,11,81.8,2,18,20,12,11,7,3,13,7
1097,OKC,OKC vs. IND,12/04/2019,,L,24,50,20,44,45.5,6,16,37.5,4,4,100.0,7,11,18,11,8,0,3,13,-8
1098,CHI,CHI vs. MEM,12/04/2019,,W,24,56,14,36,38.9,5,15,33.3,23,31,74.2,5,17,22,8,8,3,6,11,-8
1099,ATL,ATL vs. BKN,12/04/2019,,L,24,71,27,47,57.4,5,12,41.7,12,18,66.7,5,12,17,10,8,5,2,10,-3
1100,LAC,LAC vs. POR,12/03/2019,,W,24,55,20,48,41.7,8,18,44.4,7,13,53.8,6,21,27,13,7,5,1,9,17
1101,ORL,ORL @ WAS,12/03/2019,,W,24,59,16,39,41.0,8,17,47.1,19,24,79.2,4,18,22,10,7,2,3,9,-7
1102,DET,DET @ CLE,12/03/2019,,W,24,65,26,45,57.8,8,16,50.0,5,7,71.4,4,16,20,16,5,6,2,10,17
1103,DEN,DEN vs. LAL,12/03/2019,,L,24,47,17,46,37.0,3,15,20.0,10,10,100.0,5,14,19,11,5,4,2,14,2
1104,MIA,MIA @ TOR,12/03/2019,,W,24,50,18,44,40.9,8,18,44.4,6,9,66.7,4,17,21,12,6,2,3,14,-5
1105,WAS,WAS vs. ORL,12/03/2019,,L,24,66,25,44,56.8,10,22,45.5,6,8,75.0,2,17,19,12,6,5,1,16,7
1106,SAS,SAS vs. HOU,12/03/2019,,W,24,56,20,41,48.8,8,16,50.0,8,11,72.7,3,18,21,16,10,5,3,9,4
1107,LAL,LAL @ DEN,12/03/2019,,W,24,45,15,35,42.9,2,7,28.6,13,18,72.2,3,21,24,10,9,3,3,16,-2
1108,DAL,DAL @ NOP,12/03/2019,,W,24,59,19,41,46.3,10,21,47.6,11,12,91.7,4,23,27,11,5,1,4,6,15
1109,POR,POR @ LAC,12/03/2019,,L,24,38,16,47,34.0,2,15,13.3,4,5,80.0,8,17,25,12,8,3,5,13,-17
1110,TOR,TOR vs. MIA,12/03/2019,,L,24,55,18,35,51.4,6,15,40.0,13,19,68.4,3,16,19,12,6,2,3,12,5
1111,NOP,NOP vs. DAL,12/03/2019,,L,24,44,18,49,36.7,5,25,20.0,3,6,50.0,5,17,22,9,2,0,2,9,-15
1112,HOU,HOU @ SAS,12/03/2019,,L,24,52,20,49,40.8,6,23,26.1,6,6,100.0,8,14,22,8,7,4,2,11,-4
1113,CLE,CLE vs. DET,12/03/2019,,L,24,48,19,41,46.3,3,11,27.3,7,10,70.0,6,12,18,7,8,2,3,7,-17
1114,PHI,PHI vs. UTA,12/02/2019,,W,24,43,15,45,33.3,2,7,28.6,11,14,78.6,5,16,21,8,7,7,0,10,-9
1115,IND,IND @ MEM,12/02/2019,,W,24,60,22,39,56.4,9,19,47.4,7,8,87.5,3,16,19,16,10,2,2,13,3
1116,UTA,UTA @ PHI,12/02/2019,,L,24,52,21,39,53.8,4,13,30.8,6,8,75.0,2,19,21,14,9,2,5,16,9
1117,CHI,CHI @ SAC,12/02/2019,,W,24,58,16,35,45.7,8,17,47.1,18,19,94.7,3,11,14,6,10,2,0,11,-4
1118,MIL,MIL vs. NYK,12/02/2019,,W,24,60,22,42,52.4,6,14,42.9,10,15,66.7,4,23,27,13,9,3,2,11,17
1119,CHA,CHA vs. PHX,12/02/2019,,L,24,65,21,46,45.7,3,10,30.0,20,24,83.3,9,22,31,15,4,2,4,14,15
1120,PHX,PHX @ CHA,12/02/2019,,W,24,50,16,43,37.2,4,22,18.2,14,17,82.4,5,14,19,12,5,0,6,15,-15
1121,MEM,MEM vs. IND,12/02/2019,,L,24,57,21,46,45.7,5,18,27.8,10,10,100.0,4,12,16,13,5,4,1,11,-3
1122,SAC,SAC vs. CHI,12/02/2019,,L,24,62,23,44,52.3,5,17,29.4,11,13,84.6,8,13,21,12,7,4,4,18,4
1123,GSW,GSW @ ATL,12/02/2019,,L,24,39,17,38,44.7,1,10,10.0,4,5,80.0,9,11,20,8,16,7,6,7,-16
1124,NYK,NYK @ MIL,12/02/2019,,L,24,43,15,43,34.9,5,19,26.3,8,15,53.3,5,13,18,7,5,2,4,10,-17
1125,ATL,ATL vs. GSW,12/02/2019,,W,24,55,24,46,52.2,4,13,30.8,3,3,100.0,6,11,17,12,9,9,0,5,16
1126,MEM,MEM @ MIN,12/01/2019,,W,24,67,23,45,51.1,9,17,52.9,12,14,85.7,3,17,20,14,5,5,2,16,7
1127,NOP,NOP vs. OKC,12/01/2019,,L,24,49,17,41,41.5,8,20,40.0,7,8,87.5,0,23,23,6,5,3,4,12,-2
1128,OKC,OKC @ NOP,12/01/2019,,W,24,51,17,41,41.5,7,21,33.3,10,13,76.9,1,22,23,9,3,1,1,7,2
1129,UTA,UTA @ TOR,12/01/2019,,L,24,73,25,43,58.1,9,15,60.0,14,18,77.8,8,18,26,16,6,1,1,9,20
1130,BOS,BOS @ NYK,12/01/2019,,W,24,55,19,45,42.2,7,18,38.9,10,14,71.4,9,14,23,11,7,2,3,17,9
1131,BKN,BKN vs. MIA,12/01/2019,,L,24,41,16,43,37.2,5,18,27.8,4,4,100.0,4,20,24,10,9,2,1,10,-10
1132,DAL,DAL @ LAL,12/01/2019,,W,24,55,20,47,42.6,7,22,31.8,8,12,66.7,9,22,31,10,7,8,1,9,17
1133,LAL,LAL vs. DAL,12/01/2019,,L,24,38,13,39,33.3,4,18,22.2,8,11,72.7,3,17,20,7,9,4,2,8,-17
1134,TOR,TOR vs. UTA,12/01/2019,,W,24,53,18,42,42.9,6,17,35.3,11,13,84.6,5,9,14,15,7,3,4,14,-20
1135,GSW,GSW @ ORL,12/01/2019,,L,24,45,15,47,31.9,5,14,35.7,10,13,76.9,6,17,23,7,5,3,3,11,-4
1136,MIN,MIN vs. MEM,12/01/2019,,L,24,60,17,43,39.5,7,18,38.9,19,22,86.4,7,17,24,10,7,2,2,14,-7
1137,SAS,SAS @ DET,12/01/2019,,L,24,47,19,46,41.3,4,13,30.8,5,8,62.5,5,9,14,9,2,3,2,11,-26
1138,MIA,MIA @ BKN,12/01/2019,,W,24,51,16,44,36.4,7,21,33.3,12,14,85.7,6,19,25,8,6,2,2,6,10
1139,DET,DET vs. SAS,12/01/2019,,W,24,73,29,43,67.4,7,14,50.0,8,12,66.7,7,20,27,18,7,2,2,5,26
1140,NYK,NYK vs. BOS,12/01/2019,,L,24,46,13,34,38.2,2,12,16.7,18,27,66.7,4,17,21,6,7,4,5,12,-9
1141,WAS,WAS @ LAC,12/01/2019,,L,24,68,26,52,50.0,8,18,44.4,8,11,72.7,4,16,20,18,5,7,1,14,0
1142,ORL,ORL vs. GSW,12/01/2019,,W,24,49,17,47,36.2,6,19,31.6,9,15,60.0,9,23,32,9,7,3,4,12,4
1143,LAC,LAC vs. WAS,12/01/2019,,W,24,68,22,41,53.7,7,17,41.2,17,19,89.5,3,21,24,10,12,3,3,12,0
1144,ATL,ATL @ HOU,11/30/2019,,L,24,59,20,48,41.7,11,28,39.3,8,11,72.7,6,13,19,11,5,1,2,12,-18
1145,SAC,SAC vs. DEN,11/30/2019,,W,24,50,19,44,43.2,6,18,33.3,6,7,85.7,5,21,26,14,9,6,3,12,17
1146,CHA,CHA @ MIL,11/30/2019,,L,24,47,18,49,36.7,5,23,21.7,6,7,85.7,11,20,31,7,9,1,0,11,-24
1147,HOU,HOU vs. ATL,11/30/2019,,W,24,77,24,46,52.2,13,31,41.9,16,20,80.0,9,19,28,14,7,4,2,11,18
1148,DEN,DEN @ SAC,11/30/2019,,L,24,33,13,40,32.5,1,13,7.7,6,9,66.7,4,15,19,7,7,6,3,7,-17
1149,PHI,PHI vs. IND,11/30/2019,,W,24,54,16,33,48.5,4,10,40.0,18,19,94.7,0,15,15,11,10,8,3,9,3
1150,IND,IND @ PHI,11/30/2019,,L,24,51,18,36,50.0,5,11,45.5,10,12,83.3,2,11,13,10,12,4,2,13,-3
1151,MIL,MIL vs. CHA,11/30/2019,,W,24,71,27,48,56.3,12,28,42.9,5,9,55.6,2,19,21,23,1,4,1,9,24
1152,MEM,MEM vs. UTA,11/29/2019,,L,24,39,16,48,33.3,4,15,26.7,3,6,50.0,10,14,24,9,5,0,2,8,-24
1153,LAC,LAC @ SAS,11/29/2019,,L,24,44,14,43,32.6,8,21,38.1,8,8,100.0,5,17,22,10,8,2,2,7,-10
1154,ATL,ATL @ IND,11/29/2019,,L,24,40,15,35,42.9,4,11,36.4,6,7,85.7,4,14,18,4,14,4,1,13,-11
1155,OKC,OKC vs. NOP,11/29/2019,,W,24,47,18,43,41.9,6,17,35.3,5,8,62.5,2,19,21,13,6,4,4,11,-4
1156,IND,IND vs. ATL,11/29/2019,,W,24,51,21,47,44.7,3,11,27.3,6,6,100.0,6,11,17,11,5,6,6,9,11
1157,GSW,GSW @ MIA,11/29/2019,,L,24,47,11,35,31.4,3,12,25.0,22,24,91.7,2,13,15,6,5,2,0,13,-4
1158,DAL,DAL @ PHX,11/29/2019,,W,24,67,16,40,40.0,10,25,40.0,25,27,92.6,6,15,21,9,1,3,2,12,4
1159,PHX,PHX vs. DAL,11/29/2019,,L,24,63,23,50,46.0,7,20,35.0,10,15,66.7,9,18,27,15,3,0,0,19,-4
1160,CHA,CHA @ DET,11/29/2019,,W,24,48,17,40,42.5,8,19,42.1,6,7,85.7,6,14,20,11,8,5,2,10,-2
1161,UTA,UTA @ MEM,11/29/2019,,W,24,63,24,50,48.0,8,18,44.4,7,8,87.5,8,21,29,12,2,4,2,6,24
1162,MIL,MIL @ CLE,11/29/2019,,W,24,52,19,43,44.2,5,15,33.3,9,15,60.0,8,15,23,7,7,5,2,8,-11
1163,WAS,WAS @ LAL,11/29/2019,,L,24,54,18,49,36.7,6,20,30.0,12,13,92.3,8,17,25,11,9,5,1,12,-1
1164,CLE,CLE vs. MIL,11/29/2019,,L,24,63,25,43,58.1,12,22,54.5,1,3,33.3,2,20,22,18,8,4,1,12,11
1165,BKN,BKN vs. BOS,11/29/2019,,W,24,54,20,42,47.6,6,16,37.5,8,10,80.0,6,18,24,12,12,5,3,13,2
1166,SAS,SAS vs. LAC,11/29/2019,,W,24,54,19,47,40.4,10,21,47.6,6,7,85.7,6,21,27,13,6,5,3,8,10
1167,LAL,LAL vs. WAS,11/29/2019,,W,24,55,18,38,47.4,5,15,33.3,14,19,73.7,3,19,22,12,11,6,2,15,1
1168,PHI,PHI @ NYK,11/29/2019,,W,24,62,18,34,52.9,5,8,62.5,21,24,87.5,5,19,24,11,9,2,5,12,18
1169,MIA,MIA vs. GSW,11/29/2019,,W,24,51,16,36,44.4,5,9,55.6,14,21,66.7,6,19,25,8,11,4,2,17,4
1170,POR,POR vs. CHI,11/29/2019,,W,24,54,19,41,46.3,7,17,41.2,9,12,75.0,4,19,23,11,5,0,5,10,-2
1171,DET,DET vs. CHA,11/29/2019,,L,24,50,20,38,52.6,5,15,33.3,5,10,50.0,4,16,20,14,7,4,2,11,2
1172,NOP,NOP @ OKC,11/29/2019,,L,24,51,18,41,43.9,6,20,30.0,9,13,69.2,2,23,25,10,6,4,2,6,4
1173,ORL,ORL vs. TOR,11/29/2019,,L,24,36,13,43,30.2,2,15,13.3,8,11,72.7,9,14,23,7,12,8,2,10,-14
1174,TOR,TOR @ ORL,11/29/2019,,W,24,50,16,35,45.7,6,14,42.9,12,15,80.0,4,18,22,11,10,10,1,10,14
1175,BOS,BOS @ BKN,11/29/2019,,L,24,52,20,50,40.0,1,12,8.3,11,14,78.6,12,15,27,6,10,8,6,9,-2
1176,CHI,CHI @ POR,11/29/2019,,L,24,56,19,47,40.4,8,20,40.0,10,14,71.4,8,20,28,15,5,3,0,10,2
1177,NYK,NYK vs. PHI,11/29/2019,,L,24,44,16,39,41.0,1,8,12.5,11,18,61.1,6,9,15,4,8,2,2,19,-18
1178,LAL,LAL @ NOP,11/27/2019,,W,24,60,22,41,53.7,6,14,42.9,10,14,71.4,4,16,20,10,9,4,3,15,14
1179,LAC,LAC @ MEM,11/27/2019,,W,24,57,21,47,44.7,9,25,36.0,6,10,60.0,9,13,22,13,9,5,3,13,-2
1180,ORL,ORL @ CLE,11/27/2019,,W,24,57,22,41,53.7,5,14,35.7,8,10,80.0,3,17,20,7,8,7,2,11,5
1181,NOP,NOP vs. LAL,11/27/2019,,L,24,46,11,39,28.2,5,19,26.3,19,23,82.6,8,13,21,7,12,4,2,12,-14
1182,CHI,CHI @ GSW,11/27/2019,,L,24,42,18,45,40.0,2,14,14.3,4,8,50.0,10,12,22,8,10,7,1,7,-9
1183,MIN,MIN @ SAS,11/27/2019,,W,24,56,18,38,47.4,10,22,45.5,10,15,66.7,2,21,23,13,4,0,3,8,2
1184,CHA,CHA vs. DET,11/27/2019,,W,24,47,18,41,43.9,3,13,23.1,8,11,72.7,5,17,22,13,3,1,5,7,6
1185,NYK,NYK @ TOR,11/27/2019,,L,24,52,18,44,40.9,6,19,31.6,10,12,83.3,9,11,20,10,8,4,4,10,-16
1186,HOU,HOU vs. MIA,11/27/2019,,W,24,51,14,38,36.8,7,22,31.8,16,22,72.7,4,12,16,8,8,4,0,15,-15
1187,MIL,MIL vs. ATL,11/27/2019,,W,24,51,19,43,44.2,3,14,21.4,10,16,62.5,4,23,27,10,7,4,5,11,8
1188,SAC,SAC @ PHI,11/27/2019,,L,24,45,19,46,41.3,6,21,28.6,1,2,50.0,2,18,20,12,6,4,1,9,-5
1189,BOS,BOS vs. BKN,11/27/2019,,W,24,64,21,50,42.0,6,18,33.3,16,18,88.9,14,21,35,13,7,5,5,12,17
1190,PHX,PHX vs. WAS,11/27/2019,,L,24,63,21,50,42.0,8,25,32.0,13,15,86.7,9,17,26,12,7,4,5,10,-3
1191,ATL,ATL @ MIL,11/27/2019,,L,24,43,18,48,37.5,4,16,25.0,3,6,50.0,5,18,23,9,10,2,4,14,-8
1192,BKN,BKN @ BOS,11/27/2019,,L,24,47,15,43,34.9,9,29,31.0,8,16,50.0,7,10,17,14,10,3,3,15,-17
1193,WAS,WAS @ PHX,11/27/2019,,W,24,66,22,43,51.2,8,19,42.1,14,15,93.3,2,18,20,12,9,4,1,11,3
1194,CLE,CLE vs. ORL,11/27/2019,,L,24,52,17,44,38.6,7,22,31.8,11,12,91.7,8,16,24,9,10,4,0,8,-5
1195,POR,POR vs. OKC,11/27/2019,,W,24,73,26,49,53.1,8,17,47.1,13,13,100.0,4,22,26,8,4,1,0,23,4
1196,UTA,UTA @ IND,11/27/2019,,L,24,59,20,40,50.0,7,15,46.7,12,15,80.0,6,13,19,11,10,4,1,12,-9
1197,GSW,GSW vs. CHI,11/27/2019,,W,24,51,19,35,54.3,7,15,46.7,6,8,75.0,2,17,19,17,12,8,5,9,9
1198,TOR,TOR vs. NYK,11/27/2019,,W,24,68,24,45,53.3,12,17,70.6,8,11,72.7,8,15,23,17,6,3,2,9,16
1199,PHI,PHI vs. SAC,11/27/2019,,W,24,50,16,36,44.4,4,16,25.0,14,16,87.5,2,23,25,10,7,6,6,5,5
1200,IND,IND vs. UTA,11/27/2019,,W,24,68,27,49,55.1,6,12,50.0,8,10,80.0,6,12,18,12,5,5,2,12,9
1201,MEM,MEM vs. LAC,11/27/2019,,L,24,59,21,46,45.7,7,13,53.8,10,11,90.9,9,18,27,10,11,4,0,12,2
1202,MIA,MIA @ HOU,11/27/2019,,L,24,66,22,41,53.7,6,15,40.0,16,21,76.2,6,18,24,13,7,4,2,15,15
1203,SAS,SAS vs. MIN,11/27/2019,,L,24,54,23,50,46.0,3,14,21.4,5,7,71.4,5,18,23,14,1,1,3,10,-2
1204,DET,DET @ CHA,11/27/2019,,L,24,41,18,45,40.0,5,16,31.3,0,2,0.0,4,19,23,10,3,1,1,11,-6
1205,OKC,OKC @ POR,11/27/2019,,L,24,69,19,42,45.2,5,17,29.4,26,31,83.9,4,15,19,8,2,2,0,12,-4
1206,DAL,DAL vs. LAC,11/26/2019,,L,24,53,19,44,43.2,5,16,31.3,10,15,66.7,3,18,21,8,7,7,1,11,1
1207,DEN,DEN vs. WAS,11/26/2019,,W,24,53,20,43,46.5,2,11,18.2,11,12,91.7,6,23,29,14,14,4,1,10,-4
1208,LAC,LAC @ DAL,11/26/2019,,W,24,52,18,41,43.9,1,11,9.1,15,19,78.9,4,23,27,8,9,5,2,14,-1
1209,WAS,WAS @ DEN,11/26/2019,,L,24,57,22,48,45.8,9,24,37.5,4,7,57.1,2,16,18,14,6,5,2,12,4
1210,MEM,MEM @ IND,11/25/2019,,L,24,58,23,46,50.0,7,17,41.2,5,7,71.4,4,21,25,17,6,3,4,8,-1
1211,GSW,GSW vs. OKC,11/25/2019,,L,24,38,14,44,31.8,5,12,41.7,5,5,100.0,4,19,23,11,8,3,4,7,-9
1212,PHI,PHI @ TOR,11/25/2019,,L,24,47,18,39,46.2,8,18,44.4,3,8,37.5,3,18,21,12,8,3,2,10,-3
1213,TOR,TOR vs. PHI,11/25/2019,,W,24,50,19,40,47.5,6,14,42.9,6,11,54.5,3,16,19,14,4,4,3,8,3
1214,MIL,MIL vs. UTA,11/25/2019,,W,24,74,25,52,48.1,10,24,41.7,14,15,93.3,10,17,27,13,2,2,3,4,13
1215,ATL,ATL vs. MIN,11/25/2019,,L,24,49,17,49,34.7,3,19,15.8,12,15,80.0,6,17,23,10,9,3,2,14,-22
1216,ORL,ORL @ DET,11/25/2019,,L,24,33,11,39,28.2,2,10,20.0,9,12,75.0,2,14,16,6,3,5,1,8,-17
1217,MIN,MIN @ ATL,11/25/2019,,W,24,71,22,48,45.8,7,14,50.0,20,23,87.0,9,21,30,12,6,6,3,12,22
1218,CLE,CLE vs. BKN,11/25/2019,,L,24,55,21,49,42.9,7,18,38.9,6,9,66.7,7,14,21,10,7,1,3,9,-1
1219,CHI,CHI vs. POR,11/25/2019,,L,24,40,15,42,35.7,2,18,11.1,8,11,72.7,4,13,17,11,9,5,1,8,-15
1220,POR,POR @ CHI,11/25/2019,,W,24,55,23,42,54.8,3,11,27.3,6,8,75.0,4,21,25,11,9,6,4,11,15
1221,SAC,SAC @ BOS,11/25/2019,,L,24,56,19,39,48.7,12,23,52.2,6,8,75.0,3,15,18,14,6,1,4,11,6
1222,CHA,CHA @ MIA,11/25/2019,,L,24,42,14,46,30.4,3,16,18.8,11,15,73.3,7,11,18,11,6,8,0,13,-6
1223,MIA,MIA vs. CHA,11/25/2019,,W,24,48,17,30,56.7,1,9,11.1,13,17,76.5,2,24,26,14,14,5,2,12,6
1224,UTA,UTA @ MIL,11/25/2019,,L,24,61,23,44,52.3,12,27,44.4,3,4,75.0,0,14,14,11,5,1,2,12,-13
1225,BOS,BOS vs. SAC,11/25/2019,,W,24,50,18,42,42.9,3,14,21.4,11,12,91.7,5,13,18,9,4,2,3,8,-6
1226,OKC,OKC @ GSW,11/25/2019,,W,24,47,19,45,42.2,6,17,35.3,3,4,75.0,4,18,22,13,5,4,9,7,9
1227,BKN,BKN @ CLE,11/25/2019,,W,24,56,21,47,44.7,5,17,29.4,9,11,81.8,9,14,23,14,3,4,6,13,1
1228,LAL,LAL @ SAS,11/25/2019,,W,24,60,22,41,53.7,9,19,47.4,7,11,63.6,2,18,20,17,3,4,3,11,12
1229,IND,IND vs. MEM,11/25/2019,,W,24,59,22,45,48.9,11,21,52.4,4,6,66.7,2,17,19,13,6,4,2,5,1
1230,DET,DET vs. ORL,11/25/2019,,W,24,50,17,39,43.6,8,22,36.4,8,9,88.9,6,25,31,12,9,2,4,8,17
1231,SAS,SAS vs. LAL,11/25/2019,,L,24,48,17,43,39.5,3,11,27.3,11,13,84.6,4,17,21,9,7,2,1,11,-12
1232,DEN,DEN vs. PHX,11/24/2019,,W,24,64,23,43,53.5,9,15,60.0,9,14,64.3,8,16,24,13,5,3,2,9,17
1233,NYK,NYK vs. BKN,11/24/2019,,L,24,55,19,38,50.0,9,16,56.3,8,11,72.7,4,15,19,10,7,2,2,18,4
1234,LAC,LAC vs. NOP,11/24/2019,,W,24,62,21,46,45.7,4,18,22.2,16,17,94.1,8,17,25,12,4,3,3,13,9
1235,WAS,WAS vs. SAC,11/24/2019,,L,24,49,21,45,46.7,6,20,30.0,1,3,33.3,5,16,21,15,7,1,1,11,-7
1236,NOP,NOP @ LAC,11/24/2019,,L,24,53,21,43,48.8,5,19,26.3,6,14,42.9,6,14,20,12,6,0,4,13,-9
1237,SAC,SAC @ WAS,11/24/2019,,W,24,56,19,36,52.8,9,18,50.0,9,12,75.0,0,15,15,12,6,5,2,6,7
1238,PHX,PHX @ DEN,11/24/2019,,L,24,47,19,40,47.5,4,14,28.6,5,7,71.4,4,12,16,11,6,1,1,10,-17
1239,DAL,DAL @ HOU,11/24/2019,,W,24,59,20,46,43.5,7,23,30.4,12,14,85.7,2,16,18,12,5,3,4,8,-4
1240,BKN,BKN @ NYK,11/24/2019,,W,24,51,13,36,36.1,5,13,38.5,20,27,74.1,6,11,17,8,5,1,1,10,-4
1241,HOU,HOU vs. DAL,11/24/2019,,L,24,63,24,51,47.1,5,21,23.8,10,13,76.9,9,21,30,13,3,2,2,14,4
1242,ATL,ATL vs. TOR,11/23/2019,,L,24,55,21,43,48.8,9,21,42.9,4,5,80.0,3,8,11,14,7,6,3,16,-12
1243,CHA,CHA vs. CHI,11/23/2019,,L,24,66,26,38,68.4,5,12,41.7,9,12,75.0,4,14,18,15,7,1,4,8,6
1244,MIL,MIL vs. DET,11/23/2019,,W,24,50,20,43,46.5,6,21,28.6,4,10,40.0,8,19,27,11,11,7,4,7,7
1245,LAL,LAL @ MEM,11/23/2019,,W,24,54,19,44,43.2,9,24,37.5,7,11,63.6,6,13,19,11,6,6,3,10,9
1246,PHX,PHX @ MIN,11/23/2019,,W,24,48,14,44,31.8,2,13,15.4,18,19,94.7,5,22,27,5,3,4,0,10,-5
1247,TOR,TOR @ ATL,11/23/2019,,W,24,67,23,43,53.5,6,16,37.5,15,18,83.3,10,17,27,12,10,2,3,9,12
1248,MEM,MEM vs. LAL,11/23/2019,,L,24,45,18,44,40.9,4,16,25.0,5,6,83.3,9,18,27,9,13,4,3,9,-9
1249,PHI,PHI vs. MIA,11/23/2019,,W,24,58,21,41,51.2,9,18,50.0,7,8,87.5,4,15,19,14,7,4,1,14,7
1250,MIN,MIN vs. PHX,11/23/2019,,L,24,53,20,43,46.5,6,20,30.0,7,14,50.0,4,24,28,16,5,1,6,12,5
1251,CHI,CHI @ CHA,11/23/2019,,W,24,60,23,46,50.0,12,25,48.0,2,4,50.0,6,8,14,9,6,5,2,10,-6
1252,UTA,UTA vs. NOP,11/23/2019,,W,24,54,17,37,45.9,6,14,42.9,14,17,82.4,2,17,19,9,12,2,2,12,-12
1253,ORL,ORL @ IND,11/23/2019,,L,24,61,23,45,51.1,9,21,42.9,6,7,85.7,3,13,16,12,7,7,2,11,5
1254,POR,POR @ CLE,11/23/2019,,L,24,62,24,42,57.1,7,18,38.9,7,9,77.8,3,14,17,11,5,3,2,13,1
1255,NYK,NYK vs. SAS,11/23/2019,,L,24,61,22,50,44.0,11,24,45.8,6,11,54.5,7,15,22,17,4,7,1,13,18
1256,DET,DET @ MIL,11/23/2019,,L,24,43,17,42,40.5,7,19,36.8,2,2,100.0,0,17,17,11,10,4,0,10,-7
1257,CLE,CLE vs. POR,11/23/2019,,W,24,61,19,39,48.7,7,17,41.2,16,21,76.2,4,16,20,12,6,5,0,7,-1
