,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
1191,MIN,MIN @ MIL,01/01/2020,,L,48,104,34,91,37.4,15,46,32.6,21,28,75.0,6,42,48,18,12,7,8,25,-2
1192,DAL,DAL @ OKC,12/31/2019,,L,48,101,33,93,35.5,15,51,29.4,20,27,74.1,17,32,49,19,11,5,4,24,-5
1193,BKN,BKN @ MIN,12/30/2019,,L,53,115,40,99,40.4,15,41,36.6,20,27,74.1,7,51,58,22,17,4,6,25,-7
1194,TOR,TOR vs. OKC,12/29/2019,,L,48,97,35,83,42.2,15,40,37.5,12,12,100.0,8,34,42,21,17,7,2,20,-1
1195,HOU,HOU @ NOP,12/29/2019,,L,48,112,42,81,51.9,15,39,38.5,13,20,65.0,8,33,41,29,17,5,3,16,-15
1196,CHI,CHI vs. ATL,12/28/2019,,W,48,116,43,87,49.4,15,31,48.4,15,19,78.9,13,38,51,22,17,13,5,15,35
1197,POR,POR vs. LAL,12/28/2019,,L,48,120,41,86,47.7,15,35,42.9,23,27,85.2,9,30,39,18,16,4,8,22,-8
1198,POR,POR @ UTA,12/26/2019,,L,48,115,43,89,48.3,15,34,44.1,14,19,73.7,11,32,43,14,12,4,1,21,-6
1199,MEM,MEM vs. SAS,12/23/2019,,L,48,115,45,96,46.9,15,37,40.5,10,16,62.5,11,24,35,28,13,7,0,19,-30
1200,ATL,ATL @ CLE,12/23/2019,,L,48,118,45,95,47.4,15,42,35.7,13,17,76.5,5,32,37,23,16,11,7,20,-3
1201,HOU,HOU @ SAC,12/23/2019,,W,48,113,39,87,44.8,15,39,38.5,20,23,87.0,6,33,39,18,11,10,3,22,9
1202,NYK,NYK vs. WAS,12/23/2019,,L,48,115,44,93,47.3,15,36,41.7,12,15,80.0,11,33,44,29,14,4,10,25,-6
1203,DEN,DEN @ PHX,12/23/2019,,W,48,113,43,78,55.1,15,28,53.6,12,15,80.0,6,33,39,31,21,10,1,24,2
1204,NOP,NOP @ POR,12/23/2019,,W,48,102,38,93,40.9,15,35,42.9,11,16,68.8,13,42,55,23,13,6,6,19,8
1205,SAS,SAS @ MEM,12/23/2019,,W,48,145,60,89,67.4,15,24,62.5,10,14,71.4,4,42,46,36,12,9,4,14,30
1206,DAL,DAL @ TOR,12/22/2019,,L,48,107,35,90,38.9,15,46,32.6,22,27,81.5,14,39,53,27,17,6,4,22,-3
1207,MIL,MIL vs. IND,12/22/2019,,W,48,117,44,104,42.3,15,44,34.1,14,17,82.4,16,45,61,31,10,10,9,7,28
1208,MIN,MIN @ POR,12/21/2019,,L,48,106,38,87,43.7,15,37,40.5,15,16,93.8,7,32,39,16,17,8,8,18,-7
1209,MEM,MEM vs. SAC,12/21/2019,,W,48,119,40,83,48.2,15,35,42.9,24,29,82.8,8,36,44,32,14,8,6,16,4
1210,DAL,DAL vs. BOS,12/18/2019,,L,48,103,34,87,39.1,15,43,34.9,20,25,80.0,10,32,42,23,8,7,10,20,-6
1211,UTA,UTA vs. ORL,12/17/2019,,W,48,109,42,90,46.7,15,36,41.7,10,16,62.5,10,48,58,27,14,3,3,16,7
1212,ATL,ATL @ NYK,12/17/2019,,L,48,120,45,99,45.5,15,43,34.9,15,20,75.0,9,27,36,20,11,7,3,21,-23
1213,CLE,CLE @ MIL,12/14/2019,,L,48,108,41,90,45.6,15,35,42.9,11,15,73.3,12,33,45,27,18,10,3,19,-17
1214,ORL,ORL vs. HOU,12/13/2019,,L,48,107,40,91,44.0,15,37,40.5,12,16,75.0,13,24,37,24,7,3,6,15,-23
1215,DET,DET vs. DAL,12/12/2019,,L,48,111,40,89,44.9,15,42,35.7,16,23,69.6,5,29,34,23,8,8,2,16,-11
1216,CLE,CLE @ SAS,12/12/2019,,W,53,117,44,96,45.8,15,45,33.3,14,20,70.0,11,39,50,22,19,6,3,22,8
1217,MIN,MIN vs. UTA,12/11/2019,,L,48,116,40,91,44.0,15,41,36.6,21,26,80.8,15,27,42,18,12,9,3,19,-11
1218,CHA,CHA @ BKN,12/11/2019,,W,48,113,36,88,40.9,15,35,42.9,26,32,81.3,15,32,47,20,8,2,6,23,5
1219,MEM,MEM @ GSW,12/09/2019,,W,48,110,41,82,50.0,15,40,37.5,13,17,76.5,1,41,42,29,20,13,6,20,8
1220,BOS,BOS vs. CLE,12/09/2019,,W,48,110,45,78,57.7,15,27,55.6,5,8,62.5,5,34,39,22,18,8,9,19,22
1221,MIN,MIN @ LAL,12/08/2019,,L,48,125,44,84,52.4,15,37,40.5,22,26,84.6,6,25,31,27,16,5,6,18,-17
1222,LAC,LAC @ WAS,12/08/2019,,W,48,135,50,96,52.1,15,40,37.5,20,27,74.1,9,36,45,27,12,8,4,26,16
1223,BKN,BKN @ CHA,12/06/2019,,W,48,111,42,88,47.7,15,38,39.5,12,15,80.0,15,34,49,35,18,12,5,21,7
1224,PHX,PHX @ ORL,12/04/2019,,L,48,114,43,88,48.9,15,33,45.5,13,20,65.0,8,21,29,36,13,10,0,20,-14
1225,HOU,HOU @ SAS,12/03/2019,,L,58,133,42,111,37.8,15,51,29.4,34,36,94.4,18,42,60,22,17,11,7,30,-2
1226,MIA,MIA @ TOR,12/03/2019,,W,53,121,45,99,45.5,15,38,39.5,16,21,76.2,10,45,55,29,14,4,7,27,11
1227,ORL,ORL @ WAS,12/03/2019,,W,48,127,46,90,51.1,15,31,48.4,20,27,74.1,8,40,48,26,13,3,4,18,7
1228,DET,DET vs. SAS,12/01/2019,,W,48,132,52,88,59.1,15,31,48.4,13,18,72.2,11,39,50,33,17,5,5,14,34
1229,BOS,BOS @ NYK,12/01/2019,,W,48,113,41,93,44.1,15,41,36.6,16,22,72.7,16,28,44,25,14,5,7,28,9
1230,ATL,ATL @ HOU,11/30/2019,,L,48,111,38,89,42.7,15,46,32.6,20,25,80.0,8,21,29,26,14,5,2,23,-47
1231,CHA,CHA @ MIL,11/30/2019,,L,48,96,37,101,36.6,15,45,33.3,7,8,87.5,15,38,53,21,12,4,1,18,-41
1232,DET,DET vs. CHA,11/29/2019,,L,48,107,41,83,49.4,15,35,42.9,10,20,50.0,14,31,45,27,14,5,4,16,-3
1233,HOU,HOU vs. MIA,11/27/2019,,W,48,117,38,83,45.8,15,44,34.1,26,33,78.8,9,34,43,19,15,11,2,22,9
1234,PHX,PHX vs. WAS,11/27/2019,,L,48,132,48,93,51.6,15,38,39.5,21,24,87.5,12,28,40,29,15,7,6,21,-8
1235,PHI,PHI @ TOR,11/25/2019,,L,48,96,36,88,40.9,15,40,37.5,9,16,56.3,14,37,51,25,16,7,3,20,-5
1236,MIN,MIN @ ATL,11/25/2019,,W,48,125,41,90,45.6,15,35,42.9,28,36,77.8,14,33,47,27,14,10,6,25,12
1237,UTA,UTA vs. NOP,11/23/2019,,W,48,128,42,82,51.2,15,36,41.7,29,33,87.9,7,42,49,29,18,2,4,21,8
1238,NYK,NYK vs. SAS,11/23/2019,,L,48,104,40,93,43.0,15,40,37.5,9,15,60.0,10,27,37,30,11,12,3,22,-7
1239,HOU,HOU @ LAC,11/22/2019,,L,48,119,39,84,46.4,15,43,34.9,26,38,68.4,11,32,43,22,15,11,2,27,-3
1240,MIL,MIL @ CHI,11/18/2019,,W,48,115,38,82,46.3,15,41,36.6,24,35,68.6,8,40,48,24,15,12,9,16,14
1241,CHA,CHA @ TOR,11/18/2019,,L,48,96,33,78,42.3,15,45,33.3,15,24,62.5,9,28,37,26,20,3,8,19,-36
1242,ORL,ORL vs. WAS,11/17/2019,,W,48,125,43,87,49.4,15,38,39.5,24,26,92.3,11,41,52,25,14,5,3,15,4
1243,LAL,LAL vs. ATL,11/17/2019,,W,48,122,47,89,52.8,15,35,42.9,13,16,81.3,10,32,42,26,17,10,14,19,21
1244,DET,DET @ CHA,11/15/2019,,L,48,106,40,81,49.4,15,35,42.9,11,11,100.0,7,35,42,25,21,3,3,19,-3
1245,PHX,PHX vs. ATL,11/14/2019,,W,48,128,41,85,48.2,15,39,38.5,31,38,81.6,7,32,39,32,20,6,2,24,16
1246,DET,DET @ MIA,11/12/2019,,L,48,108,34,78,43.6,15,41,36.6,25,37,67.6,8,24,32,27,16,9,9,28,-9
1247,ATL,ATL @ DEN,11/12/2019,,W,48,125,44,83,53.0,15,34,44.1,22,34,64.7,10,35,45,30,15,1,5,21,4
1248,MIN,MIN @ DET,11/11/2019,,W,48,120,45,89,50.6,15,34,44.1,15,19,78.9,11,34,45,25,17,7,6,23,6
1249,BOS,BOS vs. DAL,11/11/2019,,W,48,116,41,86,47.7,15,35,42.9,19,25,76.0,10,36,46,25,9,4,5,27,10
1250,ORL,ORL vs. IND,11/10/2019,,L,48,102,41,89,46.1,15,36,41.7,5,6,83.3,7,30,37,27,11,5,11,10,-7
1251,UTA,UTA vs. MIL,11/08/2019,,W,48,103,34,84,40.5,15,36,41.7,20,29,69.0,11,45,56,15,20,3,1,27,3
1252,MIA,MIA @ PHX,11/07/2019,,W,48,124,45,82,54.9,15,28,53.6,19,24,79.2,5,36,41,22,15,9,5,28,16
1253,DET,DET vs. NYK,11/06/2019,,W,48,122,44,79,55.7,15,30,50.0,19,24,79.2,8,35,43,37,17,7,1,17,20
1254,SAC,SAC @ NYK,11/03/2019,,W,48,113,41,85,48.2,15,39,38.5,16,25,64.0,10,40,50,25,14,7,5,29,21
1255,OKC,OKC vs. NOP,11/02/2019,,W,48,115,41,90,45.6,15,37,40.5,18,23,78.3,8,36,44,20,12,8,11,20,11
1256,TOR,TOR @ MIL,11/02/2019,,L,48,105,34,84,40.5,15,36,41.7,22,25,88.0,7,35,42,24,14,5,6,22,-10
1257,NOP,NOP vs. DEN,10/31/2019,,W,48,122,41,77,53.2,15,33,45.5,25,32,78.1,2,35,37,30,16,7,4,21,15
1258,PHX,PHX @ GSW,10/30/2019,,W,48,121,44,96,45.8,15,36,41.7,18,21,85.7,13,32,45,33,17,12,4,22,11
1259,NOP,NOP vs. GSW,10/28/2019,,L,48,123,48,103,46.6,15,47,31.9,12,22,54.5,11,30,41,36,15,13,7,20,-11
1260,OKC,OKC vs. GSW,10/27/2019,,W,48,120,44,78,56.4,15,32,46.9,17,22,77.3,8,42,50,24,24,8,5,26,28
1261,BKN,BKN @ MEM,10/27/2019,,L,53,133,44,101,43.6,15,45,33.3,30,37,81.1,11,42,53,28,17,6,5,22,-1
1262,MIA,MIA @ MIN,10/27/2019,,L,48,109,42,85,49.4,15,36,41.7,10,15,66.7,7,34,41,25,23,7,9,23,-7
1263,TOR,TOR @ CHI,10/26/2019,,W,48,108,38,82,46.3,15,42,35.7,17,18,94.4,10,49,59,27,24,9,12,25,24
1264,BOS,BOS @ NYK,10/26/2019,,W,48,118,42,93,45.2,15,41,36.6,19,29,65.5,13,33,46,24,13,14,9,26,23
1265,NOP,NOP vs. DAL,10/25/2019,,L,48,116,45,98,45.9,15,41,36.6,11,15,73.3,12,36,48,30,14,6,3,22,-7
1266,SAC,SAC vs. POR,10/25/2019,,L,48,112,37,87,42.5,15,37,40.5,23,27,85.2,13,30,43,17,17,10,2,26,-10
1267,GSW,GSW vs. LAC,10/24/2019,,L,48,122,39,99,39.4,15,42,35.7,29,30,96.7,15,27,42,27,13,7,0,21,-19
1268,BKN,BKN vs. MIN,10/23/2019,,L,53,126,48,101,47.5,15,34,44.1,15,26,57.7,10,38,48,19,16,8,9,30,-1
1269,NOP,NOP @ CHI,02/06/2020,,W,48,125,49,87,56.3,16,38,42.1,11,19,57.9,9,36,45,38,21,12,7,20,6
1270,MIA,MIA @ LAC,02/05/2020,,L,48,111,40,93,43.0,16,42,38.1,15,21,71.4,10,36,46,29,9,7,2,16,-17
1271,ORL,ORL @ CHA,02/03/2020,,W,48,112,43,80,53.8,16,34,47.1,10,17,58.8,8,29,37,35,10,7,3,12,12
1272,MIA,MIA vs. PHI,02/03/2020,,W,48,137,48,85,56.5,16,32,50.0,25,30,83.3,6,29,35,27,3,8,1,18,31
1273,HOU,HOU vs. NOP,02/02/2020,,W,48,117,41,105,39.0,16,51,31.4,19,22,86.4,11,32,43,22,8,14,3,18,8
1274,TOR,TOR vs. CHI,02/02/2020,,W,48,129,47,84,56.0,16,34,47.1,19,23,82.6,12,34,46,28,15,6,5,18,27
1275,CLE,CLE vs. GSW,02/01/2020,,L,48,112,41,95,43.2,16,44,36.4,14,14,100.0,13,33,46,26,16,8,3,15,-19
1276,BKN,BKN @ WAS,02/01/2020,,L,48,107,39,94,41.5,16,47,34.0,13,21,61.9,12,41,53,25,16,5,7,22,-6
1277,NOP,NOP vs. BOS,01/26/2020,,W,48,123,44,92,47.8,16,36,44.4,19,29,65.5,18,36,54,31,20,7,5,21,15
1278,SAS,SAS vs. TOR,01/26/2020,,L,48,106,34,82,41.5,16,37,43.2,22,24,91.7,7,41,48,27,17,5,8,15,-4
1279,TOR,TOR @ SAS,01/26/2020,,W,48,110,41,99,41.4,16,50,32.0,12,15,80.0,14,36,50,31,9,11,2,22,4
1280,DAL,DAL @ UTA,01/25/2020,,L,48,107,42,97,43.3,16,41,39.0,7,13,53.8,10,34,44,19,9,6,3,24,-5
1281,LAC,LAC @ MIA,01/24/2020,,W,48,122,43,94,45.7,16,35,45.7,20,23,87.0,11,37,48,33,9,5,3,21,5
1282,WAS,WAS @ CLE,01/23/2020,,W,48,124,47,85,55.3,16,36,44.4,14,18,77.8,7,34,41,28,10,3,3,18,12
1283,BOS,BOS vs. LAL,01/20/2020,,W,48,139,52,93,55.9,16,34,47.1,19,29,65.5,14,34,48,31,12,10,5,26,32
1284,MIA,MIA vs. SAC,01/20/2020,,W,53,118,42,83,50.6,16,42,38.1,18,22,81.8,5,37,42,26,21,9,3,20,5
1285,MIL,MIL vs. BOS,01/16/2020,,W,48,128,43,87,49.4,16,31,51.6,26,37,70.3,7,43,50,21,10,6,6,22,5
1286,OKC,OKC vs. TOR,01/15/2020,,L,48,121,43,85,50.6,16,42,38.1,19,20,95.0,4,27,31,32,20,14,3,17,-9
1287,HOU,HOU vs. POR,01/15/2020,,L,48,107,38,96,39.6,16,49,32.7,15,23,65.2,12,38,50,24,12,4,4,22,-10
1288,POR,POR vs. CHA,01/13/2020,,W,48,115,42,83,50.6,16,37,43.2,15,19,78.9,9,38,47,26,13,4,5,21,3
1289,MEM,MEM vs. SAS,01/10/2020,,W,48,134,52,100,52.0,16,38,42.1,14,16,87.5,11,38,49,39,8,5,6,20,13
1290,MIA,MIA @ IND,01/08/2020,,W,48,122,43,81,53.1,16,38,42.1,20,25,80.0,3,38,41,28,11,8,4,22,14
1291,UTA,UTA vs. NYK,01/08/2020,,W,48,128,49,90,54.4,16,43,37.2,14,23,60.9,12,38,50,29,7,6,6,15,24
1292,UTA,UTA @ NOP,01/06/2020,,W,48,128,46,90,51.1,16,33,48.5,20,24,83.3,7,36,43,19,8,3,3,25,2
1293,DAL,DAL vs. CHI,01/06/2020,,W,48,118,44,84,52.4,16,41,39.0,14,19,73.7,11,32,43,25,15,5,6,12,8
1294,NOP,NOP @ SAC,01/04/2020,,W,48,117,38,87,43.7,16,45,35.6,25,33,75.8,9,35,44,28,15,11,3,25,2
1295,UTA,UTA @ ORL,01/04/2020,,W,48,109,42,93,45.2,16,40,40.0,9,14,64.3,14,37,51,22,8,3,3,10,13
1296,ATL,ATL @ BOS,01/03/2020,,L,48,106,39,93,41.9,16,45,35.6,12,15,80.0,6,36,42,26,14,6,5,24,-3
1297,HOU,HOU vs. DEN,12/31/2019,,W,48,130,46,87,52.9,16,34,47.1,22,31,71.0,13,30,43,20,15,6,7,17,26
1298,MIA,MIA vs. IND,12/27/2019,,W,48,113,40,89,44.9,16,38,42.1,17,19,89.5,14,42,56,29,13,3,2,12,1
1299,DAL,DAL vs. SAS,12/26/2019,,W,48,102,38,90,42.2,16,40,40.0,10,15,66.7,13,39,52,22,14,7,3,11,4
1300,HOU,HOU @ GSW,12/25/2019,,L,48,104,37,100,37.0,16,51,31.4,14,16,87.5,14,35,49,19,12,8,3,25,-12
1301,DET,DET vs. CHI,12/21/2019,,L,48,107,40,87,46.0,16,35,45.7,11,12,91.7,6,23,29,30,16,14,4,20,-12
1302,LAC,LAC vs. HOU,12/19/2019,,L,48,117,43,86,50.0,16,37,43.2,15,19,78.9,7,31,38,23,18,10,7,24,-5
1303,MIL,MIL vs. LAL,12/19/2019,,W,48,111,36,77,46.8,16,39,41.0,23,32,71.9,8,32,40,22,14,14,7,25,7
1304,GSW,GSW @ POR,12/18/2019,,L,48,112,41,103,39.8,16,38,42.1,14,23,60.9,17,33,50,24,8,7,7,23,-10
1305,DAL,DAL @ MIL,12/16/2019,,W,48,120,41,88,46.6,16,41,39.0,22,27,81.5,8,44,52,27,14,5,6,23,4
1306,OKC,OKC vs. CHI,12/16/2019,,W,48,109,35,69,50.7,16,34,47.1,23,28,82.1,9,33,42,21,26,8,6,15,3
1307,TOR,TOR vs. CLE,12/16/2019,,W,48,133,52,89,58.4,16,32,50.0,13,17,76.5,6,35,41,31,7,7,2,19,20
1308,MIA,MIA @ DAL,12/14/2019,,W,53,122,39,91,42.9,16,40,40.0,28,34,82.4,5,44,49,27,10,8,3,18,4
1309,UTA,UTA vs. GSW,12/13/2019,,W,48,114,37,79,46.8,16,38,42.1,24,31,77.4,7,36,43,22,13,5,3,20,8
1310,DAL,DAL @ DET,12/12/2019,,W,48,122,45,88,51.1,16,44,36.4,16,23,69.6,11,41,52,25,11,4,5,21,11
1311,UTA,UTA @ MIN,12/11/2019,,W,48,127,47,83,56.6,16,35,45.7,17,22,77.3,11,34,45,23,16,4,7,22,11
1312,NOP,NOP @ MIL,12/11/2019,,L,48,112,39,88,44.3,16,45,35.6,18,22,81.8,7,35,42,29,21,8,5,17,-15
1313,CHA,CHA vs. WAS,12/10/2019,,W,48,114,38,85,44.7,16,41,39.0,22,28,78.6,11,37,48,22,13,4,4,26,7
1314,MIL,MIL vs. ORL,12/09/2019,,W,48,110,43,92,46.7,16,41,39.0,8,15,53.3,10,44,54,30,15,7,4,19,9
1315,PHX,PHX vs. MIN,12/09/2019,,W,48,125,47,95,49.5,16,40,40.0,15,19,78.9,12,30,42,31,9,5,5,23,16
1316,POR,POR vs. SAC,12/04/2019,,W,48,127,47,84,56.0,16,32,50.0,17,21,81.0,6,37,43,28,12,6,10,18,11
1317,BOS,BOS vs. MIA,12/04/2019,,W,48,112,35,79,44.3,16,41,39.0,26,32,81.3,10,36,46,21,11,8,8,20,19
1318,IND,IND @ MEM,12/02/2019,,W,48,117,44,88,50.0,16,38,42.1,13,15,86.7,8,36,44,31,15,4,2,22,13
1319,CHI,CHI @ SAC,12/02/2019,,W,48,113,36,75,48.0,16,37,43.2,25,29,86.2,3,29,32,20,18,9,0,20,7
1320,MIL,MIL vs. NYK,12/02/2019,,W,48,132,48,86,55.8,16,35,45.7,20,32,62.5,10,47,57,30,14,7,4,23,44
1321,MEM,MEM @ MIN,12/01/2019,,W,48,115,41,100,41.0,16,40,40.0,17,21,81.0,12,38,50,27,11,8,3,26,8
1322,LAC,LAC vs. NOP,11/24/2019,,W,48,134,46,98,46.9,16,43,37.2,26,33,78.8,16,40,56,27,8,4,5,21,25
1323,NOP,NOP @ PHX,11/21/2019,,W,48,124,47,88,53.4,16,35,45.7,14,22,63.6,8,36,44,28,18,8,6,25,3
1324,MIL,MIL vs. POR,11/21/2019,,W,48,137,50,106,47.2,16,43,37.2,21,26,80.8,18,40,58,32,12,7,3,20,8
1325,POR,POR @ NOP,11/19/2019,,L,48,104,40,92,43.5,16,29,55.2,8,13,61.5,11,37,48,20,17,5,4,23,-11
1326,MEM,MEM vs. DEN,11/17/2019,,L,48,114,39,84,46.4,16,36,44.4,20,24,83.3,9,36,45,29,16,4,3,17,-17
1327,NOP,NOP @ MIA,11/16/2019,,L,48,94,37,82,45.1,16,35,45.7,4,6,66.7,7,24,31,23,18,10,2,16,-15
1328,SAC,SAC @ LAL,11/15/2019,,L,48,97,36,82,43.9,16,39,41.0,9,9,100.0,10,33,43,24,18,7,0,22,-2
1329,CHA,CHA vs. MEM,11/13/2019,,L,48,117,43,87,49.4,16,36,44.4,15,19,78.9,7,27,34,27,15,8,5,12,-2
1330,BOS,BOS vs. WAS,11/13/2019,,W,48,140,49,96,51.0,16,36,44.4,26,29,89.7,10,34,44,32,12,5,5,26,7
1331,PHX,PHX vs. LAL,11/12/2019,,L,48,115,43,91,47.3,16,38,42.1,13,17,76.5,6,33,39,32,11,3,4,22,-8
1332,UTA,UTA @ GSW,11/11/2019,,W,48,122,40,81,49.4,16,35,45.7,26,32,81.3,5,38,43,30,12,3,3,16,14
1333,DET,DET vs. MIN,11/11/2019,,L,48,114,39,87,44.8,16,32,50.0,20,25,80.0,12,27,39,25,17,9,5,22,-6
1334,BKN,BKN @ POR,11/08/2019,,W,48,119,41,99,41.4,16,37,43.2,21,30,70.0,16,35,51,18,9,6,9,25,4
1335,MIN,MIN @ MEM,11/06/2019,,L,48,121,43,96,44.8,16,45,35.6,19,26,73.1,10,26,36,29,11,9,7,22,-16
1336,BKN,BKN vs. NOP,11/04/2019,,W,48,135,49,92,53.3,16,41,39.0,21,28,75.0,12,33,45,32,23,13,3,18,10
1337,CHI,CHI vs. DET,11/01/2019,,W,48,112,39,89,43.8,16,40,40.0,18,23,78.3,11,31,42,29,17,6,1,18,6
1338,CHA,CHA @ SAC,10/30/2019,,W,48,118,46,84,54.8,16,32,50.0,10,14,71.4,10,36,46,30,21,8,3,17,7
1339,MIA,MIA @ MIL,10/26/2019,,W,53,131,46,101,45.5,16,44,36.4,23,36,63.9,8,46,54,33,18,7,3,30,5
1340,WAS,WAS @ SAS,10/26/2019,,L,48,122,47,95,49.5,16,34,47.1,12,17,70.6,8,33,41,30,13,3,8,15,-2
1341,BKN,BKN vs. NYK,10/25/2019,,W,48,113,37,78,47.4,16,37,43.2,23,34,67.6,11,35,46,21,26,11,2,26,4
1342,HOU,HOU vs. MIL,10/24/2019,,L,48,111,33,90,36.7,16,48,33.3,29,39,74.4,10,47,57,25,14,6,6,25,-6
1343,MIL,MIL @ HOU,10/24/2019,,W,48,117,46,99,46.5,16,46,34.8,9,18,50.0,6,47,53,31,11,7,10,27,6
1344,DAL,DAL vs. MEM,02/05/2020,,L,48,107,34,94,36.2,17,43,39.5,22,24,91.7,12,30,42,19,9,5,6,18,-14
1345,DEN,DEN vs. POR,02/04/2020,,W,48,127,46,90,51.1,17,34,50.0,18,25,72.0,12,38,50,30,14,5,7,22,28
1346,UTA,UTA @ DEN,01/30/2020,,L,48,100,36,78,46.2,17,37,45.9,11,17,64.7,5,30,35,24,16,4,6,17,-6
1347,HOU,HOU @ POR,01/29/2020,,L,48,112,40,94,42.6,17,47,36.2,15,18,83.3,9,30,39,21,15,8,5,23,-13
1348,DEN,DEN @ MEM,01/28/2020,,L,48,96,32,86,37.2,17,45,37.8,15,18,83.3,13,31,44,23,19,9,4,16,-8
1349,TOR,TOR @ NYK,01/24/2020,,W,48,118,41,81,50.6,17,35,48.6,19,23,82.6,5,26,31,25,7,10,6,20,6
1350,IND,IND @ GSW,01/24/2020,,W,48,129,50,87,57.5,17,28,60.7,12,13,92.3,5,31,36,35,12,15,4,20,11
1351,UTA,UTA @ GSW,01/22/2020,,W,48,129,50,93,53.8,17,40,42.5,12,23,52.2,15,41,56,31,11,5,3,19,33
1352,MIA,MIA vs. WAS,01/22/2020,,W,53,134,43,85,50.6,17,33,51.5,31,36,86.1,6,37,43,29,16,3,6,18,5
1353,SAS,SAS @ PHX,01/20/2020,,W,48,120,43,87,49.4,17,31,54.8,17,22,77.3,6,25,31,30,9,12,7,23,2
1354,MIL,MIL @ BKN,01/18/2020,,W,48,117,45,89,50.6,17,37,45.9,10,16,62.5,5,49,54,30,20,8,6,16,20
1355,MIN,MIN @ IND,01/17/2020,,L,48,114,40,88,45.5,17,39,43.6,17,21,81.0,7,29,36,22,13,4,1,19,-2
1356,DEN,DEN @ GSW,01/16/2020,,W,53,134,47,100,47.0,17,35,48.6,23,26,88.5,15,41,56,31,21,11,6,23,3
1357,MIA,MIA vs. SAS,01/15/2020,,W,48,106,41,88,46.6,17,40,42.5,7,13,53.8,8,41,49,26,10,4,5,14,6
1358,TOR,TOR vs. SAS,01/12/2020,,L,48,104,39,96,40.6,17,48,35.4,9,11,81.8,8,37,45,30,12,7,3,23,-1
1359,GSW,GSW @ MEM,01/12/2020,,L,48,102,35,92,38.0,17,34,50.0,15,21,71.4,12,35,47,23,22,11,6,18,-20
1360,SAS,SAS @ MEM,01/10/2020,,L,48,121,42,87,48.3,17,40,42.5,20,23,87.0,5,32,37,29,11,3,6,17,-13
1361,LAL,LAL vs. NYK,01/07/2020,,W,48,117,41,82,50.0,17,36,47.2,18,21,85.7,6,42,48,27,19,11,11,19,30
1362,MIL,MIL vs. SAS,01/04/2020,,W,48,127,43,87,49.4,17,45,37.8,24,33,72.7,7,42,49,23,9,4,10,22,9
1363,TOR,TOR vs. CLE,12/31/2019,,W,48,117,40,84,47.6,17,39,43.6,20,25,80.0,10,35,45,29,12,5,7,15,20
1364,WAS,WAS vs. MIA,12/30/2019,,W,48,123,43,84,51.2,17,37,45.9,20,30,66.7,9,31,40,26,10,13,6,27,18
1365,CHI,CHI vs. MIL,12/30/2019,,L,48,102,40,107,37.4,17,44,38.6,5,8,62.5,14,29,43,26,10,10,2,20,-21
1366,MIN,MIN vs. BKN,12/30/2019,,W,53,122,42,104,40.4,17,44,38.6,21,29,72.4,11,49,60,20,14,12,8,22,7
1367,UTA,UTA @ LAC,12/28/2019,,W,48,120,45,86,52.3,17,35,48.6,13,17,76.5,6,41,47,25,13,4,2,20,13
1368,UTA,UTA @ CHA,12/21/2019,,W,48,114,39,75,52.0,17,34,50.0,19,20,95.0,8,34,42,27,21,7,4,27,7
1369,POR,POR vs. ORL,12/20/2019,,W,48,118,42,84,50.0,17,36,47.2,17,19,89.5,11,43,54,16,21,4,11,24,15
1370,CLE,CLE vs. MEM,12/20/2019,,W,48,114,40,92,43.5,17,37,45.9,17,23,73.9,16,44,60,26,16,4,10,12,7
1371,ORL,ORL @ NOP,12/15/2019,,W,48,130,46,89,51.7,17,34,50.0,21,26,80.8,8,31,39,32,10,8,2,15,11
1372,DAL,DAL vs. MIA,12/14/2019,,L,53,118,45,101,44.6,17,44,38.6,11,17,64.7,8,40,48,30,11,4,3,27,-4
1373,SAC,SAC vs. NYK,12/13/2019,,L,48,101,39,83,47.0,17,39,43.6,6,8,75.0,8,33,41,19,14,0,3,18,-2
1374,HOU,HOU @ CLE,12/11/2019,,W,48,116,43,87,49.4,17,42,40.5,13,13,100.0,11,25,36,18,13,10,6,14,6
1375,POR,POR vs. NYK,12/10/2019,,W,48,115,39,90,43.3,17,41,41.5,20,24,83.3,11,47,58,20,12,6,7,21,28
1376,HOU,HOU vs. SAC,12/09/2019,,L,48,118,41,84,48.8,17,50,34.0,19,23,82.6,11,40,51,25,19,4,6,20,-1
1377,DAL,DAL vs. SAC,12/08/2019,,L,48,106,41,86,47.7,17,44,38.6,7,8,87.5,10,30,40,24,13,3,1,11,-4
1378,CHA,CHA vs. BKN,12/06/2019,,L,48,104,36,83,43.4,17,40,42.5,15,17,88.2,10,24,34,23,19,6,6,16,-7
1379,LAL,LAL @ POR,12/06/2019,,W,48,136,46,85,54.1,17,36,47.2,27,33,81.8,3,42,45,26,19,10,8,23,23
1380,CHI,CHI vs. GSW,12/06/2019,,L,48,98,39,88,44.3,17,41,41.5,3,5,60.0,10,27,37,21,15,11,2,20,-2
1381,NOP,NOP vs. PHX,12/05/2019,,L,53,132,44,87,50.6,17,41,41.5,27,35,77.1,6,34,40,27,24,13,9,29,-7
