,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
1000,DAL,DAL vs. POR,10/27/2019,,L,48,119,37,94,39.4,13,50,26.0,32,41,78.0,12,34,46,27,12,7,3,22,-2
1001,MIN,MIN vs. MIA,10/27/2019,,W,48,116,39,91,42.9,13,45,28.9,25,33,75.8,14,32,46,24,16,12,1,17,7
1002,HOU,HOU vs. NOP,10/26/2019,,W,48,126,43,94,45.7,13,45,28.9,27,30,90.0,9,36,45,27,19,7,4,22,3
1003,PHI,PHI @ DET,10/26/2019,,W,48,117,42,87,48.3,13,34,38.2,20,30,66.7,6,32,38,30,22,14,3,26,6
1004,BOS,BOS vs. TOR,10/25/2019,,W,48,112,42,109,38.5,13,38,34.2,15,16,93.8,21,35,56,21,10,10,8,20,6
1005,MIN,MIN @ BKN,10/23/2019,,W,53,127,46,108,42.6,13,43,30.2,22,28,78.6,12,40,52,23,13,9,4,22,1
1006,LAL,LAL @ LAC,10/22/2019,,L,48,102,37,85,43.5,13,33,39.4,15,21,71.4,9,32,41,20,15,4,7,24,-10
1007,UTA,UTA vs. DEN,02/05/2020,,L,48,95,36,86,41.9,14,39,35.9,9,14,64.3,7,39,46,20,14,5,1,16,-3
1008,BKN,BKN vs. GSW,02/05/2020,,W,48,129,51,100,51.0,14,34,41.2,13,15,86.7,14,51,65,29,15,4,1,15,41
1009,NOP,NOP vs. MIL,02/04/2020,,L,48,108,38,99,38.4,14,49,28.6,18,24,75.0,8,41,49,26,17,10,6,17,-12
1010,SAC,SAC vs. MIN,02/03/2020,,W,48,113,38,75,50.7,14,27,51.9,23,31,74.2,7,27,34,26,17,7,7,20,4
1011,DET,DET vs. DEN,02/02/2020,,W,53,128,48,94,51.1,14,31,45.2,18,24,75.0,11,32,43,33,12,4,2,22,5
1012,SAC,SAC vs. LAL,02/01/2020,,L,48,113,39,91,42.9,14,44,31.8,21,26,80.8,13,31,44,21,16,5,4,24,-16
1013,DAL,DAL @ HOU,01/31/2020,,L,48,121,43,90,47.8,14,36,38.9,21,27,77.8,14,38,52,29,17,2,9,18,-7
1014,WAS,WAS vs. CHA,01/30/2020,,W,48,121,41,86,47.7,14,37,37.8,25,27,92.6,19,38,57,24,20,3,6,22,14
1015,UTA,UTA @ SAS,01/29/2020,,L,48,120,37,84,44.0,14,38,36.8,32,46,69.6,12,31,43,18,13,4,0,22,-7
1016,WAS,WAS @ MIL,01/28/2020,,L,48,131,44,94,46.8,14,32,43.8,29,34,85.3,11,24,35,28,11,6,6,27,-20
1017,CHI,CHI vs. SAS,01/27/2020,,W,48,110,42,93,45.2,14,37,37.8,12,15,80.0,14,36,50,28,12,8,2,23,1
1018,MIA,MIA vs. ORL,01/27/2020,,W,48,113,42,79,53.2,14,28,50.0,15,16,93.8,3,38,41,31,12,2,9,18,21
1019,CHA,CHA vs. MIL,01/24/2020,,L,48,103,32,86,37.2,14,39,35.9,25,30,83.3,8,31,39,24,13,6,3,22,-13
1020,OKC,OKC vs. ATL,01/24/2020,,W,48,140,50,86,58.1,14,25,56.0,26,34,76.5,6,39,45,28,14,6,5,20,29
1021,BOS,BOS @ ORL,01/24/2020,,W,48,109,40,86,46.5,14,35,40.0,15,18,83.3,9,35,44,27,14,10,7,20,11
1022,ORL,ORL vs. OKC,01/22/2020,,L,48,114,44,92,47.8,14,35,40.0,12,16,75.0,11,28,39,26,15,9,3,25,-6
1023,BOS,BOS vs. MEM,01/22/2020,,W,48,119,45,89,50.6,14,32,43.8,15,20,75.0,9,35,44,32,11,11,9,14,24
1024,NOP,NOP vs. SAS,01/22/2020,,L,48,117,39,84,46.4,14,36,38.9,25,32,78.1,8,33,41,26,14,6,3,21,-4
1025,CHI,CHI @ MIL,01/20/2020,,L,48,98,34,92,37.0,14,48,29.2,16,18,88.9,7,32,39,18,17,11,2,21,-13
1026,ORL,ORL @ CHA,01/20/2020,,W,48,106,44,92,47.8,14,28,50.0,4,9,44.4,15,32,47,25,11,9,4,15,23
1027,POR,POR vs. GSW,01/20/2020,,W,53,129,44,100,44.0,14,44,31.8,27,30,90.0,12,42,54,21,12,4,11,19,5
1028,UTA,UTA vs. SAC,01/18/2020,,W,48,123,43,85,50.6,14,42,33.3,23,24,95.8,10,37,47,24,10,7,4,14,22
1029,MIN,MIN vs. TOR,01/18/2020,,L,48,112,38,94,40.4,14,50,28.0,22,27,81.5,12,37,49,34,17,8,5,18,-10
1030,MIA,MIA @ OKC,01/17/2020,,W,48,115,41,84,48.8,14,36,38.9,19,24,79.2,6,39,45,26,11,4,3,23,7
1031,LAC,LAC vs. ORL,01/16/2020,,W,48,122,47,95,49.5,14,32,43.8,14,20,70.0,10,49,59,29,10,4,4,17,27
1032,ORL,ORL @ LAC,01/16/2020,,L,48,95,36,92,39.1,14,42,33.3,9,16,56.3,6,36,42,24,9,4,4,21,-27
1033,CHI,CHI vs. WAS,01/15/2020,,W,48,115,43,85,50.6,14,38,36.8,15,22,68.2,8,33,41,26,15,11,5,19,9
1034,ATL,ATL vs. PHX,01/14/2020,,W,48,123,46,93,49.5,14,31,45.2,17,20,85.0,12,34,46,25,17,3,10,25,13
1035,HOU,HOU @ MEM,01/14/2020,,L,48,110,37,86,43.0,14,45,31.1,22,24,91.7,9,32,41,18,16,4,2,23,-11
1036,CLE,CLE @ LAC,01/14/2020,,L,48,103,38,91,41.8,14,37,37.8,13,15,86.7,8,32,40,25,13,5,6,21,-25
1037,MIA,MIA @ NYK,01/12/2020,,L,48,121,42,78,53.8,14,35,40.0,23,28,82.1,8,31,39,24,15,1,5,24,-3
1038,NOP,NOP @ BOS,01/11/2020,,L,48,105,40,100,40.0,14,45,31.1,11,18,61.1,15,28,43,29,16,4,6,19,-35
1039,MIL,MIL @ POR,01/11/2020,,W,48,122,47,103,45.6,14,38,36.8,14,20,70.0,10,50,60,21,10,6,5,16,21
1040,BOS,BOS vs. NOP,01/11/2020,,W,48,140,55,100,55.0,14,29,48.3,16,18,88.9,10,43,53,29,11,14,3,23,35
1041,BOS,BOS @ PHI,01/09/2020,,L,48,98,38,88,43.2,14,36,38.9,8,8,100.0,8,30,38,17,15,8,1,16,-11
1042,TOR,TOR @ CHA,01/08/2020,,W,53,112,42,94,44.7,14,36,38.9,14,20,70.0,14,32,46,34,13,7,5,23,2
1043,CHI,CHI @ NOP,01/08/2020,,L,48,108,41,92,44.6,14,35,40.0,12,21,57.1,10,29,39,22,12,12,2,23,-15
1044,CLE,CLE vs. DET,01/07/2020,,L,48,113,42,85,49.4,14,31,45.2,15,16,93.8,11,35,46,29,17,7,4,19,-2
1045,MIN,MIN @ CLE,01/05/2020,,W,48,118,47,95,49.5,14,38,36.8,10,13,76.9,14,29,43,32,17,16,8,19,15
1046,OKC,OKC @ CLE,01/04/2020,,W,48,121,43,96,44.8,14,37,37.8,21,26,80.8,18,34,52,24,12,6,4,16,15
1047,CLE,CLE vs. OKC,01/04/2020,,L,48,106,39,85,45.9,14,30,46.7,14,17,82.4,9,33,42,19,15,4,0,26,-15
1048,LAL,LAL vs. NOP,01/03/2020,,W,48,123,43,86,50.0,14,29,48.3,23,28,82.1,8,39,47,29,14,9,4,14,10
1049,SAC,SAC vs. MEM,01/02/2020,,W,48,128,44,90,48.9,14,34,41.2,26,31,83.9,7,34,41,26,13,9,8,24,5
1050,NYK,NYK vs. POR,01/01/2020,,W,48,117,47,98,48.0,14,36,38.9,9,14,64.3,9,46,55,29,7,3,6,14,24
1051,SAS,SAS vs. GSW,12/31/2019,,W,53,117,45,96,46.9,14,31,45.2,13,17,76.5,10,43,53,30,10,6,6,18,4
1052,BOS,BOS @ CHA,12/31/2019,,W,48,109,44,97,45.4,14,38,36.8,7,10,70.0,15,39,54,25,13,12,9,16,17
1053,POR,POR vs. PHX,12/30/2019,,L,48,116,44,96,45.8,14,34,41.2,14,18,77.8,10,32,42,24,9,5,4,19,-6
1054,ORL,ORL @ MIL,12/28/2019,,L,48,100,35,87,40.2,14,35,40.0,16,19,84.2,5,29,34,21,11,16,7,17,-11
1055,TOR,TOR @ BOS,12/28/2019,,W,48,113,44,84,52.4,14,34,41.2,11,17,64.7,15,38,53,27,22,8,3,32,16
1056,BOS,BOS vs. CLE,12/27/2019,,W,48,129,49,95,51.6,14,40,35.0,17,19,89.5,12,31,43,28,11,4,10,23,12
1057,IND,IND @ MIA,12/27/2019,,L,48,112,44,90,48.9,14,31,45.2,10,12,83.3,2,32,34,27,4,8,4,16,-1
1058,UTA,UTA vs. POR,12/26/2019,,W,48,121,46,81,56.8,14,36,38.9,15,22,68.2,7,34,41,22,11,3,1,18,6
1059,BOS,BOS @ TOR,12/25/2019,,W,48,118,46,92,50.0,14,33,42.4,12,14,85.7,13,32,45,26,19,7,3,22,16
1060,BOS,BOS vs. CHA,12/22/2019,,W,48,119,46,88,52.3,14,32,43.8,13,16,81.3,10,47,57,25,13,2,9,24,26
1061,PHI,PHI vs. WAS,12/21/2019,,W,48,125,49,94,52.1,14,33,42.4,13,21,61.9,16,37,53,28,14,7,4,26,17
1062,IND,IND vs. SAC,12/20/2019,,W,48,119,45,86,52.3,14,31,45.2,15,18,83.3,7,32,39,34,9,5,7,15,14
1063,WAS,WAS @ TOR,12/20/2019,,L,48,118,40,87,46.0,14,39,35.9,24,32,75.0,8,31,39,24,15,6,1,28,-4
1064,MEM,MEM @ CLE,12/20/2019,,L,48,107,44,102,43.1,14,41,34.1,5,7,71.4,10,36,46,31,7,9,8,17,-7
1065,DAL,DAL @ PHI,12/20/2019,,W,48,117,43,83,51.8,14,33,42.4,17,22,77.3,8,41,49,23,16,10,4,17,19
1066,HOU,HOU @ LAC,12/19/2019,,W,48,122,43,86,50.0,14,37,37.8,22,29,75.9,10,33,43,23,18,9,4,20,5
1067,WAS,WAS vs. CHI,12/18/2019,,L,53,109,34,95,35.8,14,45,31.1,27,32,84.4,14,41,55,21,16,8,7,20,-1
1068,NOP,NOP @ MIN,12/18/2019,,W,48,107,38,86,44.2,14,33,42.4,17,21,81.0,11,44,55,23,19,6,4,19,8
1069,LAC,LAC vs. PHX,12/17/2019,,W,48,120,45,89,50.6,14,32,43.8,16,22,72.7,6,38,44,23,16,14,4,15,21
1070,SAC,SAC @ CHA,12/17/2019,,L,48,102,38,91,41.8,14,39,35.9,12,13,92.3,10,23,33,23,10,10,5,22,-8
1071,POR,POR @ PHX,12/16/2019,,W,48,111,40,84,47.6,14,34,41.2,17,20,85.0,9,32,41,21,20,9,9,27,1
1072,MIL,MIL vs. CLE,12/14/2019,,W,48,125,46,85,54.1,14,37,37.8,19,26,73.1,8,33,41,26,12,12,6,17,17
1073,CHI,CHI vs. LAC,12/14/2019,,W,48,109,40,85,47.1,14,31,45.2,15,18,83.3,12,38,50,21,18,12,9,25,3
1074,WAS,WAS @ MEM,12/14/2019,,L,48,111,36,85,42.4,14,38,36.8,25,32,78.1,11,23,34,22,18,12,4,22,-17
1075,TOR,TOR vs. BKN,12/14/2019,,W,48,110,38,98,38.8,14,40,35.0,20,25,80.0,10,41,51,21,11,10,10,23,8
1076,PHI,PHI @ BOS,12/12/2019,,W,48,115,41,82,50.0,14,28,50.0,19,23,82.6,8,37,45,27,12,4,8,19,6
1077,BOS,BOS @ IND,12/11/2019,,L,48,117,43,87,49.4,14,36,38.9,17,22,77.3,8,36,44,25,15,6,4,27,-5
1078,MIA,MIA vs. ATL,12/10/2019,,W,53,135,53,103,51.5,14,41,34.1,15,22,68.2,9,44,53,35,12,5,3,17,14
1079,WAS,WAS vs. LAC,12/08/2019,,L,48,119,40,88,45.5,14,33,42.4,25,30,83.3,8,30,38,28,14,5,3,22,-16
1080,LAL,LAL vs. MIN,12/08/2019,,W,48,142,55,94,58.5,14,31,45.2,18,20,90.0,10,31,41,32,11,9,1,19,17
1081,PHI,PHI vs. TOR,12/08/2019,,W,48,110,40,79,50.6,14,32,43.8,16,21,76.2,6,34,40,31,21,7,5,18,6
1082,MIL,MIL vs. LAC,12/06/2019,,W,48,119,44,94,46.8,14,36,38.9,17,21,81.0,13,40,53,29,16,11,6,23,28
1083,PHX,PHX @ NOP,12/05/2019,,W,53,139,50,106,47.2,14,36,38.9,25,27,92.6,19,32,51,30,18,16,6,29,7
1084,LAL,LAL @ UTA,12/04/2019,,W,48,121,46,90,51.1,14,29,48.3,15,25,60.0,8,38,46,27,8,13,12,17,25
1085,ORL,ORL vs. PHX,12/04/2019,,W,48,128,49,85,57.6,14,25,56.0,16,20,80.0,11,34,45,27,19,9,7,19,14
1086,BKN,BKN @ ATL,12/04/2019,,W,48,130,50,101,49.5,14,31,45.2,16,18,88.9,18,35,53,26,15,8,6,20,12
1087,MIA,MIA @ BOS,12/04/2019,,L,48,93,34,77,44.2,14,38,36.8,11,17,64.7,8,32,40,20,19,7,2,25,-19
1088,UTA,UTA vs. LAL,12/04/2019,,L,48,96,34,83,41.0,14,31,45.2,14,19,73.7,8,32,40,20,20,3,3,24,-25
1089,MIL,MIL @ DET,12/04/2019,,W,48,127,44,90,48.9,14,35,40.0,25,27,92.6,10,45,55,25,16,7,8,18,24
1090,BKN,BKN vs. MIA,12/01/2019,,L,48,106,40,91,44.0,14,42,33.3,12,16,75.0,9,39,48,24,12,3,5,21,-3
1091,LAC,LAC vs. WAS,12/01/2019,,W,48,150,52,94,55.3,14,32,43.8,32,40,80.0,10,42,52,22,17,8,5,25,25
1092,SAS,SAS vs. LAC,11/29/2019,,W,48,107,40,93,43.0,14,36,38.9,13,14,92.9,8,40,48,28,11,8,8,15,10
1093,LAL,LAL vs. WAS,11/29/2019,,W,48,125,45,87,51.7,14,32,43.8,21,28,75.0,7,40,47,29,19,9,8,20,22
1094,CHI,CHI @ POR,11/29/2019,,L,48,103,36,94,38.3,14,38,36.8,17,25,68.0,11,36,47,24,11,8,2,22,-4
1095,MIA,MIA @ HOU,11/27/2019,,L,48,108,37,80,46.3,14,37,37.8,20,27,74.1,8,33,41,22,19,8,3,24,-9
1096,LAC,LAC @ MEM,11/27/2019,,W,48,121,44,95,46.3,14,41,34.1,19,25,76.0,13,30,43,30,16,11,6,24,2
1097,POR,POR vs. OKC,11/27/2019,,W,48,136,49,94,52.1,14,30,46.7,24,24,100.0,10,44,54,23,9,3,1,32,17
1098,DET,DET vs. ORL,11/25/2019,,W,48,103,34,79,43.0,14,38,36.8,21,25,84.0,9,40,49,23,15,6,5,20,15
1099,LAL,LAL @ SAS,11/25/2019,,W,48,114,44,89,49.4,14,33,42.4,12,18,66.7,10,30,40,28,9,7,6,18,10
1100,DEN,DEN vs. PHX,11/24/2019,,W,48,116,43,91,47.3,14,31,45.2,16,23,69.6,19,33,52,24,11,4,2,16,12
1101,BKN,BKN @ NYK,11/24/2019,,W,48,103,31,77,40.3,14,38,36.8,27,34,79.4,7,28,35,18,12,6,1,16,2
1102,MEM,MEM vs. LAL,11/23/2019,,L,48,108,43,89,48.3,14,30,46.7,8,13,61.5,12,35,47,28,22,12,3,19,-1
1103,POR,POR @ CLE,11/23/2019,,L,48,104,39,87,44.8,14,40,35.0,12,16,75.0,6,32,38,21,10,6,6,20,-6
1104,ATL,ATL vs. TOR,11/23/2019,,L,48,116,47,90,52.2,14,34,41.2,8,11,72.7,8,30,38,32,15,9,7,27,-3
1105,PHI,PHI vs. MIA,11/23/2019,,W,48,113,42,83,50.6,14,29,48.3,15,17,88.2,8,36,44,28,15,11,2,27,27
1106,UTA,UTA vs. GSW,11/22/2019,,W,48,113,43,85,50.6,14,32,43.8,13,16,81.3,8,40,48,23,21,4,10,14,4
1107,CHA,CHA @ WAS,11/22/2019,,L,48,118,48,93,51.6,14,34,41.2,8,8,100.0,7,37,44,24,16,9,5,18,-7
1108,MIA,MIA @ CHI,11/22/2019,,W,48,116,39,79,49.4,14,38,36.8,24,28,85.7,9,35,44,33,19,10,3,17,8
1109,WAS,WAS vs. CHA,11/22/2019,,W,48,125,48,91,52.7,14,34,41.2,15,20,75.0,6,35,41,34,11,10,3,13,7
1110,UTA,UTA @ MIN,11/20/2019,,W,48,103,35,86,40.7,14,33,42.4,19,27,70.4,13,38,51,22,11,7,6,21,8
1111,ATL,ATL vs. MIL,11/20/2019,,L,48,127,44,96,45.8,14,31,45.2,25,31,80.6,9,34,43,27,13,8,2,26,-8
1112,CHI,CHI vs. DET,11/20/2019,,W,48,109,39,91,42.9,14,27,51.9,17,26,65.4,12,43,55,25,15,9,7,24,20
1113,MIN,MIN vs. UTA,11/20/2019,,L,48,95,35,89,39.3,14,45,31.1,11,21,52.4,12,39,51,13,14,5,9,20,-8
1114,LAL,LAL vs. OKC,11/19/2019,,W,48,112,43,89,48.3,14,31,45.2,12,19,63.2,14,32,46,29,16,9,8,20,5
1115,MIN,MIN @ UTA,11/18/2019,,W,48,112,41,89,46.1,14,38,36.8,16,19,84.2,5,46,51,22,15,6,10,25,10
1116,IND,IND @ BKN,11/18/2019,,W,48,115,44,101,43.6,14,33,42.4,13,17,76.5,15,48,63,26,10,5,8,22,29
1117,SAC,SAC vs. BOS,11/17/2019,,W,48,100,38,89,42.7,14,35,40.0,10,12,83.3,10,35,45,22,12,8,7,24,1
1118,HOU,HOU vs. IND,11/15/2019,,W,48,111,36,89,40.4,14,46,30.4,25,29,86.2,10,34,44,12,8,11,3,23,9
1119,PHI,PHI @ OKC,11/15/2019,,L,53,119,45,90,50.0,14,32,43.8,15,22,68.2,13,30,43,24,16,6,0,32,-8
1120,HOU,HOU vs. LAC,11/13/2019,,W,48,102,33,86,38.4,14,42,33.3,22,27,81.5,9,44,53,12,10,7,6,17,9
1121,TOR,TOR @ POR,11/13/2019,,W,48,114,42,92,45.7,14,32,43.8,16,17,94.1,14,36,50,20,14,4,9,20,8
1122,CHI,CHI vs. NYK,11/12/2019,,W,48,120,41,81,50.6,14,33,42.4,24,31,77.4,9,37,46,22,20,9,2,25,18
1123,MIA,MIA vs. DET,11/12/2019,,W,48,117,41,77,53.2,14,32,43.8,21,27,77.8,8,34,42,34,20,6,1,30,9
1124,NOP,NOP vs. HOU,11/11/2019,,L,48,116,41,95,43.2,14,45,31.1,20,27,74.1,12,34,46,26,17,8,3,23,-6
1125,CHA,CHA @ PHI,11/10/2019,,L,48,106,38,84,45.2,14,33,42.4,16,22,72.7,6,25,31,22,13,9,1,19,-8
1126,SAS,SAS vs. BOS,11/09/2019,,L,48,115,39,99,39.4,14,30,46.7,23,30,76.7,21,36,57,24,15,1,8,22,-20
1127,OKC,OKC vs. GSW,11/09/2019,,W,48,114,43,79,54.4,14,30,46.7,14,17,82.4,7,35,42,30,19,7,5,17,6
1128,NOP,NOP @ CHA,11/09/2019,,W,48,115,40,75,53.3,14,33,42.4,21,30,70.0,9,36,45,25,26,13,6,28,5
1129,BOS,BOS @ SAS,11/09/2019,,W,48,135,48,94,51.1,14,37,37.8,25,28,89.3,7,36,43,28,9,11,11,25,20
1130,NYK,NYK @ DAL,11/08/2019,,W,48,106,37,89,41.6,14,28,50.0,18,31,58.1,14,42,56,19,12,9,3,20,4
1131,DAL,DAL vs. NYK,11/08/2019,,L,48,102,37,90,41.1,14,44,31.8,14,17,82.4,7,40,47,18,13,4,6,21,-4
1132,TOR,TOR vs. SAC,11/06/2019,,W,48,124,43,78,55.1,14,29,48.3,24,29,82.8,2,35,37,28,14,10,4,20,4
1133,CHI,CHI vs. LAL,11/05/2019,,L,48,112,43,85,50.6,14,32,43.8,12,23,52.2,7,35,42,22,16,11,4,21,-6
1134,MIL,MIL @ MIN,11/04/2019,,W,48,134,50,93,53.8,14,39,35.9,20,30,66.7,11,46,57,24,17,8,6,20,28
1135,HOU,HOU @ MIA,11/03/2019,,L,48,100,31,79,39.2,14,48,29.2,24,31,77.4,4,34,38,19,22,6,5,24,-29
1136,PHX,PHX @ MEM,11/02/2019,,W,48,114,44,88,50.0,14,34,41.2,12,16,75.0,4,28,32,26,17,9,2,20,9
1137,DAL,DAL vs. LAL,11/01/2019,,L,53,110,40,102,39.2,14,36,38.9,16,23,69.6,18,43,61,23,23,5,1,21,-9
1138,NYK,NYK @ BOS,11/01/2019,,L,48,102,37,93,39.8,14,38,36.8,14,21,66.7,16,35,51,22,13,9,4,23,-2
1139,MIA,MIA @ ATL,10/31/2019,,W,48,106,40,84,47.6,14,37,37.8,12,19,63.2,9,32,41,29,14,12,9,18,9
1140,DET,DET @ TOR,10/30/2019,,L,48,113,41,88,46.6,14,30,46.7,17,23,73.9,11,31,42,30,20,5,1,15,-12
1141,CHI,CHI @ CLE,10/30/2019,,L,48,111,39,90,43.3,14,39,35.9,19,23,82.6,9,23,32,25,7,6,5,24,-6
1142,MIL,MIL @ BOS,10/30/2019,,L,48,105,38,82,46.3,14,45,31.1,15,24,62.5,5,40,45,21,15,3,4,21,-11
1143,SAC,SAC vs. CHA,10/30/2019,,L,48,111,44,96,45.8,14,46,30.4,9,12,75.0,10,29,39,26,15,11,5,19,-7
1144,GSW,GSW @ NOP,10/28/2019,,W,48,134,51,104,49.0,14,35,40.0,18,24,75.0,19,42,61,37,18,8,2,22,11
1145,CHA,CHA @ LAC,10/28/2019,,L,48,96,36,83,43.4,14,39,35.9,10,14,71.4,9,29,38,24,22,5,3,23,-15
1146,MEM,MEM vs. BKN,10/27/2019,,W,53,134,50,103,48.5,14,33,42.4,20,25,80.0,8,41,49,33,12,9,10,29,1
1147,DAL,DAL @ NOP,10/25/2019,,W,48,123,45,93,48.4,14,40,35.0,19,26,73.1,12,37,49,23,11,8,7,19,7
1148,TOR,TOR vs. NOP,10/22/2019,,W,53,130,42,103,40.8,14,40,35.0,32,38,84.2,16,41,57,23,17,7,3,24,8
1149,CLE,CLE @ OKC,02/05/2020,,L,48,103,41,89,46.1,15,38,39.5,6,11,54.5,9,36,45,31,20,4,2,24,-6
1150,BKN,BKN vs. PHX,02/03/2020,,W,48,119,43,89,48.3,15,34,44.1,18,21,85.7,10,34,44,28,17,8,4,26,22
1151,GSW,GSW @ WAS,02/03/2020,,W,48,125,43,87,49.4,15,30,50.0,24,31,77.4,12,32,44,31,14,8,6,25,8
1152,MIL,MIL vs. PHX,02/02/2020,,W,48,129,48,97,49.5,15,38,39.5,18,27,66.7,16,44,60,30,17,4,12,25,21
1153,CHI,CHI @ TOR,02/02/2020,,L,48,102,35,90,38.9,15,48,31.3,17,26,65.4,17,24,41,25,16,10,0,21,-27
1154,MIA,MIA @ ORL,02/01/2020,,W,48,102,33,77,42.9,15,33,45.5,21,26,80.8,10,38,48,24,13,6,8,16,13
1155,POR,POR vs. UTA,02/01/2020,,W,48,124,47,92,51.1,15,29,51.7,15,18,83.3,14,37,51,20,12,4,5,19,17
1156,NOP,NOP vs. MEM,01/31/2020,,W,48,139,51,95,53.7,15,34,44.1,22,26,84.6,16,41,57,30,19,8,4,22,28
1157,BKN,BKN vs. CHI,01/31/2020,,W,48,133,50,80,62.5,15,31,48.4,18,25,72.0,5,32,37,31,20,8,5,21,15
1158,BOS,BOS vs. GSW,01/30/2020,,W,48,119,42,88,47.7,15,35,42.9,20,22,90.9,14,37,51,27,23,12,4,24,15
1159,OKC,OKC @ SAC,01/29/2020,,W,48,120,44,88,50.0,15,34,44.1,17,20,85.0,10,35,45,32,13,9,5,17,20
1160,BKN,BKN vs. DET,01/29/2020,,W,48,125,43,85,50.6,15,39,38.5,24,30,80.0,8,29,37,26,10,8,7,19,10
1161,GSW,GSW @ PHI,01/28/2020,,L,48,104,37,87,42.5,15,40,37.5,15,21,71.4,6,34,40,29,14,6,3,24,-11
1162,HOU,HOU @ UTA,01/27/2020,,W,48,126,38,81,46.9,15,40,37.5,35,49,71.4,6,34,40,14,17,11,4,25,9
1163,ATL,ATL vs. WAS,01/26/2020,,W,48,152,54,93,58.1,15,35,42.9,29,34,85.3,12,36,48,30,15,7,3,35,19
1164,BKN,BKN @ DET,01/25/2020,,W,53,121,42,94,44.7,15,42,35.7,22,25,88.0,11,44,55,19,11,3,5,17,10
1165,UTA,UTA vs. DAL,01/25/2020,,W,48,112,40,91,44.0,15,43,34.9,17,22,77.3,12,42,54,22,13,5,6,21,5
1166,MIN,MIN @ CHI,01/22/2020,,L,48,110,41,86,47.7,15,44,34.1,13,24,54.2,10,33,43,27,18,7,3,25,-7
1167,BOS,BOS vs. PHX,01/18/2020,,L,48,119,42,96,43.8,15,42,35.7,20,22,90.9,4,35,39,26,11,11,6,24,-4
1168,BKN,BKN vs. MIL,01/18/2020,,L,48,97,33,99,33.3,15,49,30.6,16,17,94.1,12,35,47,23,17,11,7,19,-20
1169,NOP,NOP vs. LAC,01/18/2020,,L,48,130,46,86,53.5,15,41,36.6,23,36,63.9,12,36,48,32,21,7,4,26,-3
1170,CLE,CLE @ CHI,01/18/2020,,L,48,116,40,73,54.8,15,29,51.7,21,23,91.3,7,29,36,27,27,5,5,18,-2
1171,DET,DET @ ATL,01/18/2020,,W,48,136,51,86,59.3,15,32,46.9,19,25,76.0,11,30,41,31,18,12,8,18,33
1172,WAS,WAS @ TOR,01/17/2020,,L,48,111,40,89,44.9,15,35,42.9,16,23,69.6,13,30,43,19,28,9,3,16,-29
1173,UTA,UTA @ NOP,01/16/2020,,L,53,132,46,100,46.0,15,39,38.5,25,32,78.1,11,32,43,23,13,9,6,29,-6
1174,BOS,BOS @ MIL,01/16/2020,,L,48,123,43,98,43.9,15,49,30.6,22,27,81.5,10,33,43,16,8,4,7,25,-5
1175,TOR,TOR @ OKC,01/15/2020,,W,48,130,52,85,61.2,15,27,55.6,11,15,73.3,5,31,36,33,19,13,1,23,9
1176,LAL,LAL vs. ORL,01/15/2020,,L,48,118,48,97,49.5,15,38,39.5,7,11,63.6,13,35,48,34,16,7,6,20,-1
1177,LAC,LAC vs. CLE,01/14/2020,,W,48,128,49,94,52.1,15,38,39.5,15,21,71.4,14,39,53,29,11,7,8,12,25
1178,MIL,MIL vs. NYK,01/14/2020,,W,48,128,45,92,48.9,15,36,41.7,23,28,82.1,8,51,59,27,14,4,8,22,26
1179,LAL,LAL @ OKC,01/11/2020,,W,48,125,51,99,51.5,15,32,46.9,8,10,80.0,12,42,54,21,12,3,4,17,15
1180,BKN,BKN vs. MIA,01/10/2020,,W,48,117,45,93,48.4,15,44,34.1,12,19,63.2,14,37,51,31,10,5,4,15,4
1181,NOP,NOP vs. CHI,01/08/2020,,W,48,123,41,87,47.1,15,44,34.1,26,32,81.3,12,38,50,31,15,7,8,16,15
1182,CHA,CHA vs. TOR,01/08/2020,,L,53,110,38,86,44.2,15,37,40.5,19,26,73.1,13,37,50,30,20,6,6,21,-2
1183,GSW,GSW vs. MIL,01/08/2020,,L,48,98,33,87,37.9,15,38,39.5,17,20,85.0,12,40,52,29,19,7,4,30,-9
1184,TOR,TOR vs. POR,01/07/2020,,L,48,99,35,96,36.5,15,42,35.7,14,19,73.7,17,40,57,21,13,5,7,21,-2
1185,MIN,MIN @ MEM,01/07/2020,,L,48,112,40,90,44.4,15,47,31.9,17,21,81.0,10,30,40,23,20,10,1,23,-7
1186,SAC,SAC @ PHX,01/07/2020,,W,48,114,37,84,44.0,15,36,41.7,25,28,89.3,8,33,41,18,16,8,1,22,11
1187,SAC,SAC vs. GSW,01/06/2020,,W,48,111,39,81,48.1,15,30,50.0,18,23,78.3,6,37,43,27,23,10,3,23,13
1188,MIL,MIL @ SAS,01/06/2020,,L,48,104,38,95,40.0,15,45,33.3,13,14,92.9,10,28,38,24,8,5,5,15,-22
1189,DAL,DAL vs. CHA,01/04/2020,,L,53,120,47,100,47.0,15,50,30.0,11,13,84.6,14,27,41,28,10,7,4,25,-3
1190,CHA,CHA @ CLE,01/02/2020,,W,48,109,37,83,44.6,15,38,39.5,20,24,83.3,10,29,39,25,11,5,0,15,3
