,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
1578,NOP,NOP vs. DEN,10/31/2019,,W,24,56,18,39,46.2,7,18,38.9,13,15,86.7,1,18,19,12,8,4,0,11,4
1579,SAS,SAS @ LAC,10/31/2019,,L,24,48,19,43,44.2,5,13,38.5,5,9,55.6,1,22,23,9,8,3,2,10,-2
1580,IND,IND @ BKN,10/30/2019,,W,24,60,24,52,46.2,7,14,50.0,5,8,62.5,7,15,22,15,3,2,1,13,-3
1581,GSW,GSW vs. PHX,10/30/2019,,L,24,46,18,44,40.9,5,18,27.8,5,6,83.3,1,20,21,14,12,2,4,9,-26
1582,DET,DET @ TOR,10/30/2019,,L,24,58,22,47,46.8,6,14,42.9,8,12,66.7,4,15,19,15,7,4,1,9,-6
1583,CLE,CLE vs. CHI,10/30/2019,,W,24,50,17,41,41.5,3,11,27.3,13,16,81.3,6,20,26,9,8,2,1,10,-3
1584,PHX,PHX @ GSW,10/30/2019,,W,24,72,27,53,50.9,12,22,54.5,6,7,85.7,5,19,24,22,7,9,3,6,26
1585,ORL,ORL vs. NYK,10/30/2019,,W,24,42,15,45,33.3,5,18,27.8,7,10,70.0,6,20,26,9,4,1,4,7,-2
1586,OKC,OKC vs. POR,10/30/2019,,L,24,44,14,40,35.0,2,14,14.3,14,17,82.4,6,20,26,6,11,4,1,8,-5
1587,MIL,MIL @ BOS,10/30/2019,,L,24,58,20,43,46.5,9,22,40.9,9,14,64.3,5,24,29,10,8,1,1,9,16
1588,HOU,HOU @ WAS,10/30/2019,,W,24,76,28,51,54.9,13,27,48.1,7,10,70.0,8,11,19,22,7,3,3,12,-1
1589,CHA,CHA @ SAC,10/30/2019,,W,24,61,24,43,55.8,7,17,41.2,6,9,66.7,4,19,23,16,11,3,3,8,-5
1590,LAC,LAC @ UTA,10/30/2019,,L,24,51,19,39,48.7,3,9,33.3,10,11,90.9,4,17,21,10,11,2,1,10,-1
1591,PHI,PHI vs. MIN,10/30/2019,,W,24,62,24,48,50.0,5,9,55.6,9,10,90.0,9,23,32,12,13,7,4,6,19
1592,MIN,MIN @ PHI,10/30/2019,,L,24,43,16,41,39.0,7,23,30.4,4,6,66.7,1,12,13,8,13,9,3,10,-19
1593,POR,POR @ OKC,10/30/2019,,W,24,49,16,42,38.1,8,19,42.1,9,10,90.0,4,19,23,10,9,6,3,13,5
1594,UTA,UTA vs. LAC,10/30/2019,,W,24,52,21,42,50.0,4,13,30.8,6,6,100.0,2,13,15,14,7,8,3,11,1
1595,WAS,WAS vs. HOU,10/30/2019,,L,24,77,30,47,63.8,5,13,38.5,12,16,75.0,9,14,23,16,10,4,2,11,1
1596,SAC,SAC vs. CHA,10/30/2019,,L,24,66,26,51,51.0,8,24,33.3,6,9,66.7,4,15,19,16,5,7,2,10,5
1597,CHI,CHI @ CLE,10/30/2019,,L,24,53,18,42,42.9,6,20,30.0,11,14,78.6,4,15,19,14,4,2,3,14,3
1598,BOS,BOS vs. MIL,10/30/2019,,W,24,42,15,44,34.1,6,20,30.0,6,10,60.0,3,18,21,9,7,0,3,11,-16
1599,NYK,NYK @ ORL,10/30/2019,,L,24,44,17,43,39.5,2,15,13.3,8,12,66.7,4,24,28,10,6,1,8,11,2
1600,TOR,TOR vs. DET,10/30/2019,,W,24,64,26,44,59.1,4,11,36.4,8,9,88.9,2,18,20,15,8,6,0,11,6
1601,BKN,BKN vs. IND,10/30/2019,,L,24,63,23,48,47.9,6,16,37.5,11,16,68.8,10,21,31,14,8,1,2,8,3
1602,ATL,ATL @ MIA,10/29/2019,,L,24,49,18,41,43.9,7,22,31.8,6,8,75.0,2,13,15,14,9,6,5,11,-10
1603,DEN,DEN vs. DAL,10/29/2019,,L,24,61,25,50,50.0,6,17,35.3,5,7,71.4,7,14,21,12,2,4,1,9,1
1604,LAL,LAL vs. MEM,10/29/2019,,W,24,49,19,52,36.5,1,13,7.7,10,11,90.9,7,20,27,11,9,4,2,6,2
1605,MIA,MIA vs. ATL,10/29/2019,,W,24,59,20,44,45.5,8,18,44.4,11,17,64.7,10,17,27,11,11,5,3,8,10
1606,DAL,DAL @ DEN,10/29/2019,,W,24,60,23,44,52.3,8,21,38.1,6,9,66.7,8,16,24,15,6,2,1,9,-1
1607,MEM,MEM @ LAL,10/29/2019,,L,24,47,18,44,40.9,3,15,20.0,8,9,88.9,3,20,23,11,12,6,1,11,-2
1608,DEN,DEN @ SAC,10/28/2019,,W,24,47,17,52,32.7,6,19,31.6,7,8,87.5,11,16,27,10,7,5,2,7,-6
1609,TOR,TOR vs. ORL,10/28/2019,,W,24,51,17,44,38.6,5,22,22.7,12,14,85.7,2,26,28,10,10,4,1,12,5
1610,CHA,CHA @ LAC,10/28/2019,,L,24,54,21,43,48.8,8,18,44.4,4,6,66.7,4,15,19,14,11,1,2,13,-3
1611,PHX,PHX vs. UTA,10/28/2019,,L,24,39,13,45,28.9,4,18,22.2,9,11,81.8,2,20,22,7,8,4,2,15,-7
1612,MIL,MIL vs. CLE,10/28/2019,,W,24,59,22,48,45.8,8,17,47.1,7,10,70.0,6,19,25,14,6,2,2,5,7
1613,PHI,PHI @ ATL,10/28/2019,,W,24,63,23,48,47.9,7,19,36.8,10,12,83.3,5,15,20,13,10,7,8,13,-2
1614,ORL,ORL @ TOR,10/28/2019,,L,24,46,15,47,31.9,6,19,31.6,10,13,76.9,6,20,26,11,8,5,3,11,-5
1615,GSW,GSW @ NOP,10/28/2019,,W,24,72,26,52,50.0,9,19,47.4,11,17,64.7,11,22,33,19,10,6,2,7,17
1616,DET,DET vs. IND,10/28/2019,,W,24,59,22,43,51.2,7,14,50.0,8,9,88.9,7,18,25,12,8,1,3,9,6
1617,POR,POR @ SAS,10/28/2019,,L,24,51,20,51,39.2,8,18,44.4,3,4,75.0,4,22,26,11,6,4,3,12,6
1618,NYK,NYK vs. CHI,10/28/2019,,W,24,42,15,43,34.9,4,14,28.6,8,11,72.7,13,18,31,7,12,1,4,9,-10
1619,SAC,SAC vs. DEN,10/28/2019,,L,24,53,21,40,52.5,9,16,56.3,2,5,40.0,3,17,20,18,8,2,3,7,6
1620,UTA,UTA @ PHX,10/28/2019,,W,24,46,12,37,32.4,6,16,37.5,16,20,80.0,5,30,35,8,15,4,2,14,7
1621,CLE,CLE @ MIL,10/28/2019,,L,24,52,23,52,44.2,4,20,20.0,2,3,66.7,7,21,28,8,5,0,3,11,-7
1622,LAC,LAC vs. CHA,10/28/2019,,W,24,57,20,40,50.0,6,17,35.3,11,13,84.6,3,17,20,14,12,6,3,12,3
1623,HOU,HOU vs. OKC,10/28/2019,,W,24,52,20,48,41.7,4,25,16.0,8,12,66.7,3,15,18,11,6,4,4,12,-10
1624,OKC,OKC @ HOU,10/28/2019,,L,24,62,22,48,45.8,8,17,47.1,10,13,76.9,9,21,30,13,7,5,0,13,10
1625,ATL,ATL vs. PHI,10/28/2019,,L,24,65,24,47,51.1,7,14,50.0,10,15,66.7,5,19,24,14,10,5,1,12,2
1626,CHI,CHI @ NYK,10/28/2019,,L,24,52,20,42,47.6,4,17,23.5,8,11,72.7,4,14,18,10,4,5,3,8,10
1627,SAS,SAS vs. POR,10/28/2019,,W,24,45,18,40,45.0,1,9,11.1,8,11,72.7,3,22,25,10,11,2,8,5,-6
1628,NOP,NOP vs. GSW,10/28/2019,,L,24,55,21,54,38.9,8,27,29.6,5,9,55.6,7,15,22,17,8,7,3,11,-17
1629,IND,IND @ DET,10/28/2019,,L,24,53,22,49,44.9,4,9,44.4,5,6,83.3,7,12,19,15,2,6,3,8,-6
1630,MIA,MIA @ MIN,10/27/2019,,L,24,57,20,42,47.6,9,20,45.0,8,11,72.7,2,18,20,12,12,3,5,10,2
1631,MEM,MEM vs. BKN,10/27/2019,,W,24,59,19,47,40.4,6,21,28.6,15,17,88.2,4,23,27,16,4,6,4,10,2
1632,MIN,MIN vs. MIA,10/27/2019,,W,24,55,20,49,40.8,5,23,21.7,10,16,62.5,10,16,26,13,8,6,1,10,-2
1633,POR,POR @ DAL,10/27/2019,,W,24,59,22,44,50.0,6,15,40.0,9,10,90.0,0,17,17,8,6,5,2,11,-12
1634,BKN,BKN @ MEM,10/27/2019,,L,24,57,20,52,38.5,8,28,28.6,9,11,81.8,8,23,31,12,7,1,1,10,-2
1635,LAL,LAL vs. CHA,10/27/2019,,W,24,63,25,48,52.1,5,14,35.7,8,9,88.9,7,17,24,17,8,4,3,11,1
1636,DAL,DAL vs. POR,10/27/2019,,L,24,71,25,49,51.0,9,25,36.0,12,14,85.7,5,19,24,18,6,4,2,9,12
1637,GSW,GSW @ OKC,10/27/2019,,L,24,37,11,40,27.5,3,19,15.8,12,15,80.0,4,13,17,7,12,8,1,8,-33
1638,OKC,OKC vs. GSW,10/27/2019,,W,24,70,26,45,57.8,9,17,52.9,9,10,90.0,6,21,27,13,10,6,2,9,33
1639,CHA,CHA @ LAL,10/27/2019,,L,24,62,19,43,44.2,7,15,46.7,17,17,100.0,4,14,18,13,8,5,3,11,-1
1640,ORL,ORL @ ATL,10/26/2019,,L,24,50,19,50,38.0,4,19,21.1,8,9,88.9,8,14,22,11,5,4,3,6,-2
1641,ATL,ATL vs. ORL,10/26/2019,,W,24,52,22,44,50.0,5,17,29.4,3,5,60.0,3,21,24,12,6,3,6,10,2
1642,LAC,LAC @ PHX,10/26/2019,,L,24,55,16,42,38.1,5,15,33.3,18,23,78.3,6,18,24,8,4,3,1,11,0
1643,MIA,MIA @ MIL,10/26/2019,,W,24,53,22,50,44.0,6,19,31.6,3,5,60.0,4,20,24,17,9,3,0,15,-17
1644,NOP,NOP @ HOU,10/26/2019,,L,24,61,22,45,48.9,10,22,45.5,7,9,77.8,4,16,20,14,12,4,2,14,0
1645,WAS,WAS @ SAS,10/26/2019,,L,24,60,24,46,52.2,7,18,38.9,5,7,71.4,3,19,22,15,8,2,5,6,0
1646,DET,DET vs. PHI,10/26/2019,,L,24,57,20,37,54.1,2,9,22.2,15,21,71.4,1,17,18,10,12,7,3,12,3
1647,HOU,HOU vs. NOP,10/26/2019,,W,24,61,22,47,46.8,5,22,22.7,12,13,92.3,5,14,19,15,9,6,2,11,0
1648,PHI,PHI @ DET,10/26/2019,,W,24,54,21,46,45.7,4,17,23.5,8,14,57.1,4,15,19,12,13,6,1,14,-3
1649,SAC,SAC @ UTA,10/26/2019,,L,24,41,15,35,42.9,6,11,54.5,5,6,83.3,2,11,13,9,12,0,1,11,-25
1650,TOR,TOR @ CHI,10/26/2019,,W,24,48,18,42,42.9,7,22,31.8,5,5,100.0,5,22,27,11,11,5,3,11,8
1651,SAS,SAS vs. WAS,10/26/2019,,W,24,60,25,63,39.7,5,15,33.3,5,6,83.3,15,15,30,17,5,5,2,9,0
1652,PHX,PHX vs. LAC,10/26/2019,,W,24,55,21,45,46.7,7,24,29.2,6,8,75.0,3,23,26,15,6,3,1,21,0
1653,UTA,UTA vs. SAC,10/26/2019,,W,24,66,25,42,59.5,13,22,59.1,3,7,42.9,1,18,19,17,6,4,0,10,25
1654,CHI,CHI vs. TOR,10/26/2019,,L,24,40,16,50,32.0,4,17,23.5,4,7,57.1,8,18,26,8,8,3,1,10,-8
1655,NYK,NYK vs. BOS,10/26/2019,,L,24,51,17,43,39.5,2,11,18.2,15,18,83.3,12,23,35,6,14,4,1,12,5
1656,IND,IND @ CLE,10/26/2019,,L,24,48,20,43,46.5,3,13,23.1,5,6,83.3,2,15,17,11,8,2,3,14,-17
1657,CLE,CLE vs. IND,10/26/2019,,W,24,65,21,44,47.7,9,16,56.3,14,21,66.7,9,18,27,12,8,4,2,10,17
1658,BOS,BOS @ NYK,10/26/2019,,W,24,46,16,49,32.7,6,25,24.0,8,10,80.0,7,13,20,8,6,6,5,12,-5
1659,MIL,MIL vs. MIA,10/26/2019,,L,24,70,23,43,53.5,14,30,46.7,10,16,62.5,1,19,20,17,6,4,3,9,17
1660,SAC,SAC vs. POR,10/25/2019,,L,24,57,20,45,44.4,10,19,52.6,7,9,77.8,6,18,24,9,8,4,1,10,0
1661,MEM,MEM vs. CHI,10/25/2019,,L,24,60,22,45,48.9,6,15,40.0,10,12,83.3,4,26,30,15,9,5,6,8,13
1662,DEN,DEN vs. PHX,10/25/2019,,W,24,39,15,43,34.9,3,13,23.1,6,8,75.0,5,16,21,7,10,3,7,9,-6
1663,CHA,CHA vs. MIN,10/25/2019,,L,24,56,21,40,52.5,7,15,46.7,7,17,41.2,3,22,25,15,12,1,1,17,-2
1664,DAL,DAL @ NOP,10/25/2019,,W,24,72,26,45,57.8,9,18,50.0,11,14,78.6,5,15,20,13,5,3,4,8,8
1665,WAS,WAS @ OKC,10/25/2019,,W,24,52,22,50,44.0,5,23,21.7,3,4,75.0,1,20,21,13,5,3,2,12,6
1666,PHX,PHX @ DEN,10/25/2019,,L,24,45,17,41,41.5,3,10,30.0,8,8,100.0,5,21,26,14,10,3,0,13,6
1667,BKN,BKN vs. NYK,10/25/2019,,W,24,64,21,42,50.0,9,21,42.9,13,16,81.3,5,20,25,15,12,6,2,12,13
1668,BOS,BOS vs. TOR,10/25/2019,,W,24,50,19,54,35.2,2,13,15.4,10,11,90.9,12,20,32,9,7,9,2,10,1
1669,CHI,CHI @ MEM,10/25/2019,,W,24,47,18,50,36.0,6,24,25.0,5,7,71.4,5,16,21,8,8,7,2,10,-13
1670,OKC,OKC vs. WAS,10/25/2019,,L,24,46,16,38,42.1,3,10,30.0,11,19,57.9,2,21,23,7,7,3,4,10,-6
1671,TOR,TOR @ BOS,10/25/2019,,L,24,49,17,39,43.6,9,21,42.9,6,8,75.0,3,23,26,10,13,2,4,14,-1
1672,NYK,NYK @ BKN,10/25/2019,,L,24,51,17,44,38.6,7,10,70.0,10,16,62.5,6,16,22,6,12,6,3,15,-13
1673,LAL,LAL vs. UTA,10/25/2019,,W,24,43,16,46,34.8,4,12,33.3,7,7,100.0,8,19,27,10,10,6,6,8,6
1674,NOP,NOP vs. DAL,10/25/2019,,L,24,64,26,50,52.0,6,18,33.3,6,6,100.0,6,12,18,16,7,3,0,13,-8
1675,POR,POR @ SAC,10/25/2019,,W,24,57,23,45,51.1,6,17,35.3,5,6,83.3,2,18,20,12,7,6,3,8,0
1676,UTA,UTA @ LAL,10/25/2019,,L,24,37,14,38,36.8,3,12,25.0,6,7,85.7,3,19,22,9,13,6,0,12,-6
1677,MIN,MIN @ CHA,10/25/2019,,W,24,58,20,47,42.6,4,19,21.1,14,19,73.7,5,17,22,15,7,8,3,12,2
1678,ATL,ATL @ DET,10/24/2019,,W,24,60,23,45,51.1,7,17,41.2,7,8,87.5,4,14,18,13,5,2,0,6,-3
1679,HOU,HOU vs. MIL,10/24/2019,,L,24,66,21,45,46.7,11,21,52.4,13,18,72.2,4,24,28,15,9,5,2,12,16
1680,MIL,MIL @ HOU,10/24/2019,,W,24,50,20,47,42.6,9,27,33.3,1,5,20.0,3,21,24,14,10,5,5,13,-16
1681,GSW,GSW vs. LAC,10/24/2019,,L,24,54,20,53,37.7,7,24,29.2,7,7,100.0,9,15,24,13,9,3,0,14,-11
1682,LAC,LAC @ GSW,10/24/2019,,W,24,65,21,37,56.8,6,11,54.5,17,21,81.0,2,18,20,13,11,5,3,7,11
1683,DET,DET vs. ATL,10/24/2019,,L,24,63,25,46,54.3,8,19,42.1,5,6,83.3,4,15,19,14,5,2,3,8,3
1684,OKC,OKC @ UTA,10/23/2019,,L,24,46,16,44,36.4,6,14,42.9,8,11,72.7,3,22,25,9,10,5,3,14,-3
1685,DET,DET @ IND,10/23/2019,,W,24,54,22,41,53.7,3,10,30.0,7,10,70.0,4,18,22,13,11,4,4,5,-1
1686,PHI,PHI vs. BOS,10/23/2019,,W,24,49,15,40,37.5,2,14,14.3,17,23,73.9,4,29,33,9,8,1,3,13,1
1687,IND,IND vs. DET,10/23/2019,,L,24,55,24,48,50.0,4,10,40.0,3,5,60.0,6,13,19,13,7,7,3,10,1
1688,BOS,BOS @ PHI,10/23/2019,,L,24,48,18,48,37.5,4,16,25.0,8,13,61.5,3,18,21,9,3,2,2,16,-1
1689,SAC,SAC @ PHX,10/23/2019,,L,24,59,23,48,47.9,7,16,43.8,6,9,66.7,4,21,25,9,8,1,3,11,5
1690,MIN,MIN @ BKN,10/23/2019,,W,24,68,25,50,50.0,9,19,47.4,9,11,81.8,6,24,30,15,5,1,2,11,12
1691,DAL,DAL vs. WAS,10/23/2019,,W,24,62,20,38,52.6,7,17,41.2,15,17,88.2,1,20,21,7,9,5,0,13,14
1692,BKN,BKN vs. MIN,10/23/2019,,L,24,56,22,51,43.1,5,15,33.3,7,13,53.8,4,16,20,8,3,3,6,9,-12
1693,ORL,ORL vs. CLE,10/23/2019,,W,24,55,21,43,48.8,7,18,38.9,6,9,66.7,3,19,22,12,7,6,2,8,14
1694,CHA,CHA vs. CHI,10/23/2019,,W,24,63,24,46,52.2,10,22,45.5,5,5,100.0,6,19,25,14,10,1,3,10,8
1695,SAS,SAS vs. NYK,10/23/2019,,W,24,59,22,43,51.2,4,11,36.4,11,16,68.8,7,22,29,12,12,4,3,7,8
1696,CHI,CHI @ CHA,10/23/2019,,L,24,55,22,56,39.3,3,16,18.8,8,10,80.0,12,13,25,12,5,4,0,11,-8
1697,DEN,DEN @ POR,10/23/2019,,W,24,54,17,40,42.5,9,14,64.3,11,13,84.6,7,18,25,13,13,6,3,11,4
1698,WAS,WAS @ DAL,10/23/2019,,L,24,48,17,45,37.8,3,20,15.0,11,13,84.6,4,17,21,13,9,2,1,15,-14
1699,NYK,NYK @ SAS,10/23/2019,,L,24,51,21,46,45.7,4,14,28.6,5,7,71.4,2,15,17,12,8,8,1,13,-8
1700,MIA,MIA vs. MEM,10/23/2019,,W,24,54,17,42,40.5,2,6,33.3,18,22,81.8,7,16,23,9,12,5,4,17,-6
1701,MEM,MEM @ MIA,10/23/2019,,L,24,60,23,45,51.1,3,12,25.0,11,14,78.6,4,17,21,13,13,5,2,16,6
1702,POR,POR vs. DEN,10/23/2019,,L,24,50,17,43,39.5,2,10,20.0,14,14,100.0,6,17,23,7,10,7,2,12,-4
1703,PHX,PHX vs. SAC,10/23/2019,,W,24,54,21,51,41.2,2,16,12.5,10,10,100.0,5,18,23,15,5,4,4,10,-5
1704,UTA,UTA vs. OKC,10/23/2019,,W,24,49,20,43,46.5,3,11,27.3,6,12,50.0,4,20,24,8,8,2,3,13,3
1705,CLE,CLE @ ORL,10/23/2019,,L,24,41,16,43,37.2,4,14,28.6,5,7,71.4,5,18,23,9,9,4,0,8,-14
1706,TOR,TOR vs. NOP,10/22/2019,,W,24,56,18,47,38.3,4,15,26.7,16,18,88.9,9,23,32,8,12,3,1,11,-5
1707,LAL,LAL @ LAC,10/22/2019,,L,24,54,18,39,46.2,5,14,35.7,13,18,72.2,0,15,15,9,6,3,4,14,-8
1708,LAC,LAC vs. LAL,10/22/2019,,W,24,62,24,42,57.1,6,14,42.9,8,12,66.7,5,18,23,11,7,3,3,16,8
1709,NOP,NOP @ TOR,10/22/2019,,L,24,61,22,54,40.7,10,22,45.5,7,7,100.0,9,16,25,18,7,4,6,15,5
